# Matter power spectrum P(k) at redshift z=0
# for k=1.04914e-05 to 1.70191 h/Mpc,
# number of wavenumbers equal to 680
#    1:k (h/Mpc)              2:P (Mpc/h)^3        
       1.049143718344e-05       4.761417420724e+01 
       2.341577975080e-05       1.033406674557e+02 
       3.638589630834e-05       1.581347297647e+02 
       4.943692017393e-05       2.125701173265e+02 
       6.260456980984e-05       2.669770403821e+02 
       7.592546945528e-05       3.216044380941e+02 
       8.943748007949e-05       3.766667618395e+02 
       1.031800450843e-04       4.323623670207e+02 
       1.171945552190e-04       4.888834273197e+02 
       1.315247372039e-04       5.464215801594e+02 
       1.462170705637e-04       6.051725332556e+02 
       1.484340210776e-04       6.140177930435e+02 
       1.613212371089e-04       6.653388336488e+02 
       1.632774231854e-04       6.731150424648e+02 
       1.768906073130e-04       7.271328629645e+02 
       1.796051655039e-04       7.378847002646e+02 
       1.929827674470e-04       7.907795056573e+02 
       1.959329078225e-04       8.024244248052e+02 
       2.096600906415e-04       8.565183898526e+02 
       2.152293305626e-04       8.784234521208e+02 
       2.269903539212e-04       9.246066045382e+02 
       2.360100935134e-04       9.599578396978e+02 
       2.450474015131e-04       9.953209961212e+02 
       2.597595368859e-04       1.052771670754e+03 
       2.639118521443e-04       1.068960560497e+03 
       2.836718443367e-04       1.145849352273e+03 
       2.849933204691e-04       1.150982665269e+03 
       3.044238085165e-04       1.226338408252e+03 
       3.131957844738e-04       1.260284358579e+03 
       3.262732477135e-04       1.310808640753e+03 
       3.443669289001e-04       1.380552637912e+03 
       3.493354992933e-04       1.399672616704e+03 
       3.737364381675e-04       1.493376169091e+03 
       3.770224135372e-04       1.505970441232e+03 
       3.996130670154e-04       1.592400097056e+03 
       4.141309188066e-04       1.647804127058e+03 
       4.271139212657e-04       1.697259645795e+03 
       4.556924447083e-04       1.805824228689e+03 
       4.563991965393e-04       1.808503896687e+03 
       4.876404854114e-04       1.926712788816e+03 
       5.002226510316e-04       1.974186941858e+03 
       5.210199914663e-04       2.052492136891e+03 
       5.477215377765e-04       2.152727839879e+03 
       5.567290760792e-04       2.186466169205e+03 
       5.949659933713e-04       2.329266608662e+03 
       6.026421255752e-04       2.357852966703e+03 
       6.359326890854e-04       2.481518242822e+03 
       6.605313937955e-04       2.572573309217e+03 
       6.798305878818e-04       2.643821235420e+03 
       7.258423630696e-04       2.813014929576e+03 
       7.268553771070e-04       2.816729416105e+03 
       7.771909145954e-04       3.000726605089e+03 
       7.970906931869e-04       3.073161350100e+03 
       8.310025355456e-04       3.196200720126e+03 
       8.742763841472e-04       3.352480041324e+03 
       8.884301888974e-04       3.403418694006e+03 
       9.495819649950e-04       3.622504186903e+03 
       9.603681163723e-04       3.660979705264e+03 
       1.014528645404e-03       3.853420144987e+03 
       1.053881549651e-03       3.992456054916e+03 
       1.083299879077e-03       4.095958559911e+03 
       1.155882451690e-03       4.349739787228e+03 
       1.157785364406e-03       4.356362909381e+03 
       1.232220880920e-03       4.614220572968e+03 
       1.270595220425e-03       4.746230609622e+03 
       1.312220283321e-03       4.888711963434e+03 
       1.395279798130e-03       5.170786421233e+03 
       1.395751179951e-03       5.172378797562e+03 
       1.482655697731e-03       5.464325280959e+03 
       1.528870417100e-03       5.618266663148e+03 
       1.572754519813e-03       5.763602302495e+03 
       1.665853947998e-03       6.069215644785e+03 
       1.677304438177e-03       6.106549079730e+03 
       1.761752541341e-03       6.380168022493e+03 
       1.840581861363e-03       6.632856243615e+03 
       1.860246949243e-03       6.695483640434e+03 
       1.961136724056e-03       7.014224813401e+03 
       2.033546088764e-03       7.240352538962e+03 
       2.064228046560e-03       7.335507581345e+03 
       2.169336410119e-03       7.658509783236e+03 
       2.226510316164e-03       7.832282189010e+03 
       2.276288381299e-03       7.982476586996e+03 
       2.384922590640e-03       8.306722966546e+03 
       2.449161347781e-03       8.496192892238e+03 
       2.495090115514e-03       8.630631728641e+03 
       2.606654407254e-03       8.953651683075e+03 
       2.686655781505e-03       9.182219584026e+03 
       2.719490894970e-03       9.275295149447e+03 
       2.833486374890e-03       9.595130942615e+03 
       2.938993617337e-03       9.886625252641e+03 
       2.948538270603e-03       9.912781930271e+03 
       3.064553828433e-03       1.022791888987e+04 
       3.181449294361e-03       1.054025647892e+04 
       3.235861659492e-03       1.068388428971e+04 
       3.299149104596e-03       1.084954611142e+04 
       3.417585110843e-03       1.115557490267e+04 
       3.536695853055e-03       1.145816185415e+04 
       3.547573103755e-03       1.148553764061e+04 
       3.656425886439e-03       1.175714994767e+04 
       3.776725165328e-03       1.205240854706e+04 
       3.888971352234e-03       1.232330813509e+04 
       3.897548483637e-03       1.234382753339e+04 
       4.018854969818e-03       1.263131282511e+04 
       4.140607633092e-03       1.291479176305e+04 
       4.262772957157e-03       1.319420100268e+04 
       4.274899807036e-03       1.322166497124e+04 
       4.385320537303e-03       1.346949527034e+04 
       4.508222756876e-03       1.374063471661e+04 
       4.631454499152e-03       1.400759322349e+04 
