# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 3000, i.e. number of multipoles equal to 2999
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
    2       1.370217000745e-10       4.143084799136e-15       3.535899286902e-13       0.000000000000e+00       8.184136152207e-09       4.433138148724e-10      -1.839595892165e-12 
    3       1.298239767449e-10       5.312029667102e-15       3.964984264183e-13       0.000000000000e+00       5.037509738617e-09       3.146690061253e-10      -1.394593898525e-12 
    4       1.229851783705e-10       4.599101848739e-15       3.705980388892e-13       0.000000000000e+00       3.505849771644e-09       2.381189368663e-10      -9.139984706842e-13 
    5       1.178687615502e-10       3.071326156739e-15       3.154887205750e-13       0.000000000000e+00       2.616574066508e-09       1.879458467957e-10      -5.092804540357e-13 
    6       1.143664810168e-10       1.717903679262e-15       2.539306577450e-13       0.000000000000e+00       2.042994691968e-09       1.528182837812e-10      -2.108892909008e-13 
    7       1.120858275749e-10       9.267614168677e-16       1.992298837800e-13       0.000000000000e+00       1.646905142321e-09       1.270316563414e-10      -2.034693597188e-14 
    8       1.107664883459e-10       5.956389206074e-16       1.571989063997e-13       0.000000000000e+00       1.359364876674e-09       1.074962257424e-10       7.712106621353e-14 
    9       1.101780497672e-10       4.768090083287e-16       1.290997365074e-13       0.000000000000e+00       1.142855019249e-09       9.238972974828e-11       1.046903355343e-13 
   10       1.100689874030e-10       4.062279072565e-16       1.135923913737e-13       0.000000000000e+00       9.755212444948e-10       8.045956334545e-11       8.811030882086e-14 
   11       1.104065566740e-10       3.417372090930e-16       1.080030782233e-13       0.000000000000e+00       8.232296609080e-10       7.115692817222e-11       5.146272846205e-14 
   12       1.110287132374e-10       2.981654899292e-16       1.092365557277e-13       0.000000000000e+00       7.189448927421e-10       6.290069196165e-11       1.217253746648e-14 
   13       1.118778761278e-10       2.863146999260e-16       1.146091202674e-13       0.000000000000e+00       6.333745143612e-10       5.621634015093e-11      -1.774432533850e-14 
   14       1.129481227771e-10       2.984557446263e-16       1.221223389055e-13       0.000000000000e+00       5.622154932097e-10       5.045317842362e-11      -3.402224936685e-14 
   15       1.141908714544e-10       3.231650901779e-16       1.304081207923e-13       0.000000000000e+00       5.023437925694e-10       4.557529497495e-11      -3.695704926822e-14 
   16       1.155309547341e-10       3.581456378486e-16       1.388454731339e-13       0.000000000000e+00       4.514601825668e-10       4.135752446460e-11      -3.039620289543e-14 
   17       1.170037586876e-10       4.087355393495e-16       1.473148273389e-13       0.000000000000e+00       4.078285422556e-10       3.767002877134e-11      -1.947141952691e-14 
   18       1.185553738926e-10       4.801699520604e-16       1.559303503432e-13       0.000000000000e+00       3.699740256158e-10       3.447450191945e-11      -9.027166924252e-15 
   19       1.201993726117e-10       5.727873306833e-16       1.648901781887e-13       0.000000000000e+00       3.372906599279e-10       3.171796311483e-11      -1.663463798973e-15 
   20       1.219263128510e-10       6.846716069895e-16       1.743807631536e-13       0.000000000000e+00       3.085155011090e-10       2.926475539442e-11       8.960541716093e-16 
   21       1.237286565441e-10       8.152326451876e-16       1.843861302409e-13       0.000000000000e+00       2.831938802871e-10       2.706646853737e-11      -7.889094461362e-16 
   22       1.255710552265e-10       9.640090481789e-16       1.947393084005e-13       0.000000000000e+00       2.607171572120e-10       2.507335533461e-11      -4.974423967116e-15 
   23       1.274678074852e-10       1.131121038281e-15       2.050775001473e-13       0.000000000000e+00       2.407745932986e-10       2.329021969961e-11      -9.907233496264e-15 
   24       1.294256868822e-10       1.316752883427e-15       2.149375184545e-13       0.000000000000e+00       2.229035476484e-10       2.171257399841e-11      -1.372265504593e-14 
   25       1.314363519450e-10       1.521334639515e-15       2.240471056986e-13       0.000000000000e+00       2.068925572638e-10       2.030119698740e-11      -1.562305402676e-14 
   26       1.334740080457e-10       1.745521778895e-15       2.322002954057e-13       0.000000000000e+00       1.924505304668e-10       1.899656824431e-11      -1.531700652509e-14 
   27       1.355458043555e-10       1.991000942274e-15       2.393142159976e-13       0.000000000000e+00       1.794033243840e-10       1.779959823739e-11      -1.341898955769e-14 
   28       1.376587773299e-10       2.259797179144e-15       2.453676519495e-13       0.000000000000e+00       1.675251353618e-10       1.672002415825e-11      -1.091262567948e-14 
   29       1.398198623228e-10       2.553369673392e-15       2.504002190841e-13       0.000000000000e+00       1.567548001060e-10       1.575228842542e-11      -8.421673201839e-15 
   30       1.420228438203e-10       2.873025597726e-15       2.545003770890e-13       0.000000000000e+00       1.469761513367e-10       1.487442207043e-11      -6.567282443565e-15 
   31       1.442511194579e-10       3.220014580843e-15       2.577635275015e-13       0.000000000000e+00       1.379890730926e-10       1.405656731422e-11      -5.926437520878e-15 
   32       1.465091505713e-10       3.595257319520e-15       2.601582871003e-13       0.000000000000e+00       1.297468039625e-10       1.329458447959e-11      -6.351609704330e-15 
   33       1.488001923910e-10       3.999501855994e-15       2.616100064658e-13       0.000000000000e+00       1.221907297589e-10       1.258752191968e-11      -7.384556266012e-15 
   34       1.511200204436e-10       4.433453911781e-15       2.620258596462e-13       0.000000000000e+00       1.152147054064e-10       1.193060593743e-11      -8.503210324388e-15 
   35       1.534679399366e-10       4.898020153869e-15       2.612655067627e-13       0.000000000000e+00       1.087827745691e-10       1.132333681376e-11      -9.409118932854e-15 
   36       1.558378266752e-10       5.394142410034e-15       2.591574438266e-13       0.000000000000e+00       1.028430784960e-10       1.076341662826e-11      -9.831521950103e-15 
   37       1.582198688758e-10       5.922707792391e-15       2.555428038037e-13       0.000000000000e+00       9.731801788900e-11       1.024578281127e-11      -9.544797461861e-15 
   38       1.606198430744e-10       6.484469441571e-15       2.504053675292e-13       0.000000000000e+00       9.219318862690e-11       9.768033514479e-12      -8.699273185662e-15 
   39       1.630450851367e-10       7.080092834282e-15       2.437850061103e-13       0.000000000000e+00       8.745223095372e-11       9.326241316168e-12      -7.603256871861e-15 
   40       1.654986971508e-10       7.710171040638e-15       2.357446779950e-13       0.000000000000e+00       8.304978232754e-11       8.913143770338e-12      -6.640773336920e-15 
   41       1.679806705171e-10       8.375260116662e-15       2.263458128818e-13       0.000000000000e+00       7.892725434599e-11       8.520532511644e-12      -6.170857592570e-15 
   42       1.704928853032e-10       9.076010336163e-15       2.155614509107e-13       0.000000000000e+00       7.507242013441e-11       8.148025709507e-12      -6.174237720421e-15 
   43       1.730349048832e-10       9.813069839043e-15       2.033371903788e-13       0.000000000000e+00       7.147496785114e-11       7.796682394261e-12      -6.499875042008e-15 
   44       1.756021211979e-10       1.058704639794e-14       1.896143893868e-13       0.000000000000e+00       6.810862147055e-11       7.466487735554e-12      -6.958317895404e-15 
   45       1.781884235276e-10       1.139850549782e-14       1.743359186904e-13       0.000000000000e+00       6.494050722238e-11       7.156642898109e-12      -7.363740414504e-15 
