# Table of selected background quantities
# All densities are multiplied by (8piG/3) (below, shortcut notation (.) for this factor) 
# Densities are in units [Mpc^-2] while all distances are in [Mpc]. 
#    1:z                      2:a                      3:proper time [Gyr]      4:conf. time [Mpc]       5:H [1/Mpc]              6:comov. dist.           7:ang.diam.dist.         8:lum. dist.             9:comov.snd.hrz.        10:(.)rho_g              11:(.)rho_b              12:(.)rho_cdm            13:(.)number_ncdm[0]     14:(.)rho_ncdm[0]        15:(.)p_ncdm[0]          16:(.)number_ncdm[1]     17:(.)rho_ncdm[1]        18:(.)p_ncdm[1]          19:(.)rho_lambda         20:(.)rho_ur             21:(.)rho_crit           22:(.)rho_tot            23:(.)p_tot              24:(.)p_tot_prime        25:gr.fac. D             26:gr.fac. f          
       5.690655822472e+11       1.757266703864e-12       2.333816097150e-21       8.143906597979e-07       6.987619508909e+17       1.414354537728e+04       2.485398136608e-08       8.048604885174e+15       4.701889779075e-07       2.885548318521e+35       4.578616579045e+26       2.456418567710e+27       3.697840687709e+22       6.334645306189e-13       2.214370702984e+34       7.395681375418e+22       1.266929061238e-12       4.428741405969e+34       3.454201677129e-08       4.200659778415e+32       4.882682640128e+35       4.882682640128e+35       1.627560870328e+35      -7.994000300993e+41       5.837473087723e-05       1.934636515137e-01 
       5.651098135523e+11       1.769567570791e-12       2.366603879467e-21       8.200913725886e-07       6.890810512168e+17       1.414354537727e+04       2.502795923563e-08       7.992656291132e+15       4.734803007470e-07       2.806147329215e+35       4.483796202801e+26       2.405547626939e+27       3.621260646720e+22       6.334645306189e-13       2.153438358384e+34       7.242521293439e+22       1.266929061238e-12       4.306876716768e+34       3.454201677129e-08       4.085071160473e+32       4.748326951461e+35       4.748326951461e+35       1.582775640974e+35      -7.719991239683e+41       5.845350919383e-05       1.932029188806e-01 
       5.611815427530e+11       1.781954543787e-12       2.399852297336e-21       8.258321031462e-07       6.795342742128e+17       1.414354537726e+04       2.520315495028e-08       7.937096614824e+15       4.767946628463e-07       2.728931199218e+35       4.390939499120e+26       2.355730192542e+27       3.546266531997e+22       6.334645306189e-13       2.094182675515e+34       7.092533063994e+22       1.266929061238e-12       4.188365351031e+34       3.454201677129e-08       3.972663168744e+32       4.617668298299e+35       4.617668298299e+35       1.539222756784e+35      -7.455374342853e+41       5.853228751046e-05       1.929428880854e-01 
       5.572805787020e+11       1.794428225594e-12       2.433567822227e-21       8.316128514707e-07       6.701197616950e+17       1.414354537726e+04       2.537957703492e-08       7.881923152751e+15       4.801322254801e-07       2.653839808243e+35       4.300005801532e+26       2.306944447038e+27       3.472825499969e+22       6.334645306189e-13       2.036557518052e+34       6.945650999939e+22       1.266929061238e-12       4.073115036105e+34       3.454201677129e-08       3.863348282644e+32       4.490604950142e+35       4.490604950142e+35       1.496868307591e+35      -7.199827676795e+41       5.861106582711e-05       1.926835562983e-01 
       5.534067315809e+11       1.806989223173e-12       2.467757016527e-21       8.374354365515e-07       6.608356812237e+17       1.414354537725e+04       2.555723407416e-08       7.827133220206e+15       4.834931510523e-07       2.580814690320e+35       4.210955285746e+26       2.259169024775e+27       3.400905387234e+22       6.334645306189e-13       1.980518019191e+34       6.801810774469e+22       1.266929061238e-12       3.961036038382e+34       3.454201677129e-08       3.757041389876e+32       4.367037975784e+35       4.367037975784e+35       1.455679316327e+35      -6.953040342668e+41       5.868984414379e-05       1.924249207042e-01 
       5.495598128906e+11       1.819638147735e-12       2.502426534817e-21       8.432962204097e-07       6.516802257463e+17       1.414354537725e+04       2.573613471267e-08       7.772724151144e+15       4.868776031035e-07       2.509798988275e+35       4.123748952206e+26       2.212383002572e+27       3.330474696474e+22       6.334645306189e-13       1.926020546717e+34       6.660949392949e+22       1.266929061238e-12       3.852041093434e+34       3.454201677129e-08       3.653659720159e+32       4.246871166288e+35       4.246871166288e+35       1.415623713347e+35      -6.714712098262e+41       5.876862246049e-05       1.921669785036e-01 
       5.457396354425e+11       1.832375614770e-12       2.537583125168e-21       8.492006600136e-07       6.426516132458e+17       1.414354537724e+04       2.591628765565e-08       7.718693298054e+15       4.902857463189e-07       2.440737409459e+35       4.038348609017e+26       2.166565890552e+27       3.261502582663e+22       6.334645306189e-13       1.873022669034e+34       6.523005165325e+22       1.266929061238e-12       3.746045338069e+34       3.454201677129e-08       3.553122780783e+32       4.130010960075e+35       4.130010960075e+35       1.376670311457e+35      -6.484552992721e+41       5.884740077722e-05       1.919097269118e-01 
       5.419460133490e+11       1.845202244073e-12       2.573233630457e-21       8.551451173844e-07       6.337480863940e+17       1.414354537723e+04       2.609770166923e-08       7.665038031827e+15       4.937177465367e-07       2.373576182699e+35       3.954716855211e+26       2.121697623172e+27       3.193958839554e+22       6.334645306189e-13       1.821483122128e+34       6.387917679108e+22       1.266929061238e-12       3.642966244256e+34       3.454201677129e-08       3.455352293937e+32       4.016366370080e+35       4.016366370080e+35       1.338788781636e+35      -6.262283013785e+41       5.892617909397e-05       1.916531631589e-01 
       5.381787620149e+11       1.858118659782e-12       2.609384989693e-21       8.611295925220e-07       6.249679122091e+17       1.414354537723e+04       2.628038558090e-08       7.611755741632e+15       4.971737707559e-07       2.308263016433e+35       3.872817064374e+26       2.077758550434e+27       3.127813886456e+22       6.334645306189e-13       1.771361777435e+34       6.255627772912e+22       1.266929061238e-12       3.542723554871e+34       3.454201677129e-08       3.360272135766e+32       3.905848912911e+35       3.905848912911e+35       1.301949629420e+35      -6.047631747134e+41       5.900495741074e-05       1.913972844899e-01 
       5.344376981279e+11       1.871125490401e-12       2.646044239375e-21       8.671577234054e-07       6.163093817191e+17       1.414354537722e+04       2.646434827996e-08       7.558843834785e+15       5.006539871446e-07       2.244747057990e+35       3.792613368601e+26       2.034729429281e+27       3.063038755275e+22       6.334645306189e-13       1.722619610602e+34       6.126077510551e+22       1.266929061238e-12       3.445239221205e+34       3.454201677129e-08       3.267808277094e+32       3.798372539950e+35       3.798372539950e+35       1.266124171937e+35      -5.840338047393e+41       5.908373572754e-05       1.911420881645e-01 
       5.307226396503e+11       1.884223368833e-12       2.683218514854e-21       8.732276910450e-07       6.077708096282e+17       1.414354537722e+04       2.664959871791e-08       7.506299736625e+15       5.041585650480e-07       2.182978854006e+35       3.714070642790e+26       1.992591415165e+27       2.999605077829e+22       6.334645306189e-13       1.675218671100e+34       5.999210155659e+22       1.266929061238e-12       3.350437342199e+34       3.454201677129e-08       3.177888725792e+32       3.693853570362e+35       3.693853570362e+35       1.231284515574e+35      -5.640149720424e+41       5.916251404437e-05       1.908875714570e-01 
       5.270334058096e+11       1.897412932415e-12       2.720915051729e-21       8.793413144303e-07       5.993505339897e+17       1.414354537721e+04       2.683614590892e-08       7.454120890388e+15       5.076876749965e-07       2.122910311910e+35       3.637154489261e+26       1.951326053800e+27       2.937485073423e+22       6.334645306189e-13       1.629122052674e+34       5.874970146847e+22       1.266929061238e-12       3.258244105347e+34       3.454201677129e-08       3.090443470721e+32       3.592210625938e+35       3.592210625938e+35       1.197403534262e+35      -5.446823216510e+41       5.924129236122e-05       1.906337316560e-01 
       5.233698170899e+11       1.910694822943e-12       2.759141187250e-21       8.854967745719e-07       5.910469158819e+17       1.414354537720e+04       2.702399893028e-08       7.402304757085e+15       5.112414887146e-07       2.064494662486e+35       3.561831222686e+26       1.910915273076e+27       2.876651536685e+22       6.334645306189e-13       1.584293864613e+34       5.753303073370e+22       1.266929061238e-12       3.168587729226e+34       3.454201677129e-08       3.005404427226e+32       3.493364567735e+35       3.493364567735e+35       1.164454848355e+35      -5.260123334046e+41       5.932007067810e-05       1.903805660648e-01 
       5.197316952233e+11       1.924069686703e-12       2.797904361748e-21       8.916940714698e-07       5.828583390894e+17       1.414354537720e+04       2.721316692278e-08       7.350848815373e+15       5.148201791286e-07       2.007686423454e+35       3.488067855341e+26       1.871341375145e+27       2.817077825648e+22       6.334645306189e-13       1.540699203801e+34       5.634155651295e+22       1.266929061238e-12       3.081398407603e+34       3.454201677129e-08       2.922705384117e+32       3.397238434460e+35       3.397238434460e+35       1.132412804086e+35      -5.079822933396e+41       5.939884899501e-05       1.901280720008e-01 
       5.161188631810e+11       1.937538174510e-12       2.837212120083e-21       8.979368431028e-07       5.747832097883e+17       1.414354537719e+04       2.740365909123e-08       7.299750561439e+15       5.184239203755e-07       1.952441364061e+35       3.415832082658e+26       1.832587028672e+27       2.758737850084e+22       6.334645306189e-13       1.498304127545e+34       5.517475700168e+22       1.266929061238e-12       2.996608255091e+34       3.454201677129e-08       2.842281952128e+32       3.303757382546e+35       3.303757382546e+35       1.101252453601e+35      -4.905702660552e+41       5.947762731194e-05       1.898762467958e-01 
       5.125311451648e+11       1.951100941732e-12       2.877072113115e-21       9.042214514920e-07       5.668199562363e+17       1.414354537719e+04       2.759548470486e-08       7.249007508873e+15       5.220528878109e-07       1.898716470642e+35       3.345092269076e+26       1.794635261242e+27       2.701606060080e+22       6.334645306189e-13       1.457075627144e+34       5.403212120160e+22       1.266929061238e-12       2.914151254289e+34       3.454201677129e-08       2.764071513773e+32       3.212848627877e+35       3.212848627877e+35       1.070949535529e+35      -4.737550680267e+41       5.955640562890e-05       1.896250877955e-01 
       5.089683665986e+11       1.964758648324e-12       2.917492099187e-21       9.105515346164e-07       5.589670284664e+17       1.414354537718e+04       2.778865309778e-08       7.198617188550e+15       5.257072580183e-07       1.846469913129e+35       3.275817434189e+26       1.757469451930e+27       2.645657434844e+22       6.334645306189e-13       1.416981602191e+34       5.291314869689e+22       1.266929061238e-12       2.833963204381e+34       3.454201677129e-08       2.688013174602e+32       3.124441389126e+35       3.124441389126e+35       1.041480456092e+35      -4.575162418340e+41       5.963518394588e-05       1.893745923597e-01 
       5.054303541197e+11       1.978511958863e-12       2.958479945643e-21       9.169252734864e-07       5.512228979856e+17       1.414354537717e+04       2.798317366946e-08       7.148577148506e+15       5.293872088171e-07       1.795661012483e+35       3.207977239175e+26       1.721073324018e+27       2.590867471751e+22       6.334645306189e-13       1.377990835576e+34       5.181734943502e+22       1.266929061238e-12       2.755981671153e+34       3.454201677129e-08       2.614047715781e+32       3.038466832636e+35       3.038466832636e+35       1.012822270739e+35      -4.418340312722e+41       5.971396226289e-05       1.891247578622e-01 
       5.019169355706e+11       1.992361542575e-12       3.000043630353e-21       9.233444870915e-07       5.435860574770e+17       1.414354537717e+04       2.817905588513e-08       7.098884953826e+15       5.330929192713e-07       1.746250209021e+35       3.141541973512e+26       1.685430937872e+27       2.537212175609e+22       6.334645306189e-13       1.340072969188e+34       5.074424351218e+22       1.266929061238e-12       2.680145938376e+34       3.454201677129e-08       2.542117547989e+32       2.954858018834e+35       2.954858018834e+35       9.849526662793e+34      -4.266893573172e+41       5.979274057993e-05       1.888755816907e-01 
       4.984279399906e+11       2.006308073373e-12       3.042191243268e-21       9.298073564423e-07       5.360550205067e+17       1.414354537716e+04       2.837630927632e-08       7.049538186516e+15       5.368245696987e-07       1.698199031613e+35       3.076482541963e+26       1.650526683955e+27       2.484668048153e+22       6.334645306189e-13       1.303198480270e+34       4.969336096306e+22       1.266929061238e-12       2.606396960539e+34       3.454201677129e-08       2.472166666576e+32       2.873549850104e+35       2.873549850104e+35       9.578499435074e+34      -4.120637949131e+41       5.987151889700e-05       1.886270612464e-01 
       4.949631976073e+11       2.020352229887e-12       3.084930987996e-21       9.363157005282e-07       5.286283212343e+17       1.414354537715e+04       2.857494344124e-08       7.000534445395e+15       5.405823416789e-07       1.651470067734e+35       3.012770451837e+26       1.616345275997e+27       2.433212077752e+22       6.334645306189e-13       1.267338658436e+34       4.866424155505e+22       1.266929061238e-12       2.534677316872e+34       3.454201677129e-08       2.404140607960e+32       2.794479020110e+35       2.794479020110e+35       9.314930003114e+34      -3.979395505569e+41       5.995029721410e-05       1.883791939443e-01 
       4.915225398285e+11       2.034494695496e-12       3.128271183397e-21       9.428695193492e-07       5.213045141280e+17       1.414354537715e+04       2.877496804532e-08       6.951871345969e+15       5.443664180628e-07       1.606026934328e+35       2.950377800509e+26       1.582871744295e+27       2.382821729334e+22       6.334645306189e-13       1.232465583319e+34       4.765643458667e+22       1.266929061238e-12       2.464931166638e+34       3.454201677129e-08       2.337986407222e+32       2.717583964502e+35       2.717583964502e+35       9.058613152409e+34      -3.842994406505e+41       6.002907553122e-05       1.881319772132e-01 
       4.881057992338e+11       2.048736158365e-12       3.172220265202e-21       9.494706318947e-07       5.140821736824e+17       1.414354537714e+04       2.897639282162e-08       6.903546520323e+15       5.481769829814e-07       1.561834249486e+35       2.889277263201e+26       1.550091429160e+27       2.333474934511e+22       6.334645306189e-13       1.198552102830e+34       4.666949869022e+22       1.266929061238e-12       2.397104205660e+34       3.454201677129e-08       2.273652556867e+32       2.642804812980e+35       2.642804812980e+35       8.809349315301e+34      -3.711268705954e+41       6.010785384837e-05       1.878854084949e-01 
       4.847128095668e+11       2.063077311474e-12       3.216786787656e-21       9.561172191752e-07       5.069598941421e+17       1.414354537713e+04       2.917922757136e-08       6.855557617000e+15       5.520142218542e-07       1.518857604894e+35       2.829442081015e+26       1.517989974499e+27       2.285150081922e+22       6.334645306189e-13       1.165571812017e+34       4.570300163843e+22       1.266929061238e-12       2.331143624034e+34       3.454201677129e-08       2.211088966719e+32       2.570083342685e+35       2.570083342685e+35       8.566944415586e+34      -3.584058146034e+41       6.018663216555e-05       1.876394852449e-01 
       4.813434057267e+11       2.077518852654e-12       3.261979425183e-21       9.628092811909e-07       4.999362892270e+17       1.414354537713e+04       2.938348216435e-08       6.807902300890e+15       5.558783213991e-07       1.477063539042e+35       2.770846049211e+26       1.486553321520e+27       2.237826007761e+22       6.334645306189e-13       1.133499032509e+34       4.475652015521e+22       1.266929061238e-12       2.266998065018e+34       3.454201677129e-08       2.150246924923e+32       2.499362932861e+35       2.499362932861e+35       8.331209717416e+34      -3.461207961996e+41       6.026541048276e-05       1.873942049321e-01 
       4.779974237603e+11       2.092061484623e-12       3.307806974074e-21       9.695486369310e-07       4.930099918636e+17       1.414354537712e+04       2.958916653949e-08       6.760578253114e+15       5.597694696406e-07       1.436419511176e+35       2.713463505736e+26       1.455767702585e+27       2.191481986513e+22       6.334645306189e-13       1.102308792519e+34       4.382963973026e+22       1.266929061238e-12       2.204617585037e+34       3.454201677129e-08       2.091079060017e+32       2.430588520774e+35       2.430588520774e+35       8.101961678342e+34      -3.342568693938e+41       6.034418880000e-05       1.871495650384e-01 
       4.746747008543e+11       2.106705915016e-12       3.354278354197e-21       9.763352863956e-07       4.861796539179e+17       1.414354537711e+04       2.979629070526e-08       6.713583170914e+15       5.636878559197e-07       1.396893875957e+35       2.657269319983e+26       1.425619635172e+27       2.146097721876e+22       6.334645306189e-13       1.071976807404e+34       4.292195443753e+22       1.266929061238e-12       2.143953614807e+34       3.454201677129e-08       2.033539304049e+32       2.363706558837e+35       2.363706558837e+35       7.879021806413e+34      -3.227996004970e+41       6.042296711727e-05       1.869055630588e-01 
       4.713750753269e+11       2.121452856421e-12       3.401402610739e-21       9.831710485741e-07       4.794439459336e+17       1.414354537711e+04       3.000486474018e-08       6.666914767538e+15       5.676336709027e-07       1.358455858823e+35       2.602238881781e+26       1.396095915976e+27       2.101653337873e+22       6.334645306189e-13       1.042479460756e+34       4.203306675745e+22       1.266929061238e-12       2.084958921512e+34       3.454201677129e-08       1.977582856709e+32       2.298664972924e+35       2.298664972924e+35       7.662216521201e+34      -3.117350505617e+41       6.050174543457e-05       1.866621965016e-01 
       4.680983866205e+11       2.136303026416e-12       3.449188915960e-21       9.900522854878e-07       4.728015568731e+17       1.414354537710e+04       3.021489879335e-08       6.620570772129e+15       5.716071065904e-07       1.321075532032e+35       2.548348090625e+26       1.367183615122e+27       2.058129370143e+22       6.334645306189e-13       1.013793786015e+34       4.116258740287e+22       1.266929061238e-12       2.027587572029e+34       3.454201677129e-08       1.923166150446e+32       2.235413121816e+35       2.235413121816e+35       7.451377018653e+34      -3.010497584232e+41       6.058052375190e-05       1.864194628879e-01 
       4.648444752934e+11       2.151257147601e-12       3.497646570982e-21       9.969826351153e-07       4.662511938624e+17       1.414354537709e+04       3.042640308489e-08       6.574548929618e+15       5.756083563278e-07       1.284723791353e+35       2.495573345113e+26       1.338870070509e+27       2.015506757425e+22       6.334645306189e-13       9.858974485856e+33       4.031013514849e+22       1.266929061238e-12       1.971794897171e+34       3.454201677129e-08       1.870246816549e+32       2.173901757781e+35       2.173901757781e+35       7.246339139657e+34      -2.907307243230e+41       6.065930206925e-05       1.861773597516e-01 
       4.616131830123e+11       2.166315947634e-12       3.546785007598e-21       1.003962097457e-06       4.597915819396e+17       1.414354537709e+04       3.063938790647e-08       6.528847000610e+15       5.796376148133e-07       1.249372333413e+35       2.443891532617e+26       1.311142882255e+27       1.973766833200e+22       6.334645306189e-13       9.587687284498e+33       3.947533666401e+22       1.266929061238e-12       1.917537456900e+34       3.454201677129e-08       1.818783652156e+32       2.114082988225e+35       2.114082988225e+35       7.046943242233e+34      -2.807653940933e+41       6.073808038664e-05       1.859358846395e-01 
       4.584043525444e+11       2.181480159268e-12       3.596613790108e-21       1.010988853523e-06       4.534214638063e+17       1.414354537708e+04       3.085386362181e-08       6.483462761277e+15       5.836950781080e-07       1.214993633653e+35       2.393280019157e+26       1.283989907277e+27       1.932891317526e+22       6.334645306189e-13       9.323865032535e+33       3.865782635053e+22       1.266929061238e-12       1.864773006507e+34       3.454201677129e-08       1.768736588176e+32       2.055910238403e+35       2.055910238403e+35       6.853034077232e+34      -2.711416438835e+41       6.081685870406e-05       1.856950351111e-01 
       4.552178277501e+11       2.196750520383e-12       3.647142617183e-21       1.018066541292e-06       4.471395995835e+17       1.414354537707e+04       3.106984066715e-08       6.438394003250e+15       5.877809436457e-07       1.181560924905e+35       2.343716639486e+26       1.257399253965e+27       1.892862309025e+22       6.334645306189e-13       9.067302318619e+33       3.785724618050e+22       1.266929061238e-12       1.813460463724e+34       3.454201677129e-08       1.720066658090e+32       1.999338215157e+35       1.999338215157e+35       6.664460667463e+34      -2.618477654103e+41       6.089563702151e-05       1.854548087386e-01 
       4.520534535751e+11       2.212127774026e-12       3.698381323748e-21       1.025193341775e-06       4.409447665695e+17       1.414354537706e+04       3.128732955180e-08       6.393638533512e+15       5.918954102420e-07       1.149048176545e+35       2.295179687389e+26       1.231359276978e+27       1.853662277046e+22       6.334645306189e-13       8.817799383662e+33       3.707324554092e+22       1.266929061238e-12       1.763559876732e+34       3.454201677129e-08       1.672735967612e+32       1.944322871651e+35       1.944322871651e+35       6.481076190139e+34      -2.528724517132e+41       6.097441533899e-05       1.852152031066e-01 
       4.489110760427e+11       2.227612668444e-12       3.750339882900e-21       1.032369254972e-06       4.348357590028e+17       1.414354537706e+04       3.150634085865e-08       6.349194174288e+15       5.960386781043e-07       1.117430074227e+35       2.247647906174e+26       1.205858572143e+27       1.815274053987e+22       6.334645306189e-13       8.575161965301e+33       3.630548107973e+22       1.266929061238e-12       1.715032393060e+34       3.454201677129e-08       1.626707665184e+32       1.890821373075e+35       1.890821373075e+35       6.302737862564e+34      -2.442047833987e+41       6.105319365650e-05       1.849762158123e-01 
       4.457905422469e+11       2.243205957124e-12       3.803028407849e-21       1.039596099872e-06       4.288113878267e+17       1.414354537705e+04       3.172688524465e-08       6.305058762944e+15       6.002109488416e-07       1.086682000177e+35       2.201100479359e+26       1.180885971461e+27       1.777680827777e+22       6.334645306189e-13       8.339201146649e+33       3.555361655553e+22       1.266929061238e-12       1.667840229330e+34       3.454201677129e-08       1.581945913285e+32       1.838792063298e+35       1.838792063298e+35       6.129306830961e+34      -2.358342153556e+41       6.113197197405e-05       1.847378444652e-01 
       4.426917003445e+11       2.258908398824e-12       3.856457153883e-21       1.046873876476e-06       4.228704804581e+17       1.414354537704e+04       3.194897344135e-08       6.261230151877e+15       6.044124254739e-07       1.056780014020e+35       2.155517021561e+26       1.156430538213e+27       1.740866134513e+22       6.334645306189e-13       8.109733209199e+33       3.481732269025e+22       1.266929061238e-12       1.621946641840e+34       3.454201677129e-08       1.538415860526e+32       1.788194432428e+35       1.788194432428e+35       5.960648062362e+34      -2.277505639257e+41       6.121075029162e-05       1.845000866871e-01 
       4.396143995476e+11       2.274720757616e-12       3.910636520369e-21       1.054200765793e-06       4.170118805594e+17       1.414354537704e+04       3.217261625542e-08       6.217706208414e+15       6.086433124425e-07       1.027700834145e+35       2.110877569566e+26       1.132481562176e+27       1.704813851249e+22       6.334645306189e-13       7.886579489789e+33       3.409627702497e+22       1.266929061238e-12       1.577315897958e+34       3.454201677129e-08       1.496083614518e+32       1.738989085277e+35       1.738989085277e+35       5.796630239470e+34      -2.199439945143e+41       6.128952860923e-05       1.842629401120e-01 
       4.365584901167e+11       2.290643802919e-12       3.965577052772e-21       1.061580405803e-06       4.112344478132e+17       1.414354537703e+04       3.239782456920e-08       6.174484814707e+15       6.129038156197e-07       9.994218195755e+34       2.067162573585e+26       1.109028554928e+27       1.669508188935e+22       6.334645306189e-13       7.669566241490e+33       3.339016377871e+22       1.266929061238e-12       1.533913248298e+34       3.454201677129e-08       1.454916215478e+32       1.691137710683e+35       1.691137710683e+35       5.637125658417e+34      -2.124050096259e+41       6.136830692687e-05       1.840264023862e-01 
       4.335238233532e+11       2.306678309540e-12       4.021289444715e-21       1.069010977517e-06       4.055370577007e+17       1.414354537702e+04       3.262460934117e-08       6.131563867630e+15       6.171941423190e-07       9.719209523405e+34       2.024352888694e+26       1.086061245255e+27       1.634933685505e+22       6.334645306189e-13       7.458524498328e+33       3.269867371010e+22       1.266929061238e-12       1.491704899666e+34       3.454201677129e-08       1.414881610573e+32       1.644603051686e+35       1.644603051686e+35       5.482010129335e+34      -2.051244373087e+41       6.144708524454e-05       1.837904711680e-01 
       4.305102515920e+11       2.322825057707e-12       4.077784540050e-21       1.076494299923e-06       3.999186012823e+17       1.414354537701e+04       3.285298160654e-08       6.088941278675e+15       6.215145013051e-07       9.451768203337e+34       1.982429766449e+26       1.063569574655e+27       1.601075199101e+22       6.334645306189e-13       7.253289943728e+33       3.202150398201e+22       1.266929061238e-12       1.450657988746e+34       3.454201677129e-08       1.375948628960e+32       1.599348876516e+35       1.599348876516e+35       5.331162879660e+34      -1.980934199967e+41       6.152586356225e-05       1.835551441276e-01 
       4.275176281946e+11       2.339084833111e-12       4.135073334977e-21       1.084030373022e-06       3.943779849823e+17       1.414354537701e+04       3.308295247777e-08       6.046614973855e+15       6.258651028039e-07       9.191686006405e+34       1.941374846674e+26       1.041543692931e+27       1.567917901442e+22       6.334645306189e-13       7.053702782579e+33       3.135835802885e+22       1.266929061238e-12       1.410740556516e+34       3.454201677129e-08       1.338086957515e+32       1.555339950387e+35       1.555339950387e+35       5.184466460100e+34      -1.913034037331e+41       6.160464187999e-05       1.833204189472e-01 
       4.245458075418e+11       2.355458426943e-12       4.193166980184e-21       1.091619196814e-06       3.889141303755e+17       1.414354537700e+04       3.331453314510e-08       6.004582893596e+15       6.302461585131e-07       8.938760433262e+34       1.901170149422e+26       1.019973953877e+27       1.535447271337e+22       6.334645306189e-13       6.859607616815e+33       3.070894542673e+22       1.266929061238e-12       1.371921523363e+34       3.454201677129e-08       1.301267117237e+32       1.512542008058e+35       1.512542008058e+35       5.041806653189e+34      -1.847461277638e+41       6.168342019776e-05       1.830862933208e-01 
       4.215946450265e+11       2.371946635932e-12       4.252076783010e-21       1.099258952308e-06       3.835259739779e+17       1.414354537699e+04       3.354773487710e-08       5.962842992643e+15       6.346578816121e-07       8.692794556686e+34       1.861798067100e+26       9.988509110549e+26       1.503649088314e+22       6.334645306189e-13       6.670853324423e+33       3.007298176628e+22       1.266929061238e-12       1.334170664885e+34       3.454201677129e-08       1.265460440289e+32       1.470921727157e+35       1.470921727157e+35       4.903072384357e+34      -1.784136144871e+41       6.176219851557e-05       1.828527649543e-01 
       4.186639970472e+11       2.388550262384e-12       4.311814209654e-21       1.106955096475e-06       3.782124670392e+17       1.414354537698e+04       3.378256902123e-08       5.921393239960e+15       6.391004867726e-07       8.453596868260e+34       1.823241356756e+26       9.781653136561e+26       1.472509426403e+22       6.334645306189e-13       6.487292941784e+33       2.945018852805e+22       1.266929061238e-12       1.297458588357e+34       3.454201677129e-08       1.230639047681e+32       1.430446702239e+35       1.430446702239e+35       4.768155635447e+34      -1.722981597486e+41       6.184097683341e-05       1.826198315651e-01 
       4.157537210001e+11       2.405270114221e-12       4.372390887404e-21       1.114703991334e-06       3.729725753390e+17       1.414354537698e+04       3.401904700436e-08       5.880231618625e+15       6.435741901691e-07       8.220981129261e+34       1.785483132531e+26       9.579081024508e+26       1.442014648029e+22       6.334645306189e-13       6.308783549241e+33       2.884029296059e+22       1.266929061238e-12       1.261756709848e+34       3.454201677129e-08       1.196775827566e+32       1.391085419550e+35       1.391085419550e+35       4.636951360618e+34      -1.663923234675e+41       6.191975515128e-05       1.823874908823e-01 
       4.128636752731e+11       2.422107005020e-12       4.433818606897e-21       1.122505636886e-06       3.678052789851e+17       1.414354537697e+04       3.425718033338e-08       5.839356125741e+15       6.480792094893e-07       7.994766225654e+34       1.748506858261e+26       9.380704058204e+26       1.412151398047e+22       6.334645306189e-13       6.135186159826e+33       2.824302796093e+22       1.266929061238e-12       1.227037231965e+34       3.454201677129e-08       1.163844414123e+32       1.352807232493e+35       1.352807232493e+35       4.509357404546e+34      -1.606889205858e+41       6.199853346919e-05       1.821557406465e-01 
       4.099937192384e+11       2.439061754056e-12       4.496109324420e-21       1.130363671109e-06       3.627095722156e+17       1.414354537696e+04       3.449698059570e-08       5.798764772331e+15       6.526157639445e-07       7.774776027081e+34       1.712296340236e+26       9.186435358723e+26       1.382906597884e+22       6.334645306189e-13       5.966365611046e+33       2.765813195767e+22       1.266929061238e-12       1.193273122209e+34       3.454201677129e-08       1.131819167037e+32       1.315582337768e+35       1.315582337768e+35       4.385274422897e+34      -1.551810123265e+41       6.207731178714e-05       1.819245786099e-01 
       4.071437132457e+11       2.456135186334e-12       4.559275164231e-21       1.138276275015e-06       3.576844632025e+17       1.414354537695e+04       3.473845945985e-08       5.758455583245e+15       6.571840742807e-07       7.560839249721e+34       1.676835720108e+26       8.996189846347e+26       1.354267439820e+22       6.334645306189e-13       5.802190459642e+33       2.708534879639e+22       1.266929061238e-12       1.160438091928e+34       3.454201677129e-08       1.100675151530e+32       1.279381752164e+35       1.279381752164e+35       4.264605804971e+34      -1.498618977518e+41       6.215609010512e-05       1.816940025360e-01 
       4.043135186153e+11       2.473328132639e-12       4.623328420925e-21       1.146243448602e-06       3.527289738591e+17       1.414354537694e+04       3.498162867605e-08       5.718426597062e+15       6.617843627892e-07       7.352789322934e+34       1.642109467945e+26       8.809884203306e+26       1.326221381373e+22       6.334645306189e-13       5.642532879251e+33       2.652442762747e+22       1.266929061238e-12       1.128506575850e+34       3.454201677129e-08       1.070388118950e+32       1.244177289997e+35       1.244177289997e+35       4.147257598483e+34      -1.447251056110e+41       6.223486842313e-05       1.814640101996e-01 
       4.015029976318e+11       2.490641429568e-12       4.688281561819e-21       1.154267010861e-06       3.478421396495e+17       1.414354537694e+04       3.522650007677e-08       5.678675865996e+15       6.664168533170e-07       7.150464259565e+34       1.608102375432e+26       8.627436837295e+26       1.298756139811e+22       6.334645306189e-13       5.487268560880e+33       2.597512279622e+22       1.266929061238e-12       1.097453712176e+34       3.454201677129e-08       1.040934487888e+32       1.209941541159e+35       1.209941541159e+35       4.033138436412e+34      -1.397643864674e+41       6.231364674118e-05       1.812345993868e-01 
