# Matter power spectrum P(k) at redshift z=0
# for k=1.04916e-05 to 1.70194 h/Mpc,
# number of wavenumbers equal to 680
#    1:k (h/Mpc)              2:P (Mpc/h)^3        
       1.049155130664e-05       4.762281263207e+01 
       2.341607566857e-05       1.033596063131e+02 
       3.638637585967e-05       1.581633207505e+02 
       4.943758668571e-05       2.126082169196e+02 
       6.260542813711e-05       2.670241889741e+02 
       7.592652604428e-05       3.216604545148e+02 
       8.943874305433e-05       3.767311667020e+02 
       1.031815243589e-04       4.324347644738e+02 
       1.171962626357e-04       4.889629351295e+02 
       1.315266867017e-04       5.465078323459e+02 
       1.462192783786e-04       6.052644255523e+02 
       1.484340210776e-04       6.141015900546e+02 
       1.613237220090e-04       6.654357332776e+02 
       1.632774231854e-04       6.732021968459e+02 
       1.768933908726e-04       7.272334448129e+02 
       1.796051655039e-04       7.379744679851e+02 
       1.929858743629e-04       7.908824154226e+02 
       1.959329078225e-04       8.025152757818e+02 
       2.096635490963e-04       8.566221100021e+02 
       2.152293305626e-04       8.785132629787e+02 
       2.269941959964e-04       9.247095926221e+02 
       2.360100935134e-04       9.600437561705e+02 
       2.450516636563e-04       9.954212033824e+02 
       2.597595368859e-04       1.052849594829e+03 
       2.639165756936e-04       1.069055520489e+03 
       2.836770761025e-04       1.145936347383e+03 
       2.849933204691e-04       1.151048413776e+03 
       3.044296014206e-04       1.226413697665e+03 
       3.131957844738e-04       1.260330692031e+03 
       3.262796614798e-04       1.310868975874e+03 
       3.443669289001e-04       1.380571377359e+03 
       3.493426011813e-04       1.399713742971e+03 
       3.737443037302e-04       1.493393050343e+03 
       3.770224135372e-04       1.505953251653e+03 
       3.996217808550e-04       1.592387200654e+03 
       4.141309188066e-04       1.647737827331e+03 
       4.271235777485e-04       1.697210601796e+03 
       4.556924447083e-04       1.805692585981e+03 
       4.564099004148e-04       1.808411345333e+03 
       4.876523522643e-04       1.926568646550e+03 
       5.002226510316e-04       1.973973975473e+03 
       5.210331479133e-04       2.052287767323e+03 
       5.477215377765e-04       2.152418061055e+03 
       5.567436596034e-04       2.186191547461e+03 
       5.949821516801e-04       2.328910638177e+03 
       6.026421255752e-04       2.357418614165e+03 
       6.359505788760e-04       2.481069191977e+03 
       6.605313937955e-04       2.571995792334e+03 
       6.798503729167e-04       2.643266027728e+03 
       7.258423630696e-04       2.812260787722e+03 
       7.268772255436e-04       2.816052983979e+03 
       7.772149955809e-04       2.999912128545e+03 
       7.970906931869e-04       3.072199229058e+03 
       8.310290151795e-04       3.195228603422e+03 
       8.742763841472e-04       3.351270180183e+03 
       8.884592257710e-04       3.402265504097e+03 
       9.496137056146e-04       3.621141336442e+03 
       9.603681163723e-04       3.659463519454e+03 
       1.014563219880e-03       3.851815397435e+03 
       1.053881549651e-03       3.990564540718e+03 
       1.083337397474e-03       4.094071197643e+03 
       1.155923001390e-03       4.347523825201e+03 
       1.157785364406e-03       4.353997042428e+03 
       1.232264525235e-03       4.611624769180e+03 
       1.270595220425e-03       4.743276728385e+03 
       1.312267061426e-03       4.885681043666e+03 
       1.395279798130e-03       5.167096807658e+03 
       1.395801108069e-03       5.168854054341e+03 
       1.482708771332e-03       5.460244010231e+03 
       1.528870417100e-03       5.613691501486e+03 
       1.572810716529e-03       5.758901061056e+03 
       1.665913230912e-03       6.063826945602e+03 
       1.677304438177e-03       6.100880085731e+03 
       1.761814862352e-03       6.374025498952e+03 
       1.840581861363e-03       6.625850937886e+03 
       1.860312252253e-03       6.688515408193e+03 
       1.961204947819e-03       7.006361678622e+03 
       2.033546088764e-03       7.231601597093e+03 
       2.064299127099e-03       7.326681968485e+03 
       2.169410282683e-03       7.648657341317e+03 
       2.226510316164e-03       7.821626043392e+03 
       2.276364981881e-03       7.971534996883e+03 
       2.385001857090e-03       8.294632417112e+03 
       2.449161347781e-03       8.483166769737e+03 
       2.495171988317e-03       8.617332362164e+03 
       2.606738830035e-03       8.939091751104e+03 
       2.686655781505e-03       9.166485397471e+03 
       2.719577814771e-03       9.259418327211e+03 
       2.833575742293e-03       9.577889712654e+03 
       2.938993617337e-03       9.867840685390e+03 
       2.948630039727e-03       9.894128814057e+03 
       3.064647956846e-03       1.020781119087e+04 
       3.181545742934e-03       1.051864685987e+04 
       3.235861659492e-03       1.066131129969e+04 
       3.299247837325e-03       1.082639509896e+04 
       3.417686094650e-03       1.113084298786e+04 
       3.536799057579e-03       1.143181110815e+04 
       3.547573103755e-03       1.145877887358e+04 
       3.656531283829e-03       1.172914324898e+04 
       3.776832730042e-03       1.202271070434e+04 
       3.888971352234e-03       1.229174524642e+04 
       3.897658192249e-03       1.231240199272e+04 
       4.018966800836e-03       1.259812876863e+04 
       4.140721566792e-03       1.287981678119e+04 
       4.262888975424e-03       1.315740512295e+04 
       4.274899807036e-03       1.318442707089e+04 
       4.385438623489e-03       1.343084857968e+04 
       4.508342895668e-03       1.370011292533e+04 
       4.631576676454e-03       1.396516740645e+04 
       4.690515066053e-03       1.409021166418e+04 
       4.755117093751e-03       1.422600170673e+04 
       4.878943290768e-03       1.448260233508e+04 
       5.003036223070e-03       1.473496961301e+04 
       5.127378477978e-03       1.498310304366e+04 
       5.150660531394e-03       1.502903852622e+04 
       5.251954113757e-03       1.522701454923e+04 
       5.376748516348e-03       1.546671530089e+04 
       5.501748271625e-03       1.570221867415e+04 
       5.626941051374e-03       1.593355466152e+04 
       5.655336203058e-03       1.598539822035e+04 
       5.752315511450e-03       1.616073551517e+04 
       5.877861200679e-03       1.638379287521e+04 
       6.003568479314e-03       1.660275540606e+04 
       6.129428445926e-03       1.681765084652e+04 
       6.204542081045e-03       1.694386114724e+04 
       6.255432871804e-03       1.702851376221e+04 
       6.381574142006e-03       1.723537800788e+04 
       6.507845202333e-03       1.743827349798e+04 
       6.634239511556e-03       1.763724125387e+04 
       6.760750998340e-03       1.783232156011e+04 
       6.813121567463e-03       1.791189674598e+04 
       6.887374022342e-03       1.802354415500e+04 
       7.014103339039e-03       1.821094875292e+04 
       7.140934067892e-03       1.839457917013e+04 
       7.267861663492e-03       1.857446079361e+04 
       7.394881889379e-03       1.875064359707e+04 
       7.481074662313e-03       1.886804540081e+04 
       7.521990794253e-03       1.892317396161e+04 
       7.649184690340e-03       1.909207283262e+04 
