# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 3000, i.e. number of multipoles equal to 2999
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
    2       1.374838795662e-10       4.142493603846e-15       3.538570497037e-13       0.000000000000e+00       8.172947811136e-09       4.434431109090e-10      -1.837614132323e-12 
    3       1.302553988514e-10       5.310216272539e-15       3.965968713692e-13       0.000000000000e+00       5.019164045974e-09       3.149635035679e-10      -1.392227314982e-12 
    4       1.233761827793e-10       4.596804532380e-15       3.706363044197e-13       0.000000000000e+00       3.491157275519e-09       2.386004377643e-10      -9.117029183630e-13 
    5       1.182159082444e-10       3.069743367858e-15       3.156548928816e-13       0.000000000000e+00       2.605384432390e-09       1.885252038139e-10      -5.071096878261e-13 
    6       1.146755645458e-10       1.717560122464e-15       2.543295152321e-13       0.000000000000e+00       2.034364788955e-09       1.534590155273e-10      -2.088899653966e-13 
    7       1.123633882478e-10       9.276269387364e-16       1.998455961314e-13       0.000000000000e+00       1.640250137304e-09       1.277193933204e-10      -1.847822695071e-14 
    8       1.110147827321e-10       5.972941992680e-16       1.579234979634e-13       0.000000000000e+00       1.354242168442e-09       1.082037737343e-10       7.891248015883e-14 
    9       1.103927306015e-10       4.786261157411e-16       1.297865768765e-13       0.000000000000e+00       1.138897779062e-09       9.308338437283e-11       1.064428366208e-13 
   10       1.102616243579e-10       4.075487003056e-16       1.141071733874e-13       0.000000000000e+00       9.723859967445e-10       8.112289476197e-11       8.983709626566e-14 
   11       1.105758587868e-10       3.420938679608e-16       1.082702088901e-13       0.000000000000e+00       8.202631622694e-10       7.178203834488e-11       5.313653669449e-14 
   12       1.111768576654e-10       2.974514188933e-16       1.092684963405e-13       0.000000000000e+00       7.164242524842e-10       6.352439616782e-11       1.380181688560e-14 
   13       1.120166705352e-10       2.847847610988e-16       1.144645752363e-13       0.000000000000e+00       6.312186039451e-10       5.682778361095e-11      -1.620007944258e-14 
   14       1.130613898039e-10       2.965728527336e-16       1.218766691848e-13       0.000000000000e+00       5.603590033487e-10       5.101335171553e-11      -3.262843002672e-14 
   15       1.142875400123e-10       3.213912356511e-16       1.301598363936e-13       0.000000000000e+00       5.007367359649e-10       4.611026263534e-11      -3.569439711187e-14 
   16       1.156153337695e-10       3.567654643950e-16       1.386763730880e-13       0.000000000000e+00       4.500626683703e-10       4.187365014435e-11      -2.926026385111e-14 
   17       1.170820966626e-10       4.078032389176e-16       1.472469704916e-13       0.000000000000e+00       4.066082647071e-10       3.816971928972e-11      -1.844523699979e-14 
   18       1.186233038431e-10       4.795372205825e-16       1.559620830697e-13       0.000000000000e+00       3.689050118727e-10       3.494957654408e-11      -8.091198768012e-15 
   19       1.202509643509e-10       5.722359858319e-16       1.649946547774e-13       0.000000000000e+00       3.363502855977e-10       3.216353058994e-11      -8.004690517053e-16 
   20       1.219598843608e-10       6.839688680985e-16       1.745037252935e-13       0.000000000000e+00       3.076862696606e-10       2.968581683056e-11       1.699943501038e-15 
   21       1.237481956134e-10       8.141814690573e-16       1.844836663032e-13       0.000000000000e+00       2.824604992327e-10       2.746877797295e-11      -3.162357770629e-17 
   22       1.255853495779e-10       9.624900067278e-16       1.947932118431e-13       0.000000000000e+00       2.600672076409e-10       2.545903731316e-11      -4.254527044590e-15 
   23       1.274796440620e-10       1.129128137524e-15       2.050805573042e-13       0.000000000000e+00       2.401971737682e-10       2.365539075357e-11      -9.224595355170e-15 
