# Table of selected background quantities
# All densities are multiplied by (8piG/3) (below, shortcut notation (.) for this factor) 
# Densities are in units [Mpc^-2] while all distances are in [Mpc]. 
#    1:z                      2:a                      3:proper time [Gyr]      4:conf. time [Mpc]       5:H [1/Mpc]              6:comov. dist.           7:ang.diam.dist.         8:lum. dist.             9:comov.snd.hrz.        10:(.)rho_g              11:(.)rho_b              12:(.)rho_cdm            13:(.)number_ncdm[0]     14:(.)rho_ncdm[0]        15:(.)p_ncdm[0]          16:(.)number_ncdm[1]     17:(.)rho_ncdm[1]        18:(.)p_ncdm[1]          19:(.)number_ncdm[2]     20:(.)rho_ncdm[2]        21:(.)p_ncdm[2]          22:(.)rho_lambda         23:(.)rho_ur             24:(.)rho_crit           25:(.)rho_tot            26:(.)p_tot              27:(.)p_tot_prime        28:gr.fac. D             29:gr.fac. f          
       1.379209890170e+13       7.250528053249e-14       3.973109603510e-24       3.360219125170e-08       4.104547949216e+20       1.414308953670e+04       1.025448674454e-09       1.950628896658e+17       1.940011936149e-08       9.956358433041e+40       6.518360949444e+30       3.497087513405e+31       5.264441763118e+26       6.334645306189e-13       7.640512647468e+39       5.264441763118e+26       6.334645306189e-13       7.640512647468e+39       5.264441763118e+26       6.334645306189e-13       7.640512647468e+39       3.454055557132e-08       1.449404750588e+38       1.684731386742e+41       1.684731386742e+41       5.615771287756e+40      -6.685045600877e+48       2.237804738024e-05       5.047766253224e-01 
       1.369622532443e+13       7.301281749622e-14       4.028927820327e-24       3.383684088476e-08       4.047682063904e+20       1.414308953670e+04       1.032626815176e-09       1.937069410783e+17       1.953592019701e-08       9.682391539338e+40       6.383369642126e+30       3.424664949067e+31       5.155418362694e+26       6.334645306189e-13       7.430270365573e+39       5.155418362694e+26       6.334645306189e-13       7.430270365573e+39       5.155418362694e+26       6.334645306189e-13       7.430270365573e+39       3.454055557132e-08       1.409521803434e+38       1.638373009045e+41       1.638373009045e+41       5.461243362129e+40      -6.455903368958e+48       2.245684332174e-05       5.030054792704e-01 
       1.360101819705e+13       7.352390721869e-14       4.085530227273e-24       3.407330950722e-08       3.991604019044e+20       1.414308953670e+04       1.039855202882e-09       1.923604181512e+17       1.967267163838e-08       9.415963331526e+40       6.251173923023e+30       3.353742212173e+31       5.048652770860e+26       6.334645306189e-13       7.225813273644e+39       5.048652770860e+26       6.334645306189e-13       7.225813273644e+39       5.048652770860e+26       6.334645306189e-13       7.225813273644e+39       3.454055557132e-08       1.370736306438e+38       1.593290264485e+41       1.593290264485e+41       5.310967546957e+40      -6.234615408436e+48       2.253563926324e-05       5.012467188551e-01 
       1.350647288685e+13       7.403857456922e-14       4.142927841433e-24       3.431341610849e-08       3.936302899611e+20       1.414308953670e+04       1.047134189302e-09       1.910232553637e+17       1.981038033984e-08       9.156866369268e+40       6.121715897197e+30       3.284288242204e+31       4.944098229770e+26       6.334645306189e-13       7.026982181898e+39       4.944098229770e+26       6.334645306189e-13       7.026982181898e+39       4.944098229770e+26       6.334645306189e-13       7.026982181898e+39       3.454055557132e-08       1.333018061310e+38       1.549448051749e+41       1.549448051749e+41       5.164826837863e+40      -6.020912499715e+48       2.261443520474e-05       4.995002146099e-01 
       1.341258479329e+13       7.455684459121e-14       4.201131834675e-24       3.455352270976e-08       3.881767941800e+20       1.414308953670e+04       1.054464128627e-09       1.896953876501e+17       1.994905300220e-08       8.904898920314e+40       5.994938868677e+30       3.216272621887e+31       4.841708949900e+26       6.334645306189e-13       6.833622280943e+39       4.841708949900e+26       6.334645306189e-13       6.833622280943e+39       4.841708949900e+26       6.334645306189e-13       6.833622280943e+39       3.454055557132e-08       1.296337700718e+38       1.506812235399e+41       1.506812235399e+41       5.022707450057e+40      -5.814534651194e+48       2.269323114624e-05       4.977658388665e-01 
       1.331934934786e+13       7.507874250335e-14       4.260153535818e-24       3.479544830043e-08       3.827988530932e+20       1.414308953670e+04       1.061845377527e-09       1.883767503973e+17       2.008869637321e-08       8.659864803439e+40       5.870787315633e+30       3.149665563873e+31       4.741440090003e+26       6.334645306189e-13       6.645583021244e+39       4.741440090003e+26       6.334645306189e-13       6.645583021244e+39       4.741440090003e+26       6.334645306189e-13       6.645583021244e+39       3.454055557132e-08       1.260666665425e+38       1.465349619295e+41       1.465349619295e+41       4.884498729738e+40      -5.615230782965e+48       2.277202708774e-05       4.960434657234e-01 
       1.322676201376e+13       7.560429370087e-14       4.320004432840e-24       3.503737389110e-08       3.774954199389e+20       1.414308953670e+04       1.069278295170e-09       1.870672794412e+17       2.022931724781e-08       8.421573235690e+40       5.749206866058e+30       3.084437897688e+31       4.643247737464e+26       6.334645306189e-13       6.462717995902e+39       4.643247737464e+26       6.334645306189e-13       6.462717995902e+39       4.643247737464e+26       6.334645306189e-13       6.462717995902e+39       3.454055557132e-08       1.225977182052e+38       1.425027920748e+41       1.425027920748e+41       4.750093067941e+40      -5.422758421343e+48       2.285082302924e-05       4.943329710158e-01 
       1.313481828576e+13       7.613352375678e-14       4.380696175115e-24       3.528293746058e-08       3.722654624571e+20       1.414308953670e+04       1.076763243236e-09       1.857669110638e+17       2.037092246853e-08       8.189838683846e+40       5.630144273957e+30       3.020561056964e+31       4.547088889076e+26       6.334645306189e-13       6.284884826664e+39       4.547088889076e+26       6.334645306189e-13       6.284884826664e+39       4.547088889076e+26       6.334645306189e-13       6.284884826664e+39       3.454055557132e-08       1.192242241453e+38       1.385815745384e+41       1.385815745384e+41       4.619385816753e+40      -5.236883403878e+48       2.292961897075e-05       4.926342322856e-01 
       1.304351368993e+13       7.666645842307e-14       4.442240575676e-24       3.553032001946e-08       3.671079626896e+20       1.414308953670e+04       1.084300585939e-09       1.844755819898e+17       2.051351892580e-08       7.964480719965e+40       5.513547396027e+30       2.958007066924e+31       4.452921432197e+26       6.334645306189e-13       6.111945053069e+39       4.452921432197e+26       6.334645306189e-13       6.111945053069e+39       4.452921432197e+26       6.334645306189e-13       6.111945053069e+39       3.454055557132e-08       1.159435577688e+38       1.347682562701e+41       1.347682562701e+41       4.492275207835e+40      -5.057379594464e+48       2.300841491225e-05       4.909471287521e-01 
       1.295284378345e+13       7.720312363203e-14       4.504649613521e-24       3.577952156775e-08       3.620219167811e+20       1.414308953670e+04       1.091890690040e-09       1.831932293841e+17       2.065711355827e-08       7.745323880898e+40       5.399365168820e+30       2.896748532130e+31       4.360704126316e+26       6.334645306189e-13       5.943764024641e+39       4.360704126316e+26       6.334645306189e-13       5.943764024641e+39       4.360704126316e+26       6.334645306189e-13       5.943764024641e+39       3.454055557132e-08       1.127531647571e+38       1.310598682299e+41       1.310598682299e+41       4.368662273183e+40      -4.884028608229e+48       2.308721085375e-05       4.892715412838e-01 
       1.286280415437e+13       7.774354549746e-14       4.567935435939e-24       3.602872311603e-08       3.570063347841e+20       1.414308953670e+04       1.099533924871e-09       1.819197908482e+17       2.080171335317e-08       7.532197531677e+40       5.287547586381e+30       2.836758624489e+31       4.270396584987e+26       6.334645306189e-13       5.780210796050e+39       4.270396584987e+26       6.334645306189e-13       5.780210796050e+39       4.270396584987e+26       6.334645306189e-13       5.780210796050e+39       3.454055557132e-08       1.096505610781e+38       1.274535230760e+41       1.274535230760e+41       4.248450768076e+40      -4.716619545845e+48       2.316600679525e-05       4.876073523697e-01 
       1.277339042142e+13       7.828775031594e-14       4.632110360875e-24       3.628156264313e-08       3.520602404661e+20       1.414308953670e+04       1.107230662345e-09       1.806552044173e+17       2.094732534663e-08       7.324935732658e+40       5.178045678352e+30       2.778011071503e+31       4.181959258143e+26       6.334645306189e-13       5.621158025161e+39       4.181959258143e+26       6.334645306189e-13       5.621158025161e+39       4.181959258143e+26       6.334645306189e-13       5.621158025161e+39       3.454055557132e-08       1.066333310524e+38       1.239464129170e+41       1.239464129170e+41       4.131547096136e+40      -4.554948736942e+48       2.324480273675e-05       4.859544460924e-01 
       1.268459823378e+13       7.883576456815e-14       4.697186879332e-24       3.653622115962e-08       3.471826711198e+20       1.414308953670e+04       1.114981276981e-09       1.793994085574e+17       2.109395662404e-08       7.123377110322e+40       5.070811488516e+30       2.720480144757e+31       4.095353414775e+26       6.334645306189e-13       5.466481873883e+39       4.095353414775e+26       6.334645306189e-13       5.466481873883e+39       4.095353414775e+26       6.334645306189e-13       5.466481873883e+39       3.454055557132e-08       1.036991254721e+38       1.205358071259e+41       1.205358071259e+41       4.017860236454e+40      -4.398819492331e+48       2.332359867826e-05       4.843127081007e-01 
       1.259642327088e+13       7.938761492013e-14       4.763177657797e-24       3.679087967612e-08       3.423726773757e+20       1.414308953670e+04       1.122786145920e-09       1.781523421622e+17       2.124161432040e-08       6.927364731628e+40       4.965798053803e+30       2.664140648659e+31       4.010541125968e+26       6.334645306189e-13       5.316061911751e+39       4.010541125968e+26       6.334645306189e-13       5.316061911751e+39       4.010541125968e+26       6.334645306189e-13       5.316061911751e+39       3.454055557132e-08       1.008456597721e+38       1.172190502134e+41       1.172190502134e+41       3.907301672727e+40      -4.248041864704e+48       2.340239461976e-05       4.826820255837e-01 
       1.250886124219e+13       7.994332822457e-14       4.830095540709e-24       3.704917617142e-08       3.376293230170e+20       1.414308953669e+04       1.130645648942e-09       1.769139445504e+17       2.139030562063e-08       6.736745981828e+40       4.862959383720e+30       2.608967909403e+31       3.927485248295e+26       6.334645306189e-13       5.169781022158e+39       3.927485248295e+26       6.334645306189e-13       5.169781022158e+39       3.927485248295e+26       6.334645306189e-13       5.169781022158e+39       3.454055557132e-08       9.807071225121e+37       1.139935597609e+41       1.139935597609e+41       3.799785324332e+40      -4.102432417547e+48       2.348119056126e-05       4.810622872447e-01 
       1.242190788698e+13       8.050293152214e-14       4.897953552957e-24       3.730929165613e-08       3.329516847976e+20       1.414308953669e+04       1.138560168484e-09       1.756841554621e+17       2.154003775996e-08       6.551372445638e+40       4.762250440209e+30       2.554937764161e+31       3.846149407545e+26       6.334645306189e-13       5.027525311168e+39       3.846149407545e+26       6.334645306189e-13       5.027525311168e+39       3.846149407545e+26       6.334645306189e-13       5.027525311168e+39       3.454055557132e-08       9.537212234212e+37       1.108568244095e+41       1.108568244095e+41       3.695227479308e+40      -3.961814001971e+48       2.355998650277e-05       4.794533832759e-01 
       1.233555897416e+13       8.106645204280e-14       4.966764902419e-24       3.756940714084e-08       3.283388522625e+20       1.414308953669e+04       1.146530089663e-09       1.744629150567e+17       2.169081802427e-08       6.371099791686e+40       4.663627117923e+30       2.502026550502e+31       3.766497982794e+26       6.334645306189e-13       4.889184018839e+39       3.766497982794e+26       6.334645306189e-13       4.889184018839e+39       3.766497982794e+26       6.334645306189e-13       4.889184018839e+39       3.454055557132e-08       9.274778892949e+37       1.078064019050e+41       1.078064019050e+41       3.593546729178e+40      -3.826015541189e+48       2.363878244427e-05       4.778552053336e-01 
       1.224981030205e+13       8.163391720710e-14       5.036542982530e-24       3.783316060435e-08       3.237899275703e+20       1.414308953669e+04       1.154555800291e-09       1.732501639094e+17       2.184265375043e-08       6.195787660133e+40       4.567046224907e+30       2.450211096032e+31       3.688496090807e+26       6.334645306189e-13       4.754649432987e+39       3.688496090807e+26       6.334645306189e-13       4.754649432987e+39       3.688496090807e+26       6.334645306189e-13       4.754649432987e+39       3.454055557132e-08       9.019566871389e+37       1.048399171960e+41       1.048399171960e+41       3.494663905564e+40      -3.694871822386e+48       2.371757838578e-05       4.762676465138e-01 
       1.216465769816e+13       8.220535462755e-14       5.107301374889e-24       3.809691406786e-08       3.193040253189e+20       1.414308953669e+04       1.162637690893e-09       1.720458430083e+17       2.199555232667e-08       6.025299553392e+40       4.472465463691e+30       2.399468708241e+31       3.612109570761e+26       6.334645306189e-13       4.623816805319e+39       3.612109570761e+26       6.334645306189e-13       4.623816805319e+39       3.612109570761e+26       6.334645306189e-13       4.623816805319e+39       3.454055557132e-08       8.771377462086e+37       1.019550605849e+41       1.019550605849e+41       3.398502018547e+40      -3.568223295722e+48       2.379637432728e-05       4.746906013286e-01 
       1.208009701903e+13       8.278079210994e-14       5.179053851901e-24       3.836430551019e-08       3.148802723727e+20       1.414308953669e+04       1.170776154729e-09       1.708498937520e+17       2.214952119294e-08       5.859502729847e+40       4.379843412755e+30       2.349777164568e+31       3.537304969280e+26       6.334645306189e-13       4.496584269877e+39       3.537304969280e+26       6.334645306189e-13       4.496584269877e+39       3.537304969280e+26       6.334645306189e-13       4.496584269877e+39       3.454055557132e-08       8.530017425388e+37       9.914958592949e+40       9.914958592949e+40       3.304986196721e+40      -3.445915880219e+48       2.387517026879e-05       4.731239656827e-01 
       1.199612414998e+13       8.336025765471e-14       5.251814379463e-24       3.863351594191e-08       3.105178076927e+20       1.414308953669e+04       1.178971587812e-09       1.696622579464e+17       2.230456784128e-08       5.698268100506e+40       4.289139508396e+30       2.301114702668e+31       3.464049525789e+26       6.334645306189e-13       4.372852763727e+39       3.464049525789e+26       6.334645306189e-13       4.372852763727e+39       3.464049525789e+26       6.334645306189e-13       4.372852763727e+39       3.454055557132e-08       8.295298838971e+37       9.642130889429e+40       9.642130889429e+40       3.214043628900e+40      -3.327800776308e+48       2.395396621030e-05       4.715676368502e-01 
       1.191273500494e+13       8.394377945830e-14       5.325597119677e-24       3.890272637364e-08       3.062157821693e+20       1.414308953669e+04       1.187224388927e-09       1.684828778018e+17       2.246069981616e-08       5.541470128488e+40       4.200314026960e+30       2.253460010882e+31       3.392311158164e+26       6.334645306189e-13       4.252525949826e+39       3.392311158164e+26       6.334645306189e-13       4.252525949826e+39       3.392311158164e+26       6.334645306189e-13       4.252525949826e+39       3.454055557132e-08       8.067038951530e+37       9.376810524957e+40       9.376810524957e+40       3.125603507428e+40      -3.213734284801e+48       2.403276215180e-05       4.700215134527e-01 
       1.182992552626e+13       8.453138591450e-14       5.400416433607e-24       3.917557478417e-08       3.019733584567e+20       1.414308953669e+04       1.195534959650e-09       1.673116959303e+17       2.261792471486e-08       5.388986731284e+40       4.113328067447e+30       2.206792218899e+31       3.322058448684e+26       6.334645306189e-13       4.135510142019e+39       3.322058448684e+26       6.334645306189e-13       4.135510142019e+39       3.322058448684e+26       6.334645306189e-13       4.135510142019e+39       3.454055557132e-08       7.845060040486e+37       9.118790921760e+40       9.118790921760e+40       3.039596973047e+40      -3.103577632060e+48       2.411155809331e-05       4.684854954369e-01 
       1.174769168447e+13       8.512310561591e-14       5.476286884079e-24       3.945024218410e-08       2.977897108098e+20       1.414308953669e+04       1.203903704367e-09       1.661486553429e+17       2.277625018785e-08       5.240699185702e+40       4.028143534470e+30       2.161090888623e+31       3.253260630267e+26       6.334645306189e-13       4.021714232088e+39       3.253260630267e+26       6.334645306189e-13       4.021714232088e+39       3.253260630267e+26       6.334645306189e-13       4.021714232088e+39       3.454055557132e-08       7.629189273613e+37       8.867871186419e+40       8.867871186419e+40       2.955957061285e+40      -2.997196801173e+48       2.419035403482e-05       4.669594840531e-01 
       1.166602947812e+13       8.571896735522e-14       5.553223238510e-24       3.972490958404e-08       2.936640249239e+20       1.414308953669e+04       1.212331030298e-09       1.649936994467e+17       2.293568393915e-08       5.096492035428e+40       3.944723121578e+30       2.116336005217e+31       3.185887573001e+26       6.334645306189e-13       3.911049618823e+39       3.185887573001e+26       6.334645306189e-13       3.911049618823e+39       3.185887573001e+26       6.334645306189e-13       3.911049618823e+39       3.454055557132e-08       7.419258574470e+37       8.623855953453e+40       8.623855953453e+40       2.874618650314e+40      -2.894462368901e+48       2.426914997633e-05       4.654433818342e-01 
       1.158493493358e+13       8.631900012670e-14       5.631240471784e-24       4.000321496278e-08       2.895954977760e+20       1.414308953669e+04       1.220817347510e-09       1.638467720424e+17       2.309623372671e-08       4.956253001134e+40       3.863030294912e+30       2.072507968341e+31       3.119909770946e+26       6.334645306189e-13       3.803430139031e+39       3.119909770946e+26       6.334645306189e-13       3.803430139031e+39       3.119909770946e+26       6.334645306189e-13       3.803430139031e+39       3.454055557132e-08       7.215104491539e+37       8.386555233212e+40       8.386555233212e+40       2.795518410251e+40      -2.795249348226e+48       2.434794591783e-05       4.639370925747e-01 
       1.150440410485e+13       8.692323312759e-14       5.710353769168e-24       4.028333933093e-08       2.855833374682e+20       1.414308953669e+04       1.229363068942e-09       1.627078173212e+17       2.325790736278e-08       4.819872893060e+40       3.783029277208e+30       2.029587583562e+31       3.055298329211e+26       6.334645306189e-13       3.698772000454e+39       3.055298329211e+26       6.334645306189e-13       3.698772000454e+39       3.055298329211e+26       6.334645306189e-13       3.698772000454e+39       3.454055557132e-08       7.016568070961e+37       8.155784263947e+40       8.155784263947e+40       2.718594753846e+40      -2.699437036290e+48       2.442674185934e-05       4.624405213104e-01 
       1.142443307334e+13       8.753169575949e-14       5.790578529268e-24       4.056528268848e-08       2.816267630741e+20       1.414308953669e+04       1.237968610425e-09       1.615767798622e+17       2.342071271431e-08       4.687245525993e+40       3.704685032126e+30       1.987556053958e+31       2.992024951301e+26       6.334645306189e-13       3.596993716527e+39       2.992024951301e+26       6.334645306189e-13       3.596993716527e+39       2.992024951301e+26       6.334645306189e-13       3.596993716527e+39       3.454055557132e-08       6.823494732774e+37       7.931363367957e+40       7.931363367957e+40       2.643787788533e+40      -2.606908867546e+48       2.450553780085e-05       4.609535742986e-01 
       1.134501794770e+13       8.814441762980e-14       5.871930367021e-24       4.084904503543e-08       2.777250044863e+20       1.414308953669e+04       1.246634390698e-09       1.604536046297e+17       2.358465770329e-08       4.558267636595e+40       3.627963248910e+30       1.946394971874e+31       2.930061926725e+26       6.334645306189e-13       3.498016042931e+39       2.930061926725e+26       6.334645306189e-13       3.498016042931e+39       2.930061926725e+26       6.334645306189e-13       3.498016042931e+39       3.454055557132e-08       6.635734150559e+37       7.713117811693e+40       7.713117811693e+40       2.571039269795e+40      -2.517552271948e+48       2.458433374236e-05       4.594761589985e-01 
       1.126615486366e+13       8.876142855321e-14       5.954425116743e-24       4.113644536119e-08       2.738773022671e+20       1.414308953669e+04       1.255360831433e-09       1.593382369709e+17       2.374975030720e-08       4.432838803005e+40       3.552830327357e+30       1.906086310870e+31       2.869382118860e+26       6.334645306189e-13       3.401761915898e+39       2.869382118860e+26       6.334645306189e-13       3.401761915898e+39       2.869382118860e+26       6.334645306189e-13       3.401761915898e+39       3.454055557132e-08       6.453140134394e+37       7.500877669708e+40       7.500877669708e+40       2.500292555816e+40      -2.431258537992e+48       2.466312968387e-05       4.580081840518e-01 
       1.118783998377e+13       8.938275855308e-14       6.038078835204e-24       4.142384568695e-08       2.700829074999e+20       1.414308953669e+04       1.264148357253e-09       1.582306226126e+17       2.391599855934e-08       4.310861366645e+40       3.479253363103e+30       1.866612417822e+31       2.809958953063e+26       6.334645306189e-13       3.308156392203e+39       2.809958953063e+26       6.334645306189e-13       3.308156392203e+39       2.809958953063e+26       6.334645306189e-13       3.308156392203e+39       3.454055557132e-08       6.275570517034e+37       7.294477692359e+40       7.294477692359e+40       2.431492563381e+40      -2.347922680464e+48       2.474192562538e-05       4.565495592639e-01 
       1.111006949729e+13       9.000843786296e-14       6.122907804756e-24       4.171306500211e-08       2.663410816441e+20       1.414308953669e+04       1.272997395753e-09       1.571307076590e+17       2.408341054924e-08       4.192240356187e+40       3.407200133216e+30       1.827956005192e+31       2.751766405040e+26       6.334645306189e-13       3.217126590820e+39       2.751766405040e+26       6.334645306189e-13       3.217126590820e+39       2.751766405040e+26       6.334645306189e-13       3.217126590820e+39       3.454055557132e-08       6.102887043219e+37       7.093757177137e+40       7.093757177137e+40       2.364585724990e+40      -2.267443312709e+48       2.482072156689e-05       4.551001955859e-01 
       1.103283961995e+13       9.063849692800e-14       6.208928536500e-24       4.200592229608e-08       2.626510963912e+20       1.414308953669e+04       1.281908377524e-09       1.560384385889e+17       2.425199442307e-08       4.076883413610e+40       3.336639082080e+30       1.790100143454e+31       2.694778989441e+26       6.334645306189e-13       3.128601636173e+39       2.694778989441e+26       6.334645306189e-13       3.128601636173e+39       2.694778989441e+26       6.334645306189e-13       3.128601636173e+39       3.454055557132e-08       5.934955262027e+37       6.898559843552e+40       6.898559843552e+40       2.299519947143e+40      -2.189722523287e+48       2.489951750841e-05       4.536600050957e-01 
       1.095614659379e+13       9.127296640649e-14       6.296157773505e-24       4.230059857946e-08       2.590122335228e+20       1.414308953669e+04       1.290881736166e-09       1.549537622531e+17       2.442175838401e-08       3.964700722285e+40       3.267539307577e+30       1.753028253684e+31       2.638971748704e+26       6.334645306189e-13       3.042512602953e+39       2.638971748704e+26       6.334645306189e-13       3.042512602953e+39       2.638971748704e+26       6.334645306189e-13       3.042512602953e+39       3.454055557132e-08       5.771644422191e+37       6.708733711444e+40       6.708733711444e+40       2.236244569788e+40      -2.114665756853e+48       2.497831344992e-05       4.522289009809e-01 
       1.087998668698e+13       9.191187717134e-14       6.384612494061e-24       4.259527486283e-08       2.554237847708e+20       1.414308953669e+04       1.299917908319e-09       1.538766258720e+17       2.459271069268e-08       3.855604937049e+40       3.199870547552e+30       1.716724100299e+31       2.584320242122e+26       6.334645306189e-13       2.958792462453e+39       2.584320242122e+26       6.334645306189e-13       2.958792462453e+39       2.584320242122e+26       6.334645306189e-13       2.958792462453e+39       3.454055557132e-08       5.612827370301e+37       6.524130982663e+40       6.524130982663e+40       2.174710326875e+40      -2.042181699120e+48       2.505710939143e-05       4.508067975209e-01 
       1.080435619363e+13       9.255526031154e-14       6.474309914985e-24       4.289358912501e-08       2.518850516800e+20       1.414308953669e+04       1.309017333678e-09       1.528069770328e+17       2.476485966752e-08       3.749511116195e+40       3.133603166563e+30       1.681171783942e+31       2.530800535141e+26       6.334645306189e-13       2.877376030381e+39       2.530800535141e+26       6.334645306189e-13       2.877376030381e+39       2.530800535141e+26       6.334645306189e-13       2.877376030381e+39       3.454055557132e-08       5.458380451794e+37       6.344607925984e+40       6.344607925984e+40       2.114869307997e+40      -1.972182165765e+48       2.513590533294e-05       4.493936100701e-01 
       1.072925143359e+13       9.320314713372e-14       6.565267494976e-24       4.319372237660e-08       2.483953454718e+20       1.414308953669e+04       1.318180455013e-09       1.517447636870e+17       2.493821368517e-08       3.646336655340e+40       3.068708142898e+30       1.646355734524e+31       2.478389188876e+26       6.334645306189e-13       2.798199916106e+39       2.478389188876e+26       6.334645306189e-13       2.798199916106e+39       2.478389188876e+26       6.334645306189e-13       2.798199916106e+39       3.454055557132e-08       5.308183414686e+37       6.170024765203e+40       6.170024765203e+40       2.056674921083e+40      -1.904581995146e+48       2.521470127446e-05       4.479892550409e-01 
       1.065466875233e+13       9.385556916366e-14       6.657502938008e-24       4.349749360699e-08       2.449539869099e+20       1.414308953669e+04       1.327407718198e-09       1.506899341479e+17       2.511278118095e-08       3.546001223106e+40       3.005157055869e+30       1.612260704403e+31       2.427063249849e+26       6.334645306189e-13       2.721202473303e+39       2.427063249849e+26       6.334645306189e-13       2.721202473303e+39       2.427063249849e+26       6.334645306189e-13       2.721202473303e+39       3.454055557132e-08       5.162119315939e+37       6.000245570307e+40       6.000245570307e+40       2.000081856131e+40      -1.839298944694e+48       2.529349721597e-05       4.465936498873e-01 
       1.058060452068e+13       9.451255814780e-14       6.751034196779e-24       4.380126483738e-08       2.415603061688e+20       1.414308953669e+04       1.336699572226e-09       1.496424370883e+17       2.528857064920e-08       3.448426698575e+40       2.942922073361e+30       1.578871761705e+31       2.376800239932e+26       6.334645306189e-13       2.646323751955e+39       2.376800239932e+26       6.334645306189e-13       2.646323751955e+39       2.376800239932e+26       6.334645306189e-13       2.646323751955e+39       3.454055557132e-08       5.020074430409e+37       5.835138151638e+40       5.835138151638e+40       1.945046049922e+40      -1.776253590853e+48       2.537229315749e-05       4.452067130887e-01 
       1.050705513474e+13       9.517414605484e-14       6.845879476205e-24       4.410685505718e-08       2.382136427028e+20       1.414308953669e+04       1.346056469231e-09       1.486022215375e+17       2.546559064373e-08       3.353537110467e+40       2.881975939648e+30       1.546174283788e+31       2.327578146509e+26       6.334645306189e-13       2.573505451676e+39       2.327578146509e+26       6.334645306189e-13       2.573505451676e+39       2.327578146509e+26       6.334645306189e-13       2.573505451676e+39       3.454055557132e-08       4.881938162304e+37       5.674573956972e+40       5.674573956972e+40       1.891524651713e+40      -1.715369232457e+48       2.545108909900e-05       4.438283641340e-01 
       1.043401701563e+13       9.584036507722e-14       6.942057236961e-24       4.441608325578e-08       2.349133451175e+20       1.414308953669e+04       1.355478864516e-09       1.475692368794e+17       2.564384977822e-08       3.261258577984e+40       2.822291963450e+30       1.514153950835e+31       2.279375412828e+26       6.334645306189e-13       2.502690876321e+39       2.279375412828e+26       6.334645306189e-13       2.502690876321e+39       2.279375412828e+26       6.334645306189e-13       2.502690876321e+39       3.454055557132e-08       4.747602959070e+37       5.518427971429e+40       5.518427971429e+40       1.839475989877e+40      -1.656571797412e+48       2.552988504052e-05       4.424585235063e-01 
       1.036148660936e+13       9.651124763276e-14       7.039586199077e-24       4.472713044379e-08       2.316587710434e+20       1.414308953669e+04       1.364967216568e-09       1.465434328494e+17       2.582335672665e-08       3.171519253292e+40       2.763844006252e+30       1.482796739583e+31       2.232170928567e+26       6.334645306189e-13       2.433824889837e+39       2.232170928567e+26       6.334645306189e-13       2.433824889837e+39       2.232170928567e+26       6.334645306189e-13       2.433824889837e+39       3.454055557132e-08       4.616964227653e+37       5.366578620132e+40       5.366578620132e+40       1.788859539458e+40      -1.599789752584e+48       2.560868098203e-05       4.410971126671e-01 
       1.028946038666e+13       9.718682636619e-14       7.138485345583e-24       4.503999662120e-08       2.284492870104e+20       1.414308953669e+04       1.374521987083e-09       1.455247595327e+17       2.600412022372e-08       3.084249265577e+40       2.706606470847e+30       1.452088917185e+31       2.185944020585e+26       6.334645306189e-13       2.366853873338e+39       2.185944020585e+26       6.334645306189e-13       2.366853873338e+39       2.185944020585e+26       6.334645306189e-13       2.366853873338e+39       3.454055557132e-08       4.489920253062e+37       5.218907673557e+40       5.218907673557e+40       1.739635890611e+40      -1.544954016765e+48       2.568747692355e-05       4.397440540416e-01 
       1.021793484276e+13       9.786713415076e-14       7.238773926197e-24       4.535650077742e-08       2.252842683250e+20       1.414308953669e+04       1.384143640993e-09       1.445131673612e+17       2.618614906527e-08       2.999380666643e+40       2.650554290133e+30       1.422017035190e+31       2.140674443869e+26       6.334645306189e-13       2.301725683359e+39       2.140674443869e+26       6.334645306189e-13       2.301725683359e+39       2.140674443869e+26       6.334645306189e-13       2.301725683359e+39       3.454055557132e-08       4.366372119175e+37       5.075300155472e+40       5.075300155472e+40       1.691766717928e+40      -1.491997876636e+48       2.576627286507e-05       4.383992710041e-01 
       1.014690649728e+13       9.855220408981e-14       7.340471461081e-24       4.567300493363e-08       2.221630989481e+20       1.414308953669e+04       1.393832646480e-09       1.435086071114e+17       2.636945210871e-08       2.916847378012e+40       2.595662916133e+30       1.392567923658e+31       2.096342372669e+26       6.334645306189e-13       2.238389611253e+39       2.096342372669e+26       6.334645306189e-13       2.238389611253e+39       2.096342372669e+26       6.334645306189e-13       2.238389611253e+39       3.454055557132e-08       4.246223631725e+37       4.935644253423e+40       4.935644253423e+40       1.645214750590e+40      -1.440856905597e+48       2.584506880659e-05       4.370626878632e-01 
       1.007637189402e+13       9.924206951844e-14       7.443597744632e-24       4.599314706866e-08       2.190851713757e+20       1.414308953669e+04       1.403589475005e-09       1.425110299021e+17       2.655403827345e-08       2.836585139470e+40       2.541908309243e+30       1.363728685389e+31       2.052928391813e+26       6.334645306189e-13       2.176796343713e+39       2.052928391813e+26       6.334645306189e-13       2.176796343713e+39       2.052928391813e+26       6.334645306189e-13       2.176796343713e+39       3.454055557132e-08       4.129381243399e+37       4.799831231673e+40       4.799831231673e+40       1.599943743352e+40      -1.391468885390e+48       2.592386474810e-05       4.357342298478e-01 
