# Matter power spectrum P(k) at redshift z=0
# for k=1.04924e-05 to 1.70209 h/Mpc,
# number of wavenumbers equal to 680
#    1:k (h/Mpc)              2:P (Mpc/h)^3        
       1.049241946348e-05       4.774962746676e+01 
       2.341772117390e-05       1.036334867258e+02 
       3.638880759950e-05       1.585815328446e+02 
       4.944081991441e-05       2.131693373656e+02 
       6.260948465892e-05       2.677274506709e+02 
       7.593143449205e-05       3.225054331988e+02 
       8.944453926989e-05       3.777178874950e+02 
       1.031882518812e-04       4.335633757557e+02 
       1.172039733053e-04       4.902341090650e+02 
       1.315354413905e-04       5.479219340609e+02 
       1.462291478577e-04       6.068223670957e+02 
       1.484340210776e-04       6.156406725378e+02 
       1.613347879680e-04       6.671379155197e+02 
       1.632774231854e-04       6.748783324398e+02 
       1.769057471049e-04       7.290808069154e+02 
       1.796051655039e-04       7.397968324706e+02 
       1.929996281341e-04       7.928755422246e+02 
       1.959329078225e-04       8.044790060775e+02 
       2.096788227122e-04       8.587613864802e+02 
       2.152293305626e-04       8.806376028607e+02 
       2.270111285878e-04       9.269947036625e+02 
       2.360100935134e-04       9.623323824807e+02 
       2.450704131954e-04       9.978514754387e+02 
       2.597595368859e-04       1.055313836990e+03 
       2.639373212548e-04       1.071629677918e+03 
       2.837000203710e-04       1.148651787800e+03 
       2.849933204691e-04       1.153683242564e+03 
       3.044549734446e-04       1.229267048100e+03 
       3.131957844738e-04       1.263136095154e+03 
       3.263077196463e-04       1.313853877319e+03 
       3.443669289001e-04       1.383537276401e+03 
       3.493736363691e-04       1.402821723270e+03 
       3.737786425678e-04       1.496612698149e+03 
       3.770224135372e-04       1.509052883305e+03 
       3.996597889646e-04       1.595702480686e+03 
       4.141309188066e-04       1.650942695470e+03 
       4.271656628068e-04       1.700600193300e+03 
       4.556924447083e-04       1.808951168776e+03 
       4.564565147962e-04       1.811847184374e+03 
       4.877039949574e-04       1.930013864197e+03 
       5.002226510316e-04       1.977208504902e+03 
       5.210903653255e-04       2.055694295881e+03 
       5.477215377765e-04       2.155524806629e+03 
       5.568070448002e-04       2.189498325632e+03 
       5.950523415589e-04       2.332040399025e+03 
       6.026421255752e-04       2.360238166093e+03 
       6.360282487796e-04       2.483924663157e+03 
       6.605313937955e-04       2.574340315140e+03 
       6.799362282703e-04       2.645727164198e+03 
       7.258423630696e-04       2.813850146625e+03 
       7.269719902759e-04       2.817973801813e+03 
       7.773193973842e-04       3.001117283097e+03 
       7.970906931869e-04       3.072691105445e+03 
       8.311437680587e-04       3.195511017650e+03 
       8.742763841472e-04       3.350254692681e+03 
       8.885850107850e-04       3.401386111392e+03 
       9.497511511496e-04       3.618829382433e+03 
       9.603681163723e-04       3.656386015184e+03 
       1.014712883094e-03       3.847768996466e+03 
       1.053881549651e-03       3.984821118708e+03 
       1.083499748631e-03       4.087965746118e+03 
       1.156098412584e-03       4.339015660902e+03 
       1.157785364406e-03       4.344819259529e+03 
       1.232453264513e-03       4.600360308039e+03 
       1.270595220425e-03       4.729886198479e+03 
       1.312469292644e-03       4.871306412774e+03 
       1.395279798130e-03       5.148575461207e+03 
       1.396016896111e-03       5.151028864689e+03 
       1.482938091715e-03       5.438653951390e+03 
       1.528870417100e-03       5.589272456660e+03 
       1.573053468063e-03       5.733268756770e+03 
       1.666169249965e-03       6.033925145331e+03 
       1.677304438177e-03       6.069625752681e+03 
       1.762083937397e-03       6.339684105274e+03 
       1.840581861363e-03       6.586997522631e+03 
       1.860594137646e-03       6.649631068436e+03 
       1.961499376089e-03       6.962893694490e+03 
       2.033546088764e-03       7.183988848584e+03 
       2.064605819367e-03       7.278649494319e+03 
       2.169728957085e-03       7.596134789105e+03 
       2.226510316164e-03       7.765777280457e+03 
       2.276695360077e-03       7.914644236767e+03 
       2.385343669048e-03       8.233527866815e+03 
       2.449161347781e-03       8.418677860425e+03 
       2.495524975642e-03       8.552194214932e+03 
       2.607102748091e-03       8.870103751175e+03 
       2.686655781505e-03       9.093841459946e+03 
       2.719952433881e-03       9.186766316170e+03 
       2.833960848223e-03       9.501738373754e+03 
       2.938993617337e-03       9.787541325871e+03 
       2.949025433647e-03       9.814619726332e+03 
       3.065053454937e-03       1.012505403829e+04 
       3.181961175743e-03       1.043272314209e+04 
       3.235861659492e-03       1.057285234518e+04 
       3.299673048975e-03       1.073734688476e+04 
       3.418120941965e-03       1.103868382262e+04 
       3.537243409175e-03       1.133652713602e+04 
       3.547573103755e-03       1.136211048187e+04 
       3.656985019213e-03       1.163070733851e+04 
       3.777295738730e-03       1.192108292806e+04 
       3.888971352234e-03       1.218601551116e+04 
       3.898130372931e-03       1.220754907688e+04 
       4.019448060585e-03       1.249002206402e+04 
       4.141211820332e-03       1.276844644597e+04 
       4.263388144452e-03       1.304278548638e+04 
       4.274899807036e-03       1.306838003661e+04 
       4.385946636054e-03       1.331302798969e+04 
