# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 3000, i.e. number of multipoles equal to 2999
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
    2       1.382789855372e-10       4.139171173403e-15       3.534439536741e-13       0.000000000000e+00       8.131010197544e-09       4.461707721510e-10      -1.834618008193e-12 
    3       1.309937806111e-10       5.308225339774e-15       3.961212225572e-13       0.000000000000e+00       4.995689466407e-09       3.176114517264e-10      -1.390212029455e-12 
    4       1.240364707164e-10       4.597793401119e-15       3.703916685969e-13       0.000000000000e+00       3.475501196806e-09       2.410279139218e-10      -9.104799441395e-13 
    5       1.188001519986e-10       3.072403075782e-15       3.157202024431e-13       0.000000000000e+00       2.593980666318e-09       1.907161238203e-10      -5.064079400536e-13 
    6       1.151901531615e-10       1.719965681507e-15       2.546469661038e-13       0.000000000000e+00       2.025679054727e-09       1.554172456510e-10      -2.084546794680e-13 
    7       1.128155811152e-10       9.288153958754e-16       2.002923127258e-13       0.000000000000e+00       1.633351882114e-09       1.294573129334e-10      -1.811712803147e-14 
    8       1.114136915542e-10       5.974645567106e-16       1.583725547958e-13       0.000000000000e+00       1.348571906028e-09       1.097451406391e-10       7.931549593570e-14 
    9       1.107490104561e-10       4.784195993217e-16       1.301456936905e-13       0.000000000000e+00       1.134215567132e-09       9.445773472817e-11       1.069289797370e-13 
   10       1.105784874117e-10       4.074193685557e-16       1.143383030011e-13       0.000000000000e+00       9.684890303771e-10       8.235408587604e-11       9.039036710954e-14 
   11       1.108605067565e-10       3.421644294740e-16       1.083845919984e-13       0.000000000000e+00       8.170526169767e-10       7.288640447210e-11       5.371308779725e-14 
   12       1.114322391936e-10       2.976833430675e-16       1.093041565283e-13       0.000000000000e+00       7.136708527974e-10       6.450743305722e-11       1.432882822627e-14 
   13       1.122438871068e-10       2.851445764466e-16       1.144743444061e-13       0.000000000000e+00       6.288335457018e-10       5.770685776987e-11      -1.576383298638e-14 
   14       1.132693357020e-10       2.970457948036e-16       1.219118376185e-13       0.000000000000e+00       5.582756355982e-10       5.181494732231e-11      -3.228971220226e-14 
   15       1.144768623152e-10       3.219301925040e-16       1.302404773848e-13       0.000000000000e+00       4.989028844202e-10       4.683552513583e-11      -3.545952960772e-14 
   16       1.157851537382e-10       3.572885807911e-16       1.388029912820e-13       0.000000000000e+00       4.484374301138e-10       4.252845523577e-11      -2.910529776560e-14 
   17       1.172339230650e-10       4.082394092918e-16       1.474080713527e-13       0.000000000000e+00       4.051590661165e-10       3.876072349883e-11      -1.833649817741e-14 
   18       1.187602506821e-10       4.798794342125e-16       1.561336705846e-13       0.000000000000e+00       3.676062675790e-10       3.548728838374e-11      -7.995431114118e-15 
   19       1.203765412614e-10       5.725131512860e-16       1.651548340930e-13       0.000000000000e+00       3.351794878791e-10       3.265685809126e-11      -6.943493371618e-16 
