# dimensionless total lensed [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
    2       1.370818366885e-10       4.143861759196e-15       3.532514394139e-13       2.245993101592e-19       8.207055543398e-09       4.442843856376e-10      -1.839262420304e-12 
    3       1.298563774100e-10       5.311711044109e-15       3.960526854903e-13       4.492920541649e-19       5.045034792890e-09       3.153469959678e-10      -1.393970477551e-12 
    4       1.229978507608e-10       4.597824055326e-15       3.701130539222e-13       7.490258350052e-19       3.510615585201e-09       2.386629435452e-10      -9.133827562742e-13 
    5       1.178656391051e-10       3.070314172364e-15       3.150533540213e-13       1.123920037062e-18       2.620421499335e-09       1.883773792318e-10      -5.087353656512e-13 
    6       1.143563810626e-10       1.717981520490e-15       2.535951775742e-13       1.574119548514e-18       2.046361647004e-09       1.531680244223e-10      -2.105043531072e-13 
    7       1.120761166546e-10       9.280591268423e-16       1.989969678953e-13       2.099792062775e-18       1.649980023920e-09       1.273277948883e-10      -2.013773381637e-14 
    8       1.107591068810e-10       5.979028156134e-16       1.570494087307e-13       2.701125027331e-18       1.362224164774e-09       1.077447569834e-10       7.716851587871e-14 
    9       1.101677178934e-10       4.798234701185e-16       1.290085889782e-13       3.378322330788e-18       1.145617568284e-09       9.258437099467e-11       1.046054474908e-13 
   10       1.100631197819e-10       4.099999725117e-16       1.135347032276e-13       4.131600825297e-18       9.781434136146e-10       8.060273530750e-11       8.793069472764e-14 
   11       1.104025249524e-10       3.464270321647e-16       1.079616240590e-13       4.961186784441e-18       8.251965434870e-10       7.125443867617e-11       5.121429913427e-14 
   12       1.110260527906e-10       3.039319324103e-16       1.092131956980e-13       5.867312396153e-18       7.207193389653e-10       6.298973096437e-11       1.191948377388e-14 
   13       1.118853977509e-10       2.932173185470e-16       1.145963598632e-13       6.850212386171e-18       6.349842421161e-10       5.629323039236e-11      -1.798471604443e-14 
   14       1.129501920005e-10       3.064691751439e-16       1.220985861412e-13       7.910120860323e-18       5.636810123621e-10       5.048970742029e-11      -3.427002486172e-14 
   15       1.141941272053e-10       3.322498154317e-16       1.303696238225e-13       9.047268443644e-18       5.036833591361e-10       4.559652252643e-11      -3.718131205913e-14 
   16       1.155371705822e-10       3.682866790170e-16       1.387965190767e-13       1.026187978157e-17       4.526890261508e-10       4.137048236116e-11      -3.059825761147e-14 
   17       1.170181471044e-10       4.199609599942e-16       1.472433610321e-13       1.155417145356e-17       4.089594096891e-10       3.767821857609e-11      -1.965576582459e-14 
   18       1.185727056331e-10       4.925443702956e-16       1.558420016207e-13       1.292435015351e-17       3.710172700008e-10       3.447282234835e-11      -9.202399195463e-15 
   19       1.202129578415e-10       5.864120158624e-16       1.647917686503e-13       1.437261241216e-17       3.382562937306e-10       3.170364021821e-11      -1.837672825575e-15 
   20       1.219339963034e-10       6.996807281258e-16       1.742717645307e-13       1.589914188890e-17       3.094110417662e-10       2.924270448907e-11       7.202003974288e-16 
   21       1.237333416121e-10       8.317370899419e-16       1.842711655698e-13       1.750411188571e-17       2.840262283715e-10       2.704134678819e-11      -9.636251541007e-16 
   22       1.255798081098e-10       9.820759167680e-16       1.946302566652e-13       1.918768237433e-17       2.614922501460e-10       2.504606271853e-11      -5.140265893277e-15 
   23       1.274825392794e-10       1.150809844627e-15       2.049769447237e-13       2.095000390205e-17       2.414978989415e-10       2.325706489278e-11      -1.005889684559e-14 
   24       1.294413464173e-10       1.338121692572e-15       2.148355148040e-13       2.279121456755e-17       2.235796313407e-10       2.166688951655e-11      -1.386032316146e-14 
   25       1.314531691471e-10       1.544411608095e-15       2.239426935117e-13       2.471144555294e-17       2.075256458670e-10       2.024570847233e-11      -1.575141495369e-14 
   26       1.334996920812e-10       1.770302370950e-15       2.321057334246e-13       2.671081748051e-17       1.930442895713e-10       1.894488420803e-11      -1.544316046189e-14 
   27       1.355815030179e-10       2.017499820849e-15       2.392320187298e-13       2.878944570318e-17       1.799610748030e-10       1.775595039026e-11      -1.354182228605e-14 
   28       1.376956749891e-10       2.288065250415e-15       2.452850604750e-13       3.094743781238e-17       1.680496927189e-10       1.667431218180e-11      -1.102122652661e-14 
