# dimensionless total lensed [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
    2       1.382794443936e-10       4.139394894785e-15       3.534439497721e-13       2.237213399131e-19       8.131010197544e-09       4.461707721510e-10      -1.834618008193e-12 
    3       1.309946960953e-10       5.308672875249e-15       3.961212051652e-13       4.475350547693e-19       4.995689466407e-09       3.176114517264e-10      -1.390212029455e-12 
    4       1.240379916319e-10       4.598539498372e-15       3.703916186130e-13       7.460951897080e-19       3.475501196806e-09       2.410279139218e-10      -9.104799441395e-13 
    5       1.188024243447e-10       3.073522602671e-15       3.157200885463e-13       1.119519827259e-18       2.593980666318e-09       1.907161238203e-10      -5.064079400536e-13 
    6       1.151933195710e-10       1.721533653067e-15       2.546467420796e-13       1.567952318878e-18       2.025679054727e-09       1.554172456510e-10      -2.084546794680e-13 
    7       1.128197803776e-10       9.309069992359e-16       2.002919150225e-13       2.091558640870e-18       1.633351882114e-09       1.294573129334e-10      -1.811712803147e-14 
    8       1.114190582342e-10       6.001551734444e-16       1.583719003440e-13       2.690524403052e-18       1.348571906028e-09       1.097451406391e-10       7.931549593570e-14 
    9       1.107556746144e-10       4.817848247429e-16       1.301446780087e-13       3.365051598345e-18       1.134215567132e-09       9.445773472817e-11       1.069289797370e-13 
   10       1.105865744309e-10       4.115350274723e-16       1.143367986011e-13       4.115355187711e-18       9.684890303771e-10       8.235408587604e-11       9.039036710954e-14 
   11       1.108701372725e-10       3.471065879104e-16       1.083824470971e-13       4.941659617815e-18       8.170526169767e-10       7.288640447210e-11       5.371308779725e-14 
   12       1.114435291275e-10       3.035283154933e-16       1.093011940647e-13       5.844195368351e-18       7.136708527974e-10       6.450743305722e-11       1.432882822627e-14 
   13       1.122569477911e-10       2.919689280922e-16       1.144703613540e-13       6.823195622200e-18       6.288335457018e-10       5.770685776987e-11      -1.576383298638e-14 
   14       1.132842740897e-10       3.049263387006e-16       1.219066045808e-13       7.878893144673e-18       5.582756355982e-10       5.181494732231e-11      -3.228971220226e-14 
   15       1.144937812597e-10       3.309439809716e-16       1.302337384494e-13       9.011517448297e-18       4.989028844202e-10       4.683552513583e-11      -3.545952960772e-14 
   16       1.158041523287e-10       3.675128911879e-16       1.387944641164e-13       1.022129230730e-17       4.484374301138e-10       4.252845523577e-11      -2.910529776560e-14 
   17       1.172550970005e-10       4.197517239675e-16       1.473974475124e-13       1.150843367170e-17       4.051590661165e-10       3.876072349883e-11      -1.833649817741e-14 
