# dimensionless total lensed [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
    2       1.370443514581e-10       4.143390439159e-15       3.537305893068e-13       2.239090166217e-19       8.179990604569e-09       4.432423597368e-10      -1.839547980230e-12 
    3       1.298433536528e-10       5.312560269864e-15       3.966278318984e-13       4.479108269658e-19       5.036765138599e-09       3.146475095471e-10      -1.394574000040e-12 
    4       1.230019041161e-10       4.599964925298e-15       3.707026787514e-13       7.467223963055e-19       3.505570931640e-09       2.381067734265e-10      -9.139880189052e-13 
    5       1.178838090562e-10       3.072553705283e-15       3.155617739924e-13       1.120462335249e-18       2.616377317709e-09       1.879379277708e-10      -5.092739433410e-13 
    6       1.143805241120e-10       1.719547558634e-15       2.539738272401e-13       1.569274630142e-18       2.042852985818e-09       1.528124859889e-10      -2.108844857617e-13 
    7       1.120994388553e-10       9.288943670024e-16       1.992500200733e-13       2.093325983481e-18       1.646775707551e-09       1.270268951568e-10      -2.034204061176e-14 
    8       1.107801397900e-10       5.983465793455e-16       1.572041764847e-13       2.692802805199e-18       1.359159347026e-09       1.074922495310e-10       7.712746435591e-14 
    9       1.101921868290e-10       4.801791036920e-16       1.290975255474e-13       3.367907943583e-18       1.142603365287e-09       9.238679156673e-11       1.046988308127e-13 
   10       1.100838220696e-10       4.103436662811e-16       1.135882995467e-13       4.118857250896e-18       9.753254876893e-10       8.045783035291e-11       8.812058418573e-14 
   11       1.104223620893e-10       3.466775639177e-16       1.080004725290e-13       4.945876081697e-18       8.231380273938e-10       7.115581191188e-11       5.147398866656e-14 
   12       1.110457389040e-10       3.040081975164e-16       1.092366077520e-13       5.849195821431e-18       7.188654501047e-10       6.289989011511e-11       1.218358513047e-14 
   13       1.118961682607e-10       2.931382830435e-16       1.146115842063e-13       6.829050539048e-18       6.333050615477e-10       5.621553913832e-11      -1.773372290154e-14 
   14       1.129680080631e-10       3.063395713305e-16       1.221262216350e-13       7.885673850439e-18       5.621543549458e-10       5.045262151176e-11      -3.401145015328e-14 
   15       1.142124254806e-10       3.321887588879e-16       1.304117551014e-13       9.019296069579e-18       5.022896316085e-10       4.557476075380e-11      -3.694614461689e-14 
   16       1.155543133070e-10       3.683884349679e-16       1.388472427613e-13       1.023014171192e-17       4.514119338895e-10       4.135709873055e-11      -3.038499202177e-14 
   17       1.170289486322e-10       4.202758172784e-16       1.473137080528e-13       1.151842740015e-17       4.077853468833e-10       3.766970702011e-11      -1.945989458615e-14 
   18       1.185825795701e-10       4.930849894462e-16       1.559257981099e-13       1.288436003206e-17       3.699352214092e-10       3.447431906968e-11      -9.015469182327e-15 
   19       1.202287984914e-10       5.871532236943e-16       1.648819628516e-13       1.432813645005e-17       3.372555950657e-10       3.171790421541e-11      -1.651944358590e-15 
   20       1.219580824921e-10       7.005634669079e-16       1.743689585012e-13       1.584994075443e-17       3.084837262775e-10       2.926469466689e-11       9.067996773981e-16 
   21       1.237628127418e-10       8.327267662489e-16       1.843709224965e-13       1.744994670225e-17       2.831649972202e-10       2.706629721678e-11      -7.794486051942e-16 
   22       1.256075756646e-10       9.831837344307e-16       1.947208372740e-13       1.912831476285e-17       2.606908176535e-10       2.507304584588e-11      -4.966498276060e-15 
   23       1.275067541195e-10       1.152055228134e-15       2.050554624805e-13       2.088519590135e-17       2.407504895990e-10       2.328985992669e-11      -9.900743508609e-15 
   24       1.294672352600e-10       1.339525940735e-15       2.149110756052e-13       2.272072858277e-17       2.228814375009e-10       2.171234230030e-11      -1.371712396504e-14 
   25       1.314806023784e-10       1.546027423466e-15       2.240155121905e-13       2.463504417947e-17       2.068722244110e-10       2.030110342112e-11      -1.561790030369e-14 
   26       1.335209465853e-10       1.772216513543e-15       2.321630660655e-13       2.662826335960e-17       1.924317904004e-10       1.899640679360e-11      -1.531170812331e-14 
   27       1.355954975100e-10       2.019778093744e-15       2.392707403605e-13       2.870050128028e-17       1.793860141517e-10       1.779928218411e-11      -1.341337828014e-14 
   28       1.377114196504e-10       2.290734454431e-15       2.453170999552e-13       3.085186511919e-17       1.675091199219e-10       1.671967539147e-11      -1.090695898354e-14 
   29       1.398756307247e-10       2.586543850496e-15       2.503417850727e-13       3.308246253235e-17       1.567399515996e-10       1.575202128016e-11      -8.416221218818e-15 
   30       1.420818377910e-10       2.908513045190e-15       2.544333833177e-13       3.539239459942e-17       1.469623541127e-10       1.487426048040e-11      -6.562174651809e-15 
   31       1.443133599994e-10       3.257891261647e-15       2.576874577331e-13       3.778175579293e-17       1.379762330595e-10       1.405644411113e-11      -5.921647304051e-15 
   32       1.465746625596e-10       3.635598894061e-15       2.600727752832e-13       4.025064462576e-17       1.297348335829e-10       1.329443741678e-11      -6.347048845445e-15 
   33       1.488690349796e-10       4.042383730499e-15       2.615148577997e-13       4.279915678949e-17       1.221795501257e-10       1.258732962306e-11      -7.380099070693e-15 
   34       1.511922845399e-10       4.478951270794e-15       2.619209757258e-13       4.542738386706e-17       1.152042513981e-10       1.193038845746e-11      -8.498715416307e-15 
   35       1.535437037275e-10       4.946208008675e-15       2.611504297995e-13       4.813541856937e-17       1.087729856361e-10       1.132311683208e-11      -9.404542191223e-15 
   36       1.559171380905e-10       5.445095645743e-15       2.590311384906e-13       5.092335144356e-17       1.028338998105e-10       1.076320635953e-11      -9.826973163906e-15 
   37       1.583027474594e-10       5.976501008502e-15       2.554037281624e-13       5.379126908204e-17       9.730940305705e-11       1.024558276987e-11      -9.540526873032e-15 
   38       1.607063122537e-10       6.541176079542e-15       2.502522214379e-13       5.673925235417e-17       9.218509307682e-11       9.767837173998e-12      -8.695491567413e-15 
   39       1.631351841282e-10       7.139784772209e-15       2.436170299344e-13       5.976737771669e-17       8.744461215009e-11       9.326035623172e-12      -7.600066571396e-15 
   40       1.655924850531e-10       7.772918363195e-15       2.355617803868e-13       6.287571776287e-17       8.304260281663e-11       8.912907994691e-12      -6.638141677770e-15 
   41       1.680782237096e-10       8.441131114481e-15       2.261485247423e-13       6.606433845225e-17       7.892048313723e-11       8.520240191572e-12      -6.168628866399e-15 
   42       1.705942715285e-10       9.145072312485e-15       2.153502703951e-13       6.933328957625e-17       7.506602780742e-11       8.147657249858e-12      -6.172280173731e-15 
   43       1.731401734815e-10       9.885389351473e-15       2.031123522465e-13       7.268261128613e-17       7.146892633614e-11       7.796230369312e-12      -6.498133929954e-15 
   44       1.757112994150e-10       1.066268928572e-14       1.893757948207e-13       7.611233651925e-17       6.810290570634e-11       7.465959479938e-12      -6.956833064320e-15 
   45       1.783015184136e-10       1.147753684968e-14       1.740831434014e-13       7.962248738924e-17       6.493509582704e-11       7.156059750824e-12      -7.362633873978e-15 
   46       1.809130816145e-10       1.233045230150e-14       1.571989590586e-13       8.321306339734e-17       6.196045807415e-11       6.866147290919e-12      -7.679990673108e-15 
   47       1.835490397554e-10       1.322190969450e-14       1.386947847184e-13       8.688404946043e-17       5.917548878429e-11       6.595246208817e-12      -7.916764837060e-15 
