# dimensionless total lensed [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
    2       1.369838619623e-10       4.143188405400e-15       3.534965651104e-13       2.238762933706e-19       8.178616065870e-09       4.432878091482e-10      -1.839476563975e-12 
    3       1.297859379608e-10       5.312323139201e-15       3.963672155469e-13       4.478455120794e-19       5.036200983651e-09       3.146765889853e-10      -1.394521810635e-12 
    4       1.229500417787e-10       4.599808188143e-15       3.704596606338e-13       7.466138217951e-19       3.505192567291e-09       2.381274905623e-10      -9.139546662653e-13 
    5       1.178380214516e-10       3.072490515370e-15       3.153603894179e-13       1.120299984438e-18       2.616080548433e-09       1.879547325459e-10      -5.092554179736e-13 
    6       1.143404510492e-10       1.719533706876e-15       2.538235279040e-13       1.569048155758e-18       2.042615360861e-09       1.528269037080e-10      -2.108756369525e-13 
    7       1.120647094363e-10       9.288848390206e-16       1.991497856760e-13       2.093025214099e-18       1.646571124133e-09       1.270394841187e-10      -2.033784198407e-14 
    8       1.107503142234e-10       5.983220710890e-16       1.571465176605e-13       2.692417739117e-18       1.358964696507e-09       1.075036532564e-10       7.713111439053e-14 
    9       1.101668427341e-10       4.801417512618e-16       1.290715954199e-13       3.367428729896e-18       1.142424394315e-09       9.239761139372e-11       1.047046914442e-13 
   10       1.100623513138e-10       4.103020939085e-16       1.135826176036e-13       4.118274158174e-18       9.751763901777e-10       8.046822704093e-11       8.812997851250e-14 
   11       1.104043544491e-10       3.466369796649e-16       1.080048886099e-13       4.945179455390e-18       8.230220425684e-10       7.116590146441e-11       5.148704480173e-14 
   12       1.110309342664e-10       3.039696521387e-16       1.092428345257e-13       5.848376031732e-18       7.187626046304e-10       6.290905065721e-11       1.219900560508e-14 
   13       1.118839202348e-10       2.931028113005e-16       1.146141645974e-13       6.828097921511e-18       6.332132078873e-10       5.622401055939e-11      -1.771675804321e-14 
   14       1.129584368055e-10       3.063102309505e-16       1.221227083437e-13       7.884578642107e-18       5.620718401365e-10       5.046120650532e-11      -3.399291872754e-14 
   15       1.142050021828e-10       3.321690833275e-16       1.304013104020e-13       9.018048343719e-18       5.022151016090e-10       4.558288576595e-11      -3.692738817723e-14 
   16       1.155488873214e-10       3.683808854403e-16       1.388300387337e-13       1.022873131465e-17       4.513442919418e-10       4.136472408480e-11      -3.036642802085e-14 
   17       1.170249883829e-10       4.202809081823e-16       1.472912288956e-13       1.151684389230e-17       4.077237012360e-10       3.767697986784e-11      -1.944179328803e-14 
   18       1.185800703369e-10       4.931009278464e-16       1.558996571005e-13       1.288259263765e-17       3.698788478328e-10       3.448129614165e-11      -8.997891591112e-15 
   19       1.202277936900e-10       5.871759036778e-16       1.648536728366e-13       1.432617402497e-17       3.372038257768e-10       3.172459394715e-11      -1.634875796852e-15 
   20       1.219584340696e-10       7.005869330606e-16       1.743398020895e-13       1.584777174999e-17       3.084360627706e-10       2.927106194926e-11       9.233224613377e-16 
   21       1.237642720585e-10       8.327467021744e-16       1.843416942331e-13       1.744755916915e-17       2.831209904317e-10       2.707234232679e-11      -7.636159836786e-16 
   22       1.256098625781e-10       9.831991326106e-16       1.946917324281e-13       1.912569634779e-17       2.606500864591e-10       2.507883082450e-11      -4.951608691478e-15 
   23       1.275097111982e-10       1.152067549320e-15       2.050266239180e-13       2.088233388529e-17       2.407126875074e-10       2.329547676022e-11      -9.886941784007e-15 
   24       1.294708636337e-10       1.339538916909e-15       2.148827066355e-13       2.271760991191e-17       2.228462775258e-10       2.171787541966e-11      -1.370435893123e-14 
   25       1.314848173714e-10       1.546045779391e-15       2.239875004833e-13       2.463165553715e-17       2.068394478151e-10       2.030651052480e-11      -1.560596583255e-14 
   26       1.335255364085e-10       1.772245149950e-15       2.321349291472e-13       2.662459123016e-17       1.924011795967e-10       1.900151431309e-11      -1.530030767587e-14 
   27       1.356003808641e-10       2.019820279698e-15       2.392421929477e-13       2.869653204404e-17       1.793573738399e-10       1.780405972162e-11      -1.340242262224e-14 
   28       1.377167100659e-10       2.290791140553e-15       2.452882138348e-13       3.084758514118e-17       1.674822842071e-10       1.672429731169e-11      -1.089662583634e-14 
   29       1.398814186261e-10       2.586614833370e-15       2.503126343207e-13       3.307785826587e-17       1.567147618930e-10       1.575661524143e-11      -8.406584642507e-15 
   30       1.420881050426e-10       2.908597177751e-15       2.544039185018e-13       3.538745269135e-17       1.469386679720e-10       1.487880181920e-11      -6.553050879087e-15 
   31       1.443199827999e-10       3.257986646336e-15       2.576575220406e-13       3.777646318286e-17       1.379539365788e-10       1.406076595640e-11      -5.912633206321e-15 
   32       1.465815342957e-10       3.635704423047e-15       2.600422878427e-13       4.024498861061e-17       1.297138183436e-10       1.329843895398e-11      -6.337927200807e-15 
   33       1.488761151999e-10       4.042499822162e-15       2.614838959753e-13       4.279312512361e-17       1.221597148231e-10       1.259106289185e-11      -7.371022366262e-15 
   34       1.511995955034e-10       4.479079881095e-15       2.618897565091e-13       4.542096485105e-17       1.151855090376e-10       1.193404577992e-11      -8.490176717024e-15 
   35       1.535512472947e-10       4.946351221292e-15       2.611190795798e-13       4.812860104139e-17       1.087552539873e-10       1.132684116247e-11      -9.396910646621e-15 
   36       1.559248640463e-10       5.445255188716e-15       2.589995981969e-13       5.091612484376e-17       1.028171042058e-10       1.076701508958e-11      -9.820308923743e-15 
   37       1.583105588354e-10       5.976678211248e-15       2.553717649836e-13       5.378362349144e-17       9.729348040307e-11       1.024937030435e-11      -9.534589207531e-15 
   38       1.607141283128e-10       6.541372086555e-15       2.502196247049e-13       5.673117834022e-17       9.216998237003e-11       9.771495507769e-12      -8.690034588434e-15 
   39       1.631429649963e-10       7.140000577215e-15       2.435836839683e-13       5.975886631142e-17       8.743025490202e-11       9.329495334220e-12      -7.594941369024e-15 
   40       1.656002417432e-10       7.773154771647e-15       2.355276902781e-13       6.286676049313e-17       8.302894760101e-11       8.916148513586e-12      -6.633323863436e-15 
   41       1.680860131495e-10       8.441388726285e-15       2.261138143278e-13       6.605492730075e-17       7.890748761542e-11       8.523288682439e-12      -6.164213085563e-15 
   42       1.706021391884e-10       9.145351578871e-15       2.153150817543e-13       6.932341670769e-17       7.505365124609e-11       8.150547240355e-12      -6.168358093910e-15 
   43       1.731481324263e-10       9.885690577997e-15       2.030768145515e-13       7.267226893214e-17       7.145712920674e-11       7.798988667569e-12      -6.494753972449e-15 
   44       1.757193230967e-10       1.066301261408e-14       1.893400196792e-13       7.610151692145e-17       6.809165212964e-11       7.468603875836e-12      -6.953991247583e-15 
   45       1.783095444822e-10       1.147788231373e-14       1.740472137734e-13       7.961118270594e-17       6.492435463303e-11       7.158598952666e-12      -7.360274561033e-15 
   46       1.809210537272e-10       1.233082013409e-14       1.571628972993e-13       8.320126549897e-17       6.195019874983e-11       6.868588727766e-12      -7.678041809095e-15 
   47       1.835569220134e-10       1.322230045725e-14       1.386585347497e-13       8.687174979505e-17       5.916568134002e-11       6.597598056982e-12      -7.915148107654e-15 
   48       1.862180188489e-10       1.415274968460e-14       1.185068364585e-13       9.062260822723e-17       5.655845286133e-11       6.343637620076e-12      -8.082465475799e-15 
   49       1.889028038709e-10       1.512254433125e-14       9.668172473493e-14       9.445380122184e-17       5.410665974769e-11       6.103630810319e-12      -8.194069903010e-15 
   50       1.916088781932e-10       1.613197860603e-14       7.315664078511e-14       9.836527669173e-17       5.178551718073e-11       5.874305491252e-12      -8.267427050207e-15 
   51       1.943386179000e-10       1.718116119847e-14       4.789900226087e-14       1.023569698190e-16       4.959065637313e-11       5.655324245309e-12      -8.323574781336e-15 
   52       1.970947098188e-10       1.827008718180e-14       2.087418273609e-14       1.064288026164e-16       4.751997790233e-11       5.446877419965e-12      -8.387313535026e-15 
   53       1.998784032018e-10       1.939866281639e-14      -7.953069860041e-15       1.105806835484e-16       4.556666536854e-11       5.248765474755e-12      -8.487394587562e-15 
   54       2.026893843319e-10       2.056670220809e-14      -3.861874518944e-14       1.148125071876e-16       4.371886802704e-11       5.060371276369e-12      -8.656707055789e-15 
   55       2.055266735468e-10       2.177399712326e-14      -7.115292785666e-14       1.191241621043e-16       4.196331025705e-11       4.880918397953e-12      -8.921816813986e-15 
   56       2.083918645387e-10       2.302055439872e-14      -1.055576805977e-13       1.235155576161e-16       4.029789705617e-11       4.710384628022e-12      -9.268111613666e-15 
   57       2.112864701267e-10       2.430641165647e-14      -1.418238628835e-13       1.279866030817e-16       3.872168412693e-11       4.548766869461e-12      -9.666324813541e-15 
   58       2.142108866411e-10       2.563156883371e-14      -1.799372562099e-13       1.325372002281e-16       3.723106460448e-11       4.395798816600e-12      -1.008220194472e-14 
   59       2.171643083628e-10       2.699598769156e-14      -2.198784128782e-13       1.371672431283e-16       3.581960468257e-11       4.250934393338e-12      -1.047627285313e-14 
   60       2.201446419624e-10       2.839959132369e-14      -2.616225047756e-13       1.418766181778e-16       3.447787923941e-11       4.113331191262e-12      -1.080362384190e-14 
   61       2.231496166039e-10       2.984218008029e-14      -3.051443441947e-13       1.466652192118e-16       3.319608584456e-11       3.982085683112e-12      -1.102430801443e-14 
   62       2.261805989938e-10       3.132315839898e-14      -3.504351053337e-13       1.515329968703e-16       3.197294428336e-11       3.857038026388e-12      -1.113782236645e-14 
   63       2.292394867289e-10       3.284174550721e-14      -3.974891048561e-13       1.564799203239e-16       3.080851203254e-11       3.738119339321e-12      -1.115600032889e-14 
   64       2.323275415156e-10       3.439705051521e-14      -4.462989736808e-13       1.615059635602e-16       2.970150744223e-11       3.625107462714e-12      -1.109316396154e-14 
   65       2.354453415465e-10       3.598806927253e-14      -4.968556698677e-13       1.666111058419e-16       2.864923351783e-11       3.517618386705e-12      -1.096623363753e-14 
   66       2.385927338775e-10       3.761368122467e-14      -5.491484915031e-13       1.717953321644e-16       2.764750170184e-11       3.415097677524e-12      -1.079483772781e-14 
   67       2.417687868041e-10       3.927264626965e-14      -6.031650895845e-13       1.770586337133e-16       2.669055565568e-11       3.316811904259e-12      -1.060142228557e-14 
   68       2.449724808800e-10       4.096372451716e-14      -6.588907073015e-13       1.824010161795e-16       2.577260694383e-11       3.222041171403e-12      -1.040686164154e-14 
   69       2.482050510170e-10       4.268607077114e-14      -7.163056900824e-13       1.878225256369e-16       2.489297379359e-11       3.130721181985e-12      -1.021601221142e-14 
   70       2.514680355837e-10       4.443891470007e-14      -7.753874918469e-13       1.933232287546e-16       2.405185144590e-11       3.042916469759e-12      -1.002941510215e-14 
   71       2.547625515374e-10       4.622144500665e-14      -8.361113971942e-13       1.989032060499e-16       2.324875801651e-11       2.958627436119e-12      -9.847530920426e-15 
   72       2.580892656912e-10       4.803280942766e-14      -8.984505145021e-13       2.045625525473e-16       2.248249950300e-11       2.877786920244e-12      -9.670734390934e-15 
   73       2.614483659820e-10       4.987211473388e-14      -9.623757690280e-13       2.103013784370e-16       2.175113479169e-11       2.800256769218e-12      -9.499308974590e-15 
   74       2.648395327384e-10       5.173842672989e-14      -1.027855896008e-12       2.161198097333e-16       2.105194066465e-11       2.725824408172e-12      -9.333441486803e-15 
