# Matter power spectrum P(k) at redshift z=0
# for k=1.04914e-05 to 1.70191 h/Mpc,
# number of wavenumbers equal to 680
#    1:k (h/Mpc)              2:P (Mpc/h)^3        
       1.213758777799e-02       2.301367842205e+04 
       1.226662166785e-02       2.307658511064e+04 
       1.239569228027e-02       2.313715139776e+04 
       1.252479944452e-02       2.319540911337e+04 
       1.265394301988e-02       2.325138354252e+04 
       1.278312289470e-02       2.330509846926e+04 
       1.291233898558e-02       2.335659658088e+04 
       1.304159123653e-02       2.340589235021e+04 
       1.310672406115e-02       2.342990721852e+04 
       1.317087961827e-02       2.345302242289e+04 
       1.330020412758e-02       2.349800176681e+04 
       1.342956478664e-02       2.354087170329e+04 
       1.355896164247e-02       2.358164306313e+04 
       1.368839476642e-02       2.362034809361e+04 
       1.381786425366e-02       2.365700881181e+04 
       1.394737022276e-02       2.369167351059e+04 
       1.407691281529e-02       2.372433512637e+04 
       1.420649219545e-02       2.375504193530e+04 
       1.433610854974e-02       2.378380215859e+04 
       1.438325664242e-02       2.379378376095e+04 
       1.446576208666e-02       2.381066253254e+04 
       1.459545303647e-02       2.383561890434e+04 
       1.472518165094e-02       2.385871985417e+04 
       1.485494820314e-02       2.387998015177e+04 
       1.498475298729e-02       2.389943332710e+04 
       1.511459631860e-02       2.391708381222e+04 
       1.524447853315e-02       2.393297007865e+04 
       1.537439998778e-02       2.394711055445e+04 
       1.550436106005e-02       2.395952906085e+04 
       1.563436214815e-02       2.397024948523e+04 
       1.573400623423e-02       2.397733176918e+04 
       1.576440367091e-02       2.397929849742e+04 
       1.589448606776e-02       2.398667718674e+04 
       1.602460979877e-02       2.399244087119e+04 
       1.615477534468e-02       2.399659646308e+04 
       1.628498320695e-02       2.399915292518e+04 
       1.641523390784e-02       2.400014731811e+04 
       1.654552799050e-02       2.399959894806e+04 
       1.667586601909e-02       2.399754472582e+04 
       1.680624857889e-02       2.399396700148e+04 
       1.693667627647e-02       2.398892280631e+04 
       1.706714973986e-02       2.398240484073e+04 
       1.719766961871e-02       2.397446626381e+04 
       1.732823658449e-02       2.396510343226e+04 
       1.736678046608e-02       2.396207434520e+04 
       1.745885133075e-02       2.395434479415e+04 
       1.758951457330e-02       2.394220817750e+04 
       1.772022705050e-02       2.392871902111e+04 
       1.785098952350e-02       2.391389046628e+04 
       1.798180277655e-02       2.389774858171e+04 
       1.811266761727e-02       2.388030691429e+04 
       1.824358487701e-02       2.386159215519e+04 
       1.837455541114e-02       2.384159402003e+04 
       1.850558009944e-02       2.382038349652e+04 
       1.863665984643e-02       2.379794732608e+04 
       1.876779558179e-02       2.377432005971e+04 
       1.889898826073e-02       2.374949425190e+04 
       1.899955469794e-02       2.372969467595e+04 
       1.903023886445e-02       2.372351392732e+04 
       1.916154840051e-02       2.369638643483e+04 
       1.929291790338e-02       2.366814017585e+04 
       1.942434843482e-02       2.363876665985e+04 
       1.955584108440e-02       2.360832586522e+04 
       1.968739697006e-02       2.357678434542e+04 
       1.981901723855e-02       2.354421547578e+04 
       1.995070306604e-02       2.351059007826e+04 
       2.008245565866e-02       2.347595072121e+04 
       2.021427625309e-02       2.344030069159e+04 
       2.034616611718e-02       2.340365725404e+04 
       2.047812655052e-02       2.336606991284e+04 
       2.061015888518e-02       2.332754632658e+04 
       2.074226448630e-02       2.328806945277e+04 
       2.087444475280e-02       2.324767238341e+04 
       2.092919697195e-02       2.323065459288e+04 
       2.100670111812e-02       2.320633992829e+04 
       2.113903505092e-02       2.316416030624e+04 
       2.127144805586e-02       2.312111729359e+04 
       2.140394167439e-02       2.307719021316e+04 
       2.153651748553e-02       2.303245335922e+04 
       2.166917710675e-02       2.298688993803e+04 
       2.180192219477e-02       2.294049557384e+04 
       2.193475444651e-02       2.289330174044e+04 
       2.206767559996e-02       2.284538234960e+04 
       2.220068743517e-02       2.279668766319e+04 
       2.233379177515e-02       2.274721188947e+04 
       2.246699048697e-02       2.269705813040e+04 
       2.260028548271e-02       2.264616999504e+04 
       2.273367872060e-02       2.259455969179e+04 
       2.286717220604e-02       2.254229309394e+04 
       2.300076799284e-02       2.248933306907e+04 
       2.300727326703e-02       2.248673966294e+04 
       2.313446818429e-02       2.243574346994e+04 
       2.326827493443e-02       2.238147928594e+04 
       2.340219044929e-02       2.232659561207e+04 
       2.353621698815e-02       2.227108831142e+04 
       2.367035686489e-02       2.221499582637e+04 
       2.380461244935e-02       2.215828845710e+04 
       2.393898616874e-02       2.210106036981e+04 
       2.407348050910e-02       2.204319623288e+04 
       2.420809801681e-02       2.198483395771e+04 
       2.434284130013e-02       2.192593108301e+04 
       2.447771303079e-02       2.186650975580e+04 
       2.461271594569e-02       2.180655313530e+04 
       2.474785284856e-02       2.174605439698e+04 
       2.488312661173e-02       2.168513728157e+04 
       2.501854017798e-02       2.162374196812e+04 
       2.515409656238e-02       2.156185545441e+04 
       2.523378358320e-02       2.152531007254e+04 
       2.528979885426e-02       2.149955227846e+04 
       2.542565021923e-02       2.143679803625e+04 
       2.556165390121e-02       2.137367157641e+04 
       2.569781322460e-02       2.131004958066e+04 
       2.583413159652e-02       2.124605452169e+04 
       2.597061250905e-02       2.118164371694e+04 
       2.610725954164e-02       2.111690353492e+04 
       2.624407636356e-02       2.105175821731e+04 
       2.638106673641e-02       2.098628403931e+04 
       2.651823451678e-02       2.092044223771e+04 
       2.665558365894e-02       2.085425487297e+04 
       2.679311821767e-02       2.078777903794e+04 
       2.693084235114e-02       2.072094474284e+04 
       2.706876032400e-02       2.065381728647e+04 
       2.720687651041e-02       2.058639801187e+04 
       2.734519539736e-02       2.051870245007e+04 
       2.748372158798e-02       2.045074758701e+04 
       2.760872792044e-02       2.038924513998e+04 
       2.762245980503e-02       2.038241006921e+04 
       2.776141489452e-02       2.031397082996e+04 
       2.790059182944e-02       2.024519482016e+04 
       2.803999571364e-02       2.017623614045e+04 
       2.817963178587e-02       2.010697730066e+04 
       2.831950542397e-02       2.003750431234e+04 
       2.845962214918e-02       1.996789298348e+04 
       2.859998763070e-02       1.989798560425e+04 
       2.874060769032e-02       1.982799558160e+04 
       2.888148830734e-02       1.975774205898e+04 
       2.902263562361e-02       1.968730080212e+04 
       2.916405594880e-02       1.961670595882e+04 
       2.930575576584e-02       1.954592570940e+04 
       2.944774173670e-02       1.947510020619e+04 
       2.959002070822e-02       1.940397268918e+04 
       2.973259971836e-02       1.933279269295e+04 
       2.987548600260e-02       1.926147785377e+04 
       3.001868700063e-02       1.919004101991e+04 
       3.016221036333e-02       1.911844886981e+04 
       3.030606396007e-02       1.904680833893e+04 
       3.042897432091e-02       1.898558057677e+04 
       3.045025588629e-02       1.897498797301e+04 
       3.059479447139e-02       1.890306995655e+04 
       3.073968828704e-02       1.883112273886e+04 
       3.088494615577e-02       1.875909811941e+04 
       3.103057715999e-02       1.868691507494e+04 
       3.117659065141e-02       1.861471630580e+04 
       3.132299626087e-02       1.854243291210e+04 
       3.146980390863e-02       1.847005826990e+04 
       3.161702381513e-02       1.839769279711e+04 
       3.176466651225e-02       1.832522175709e+04 
       3.191274285512e-02       1.825273827980e+04 
       3.206126403442e-02       1.818026158123e+04 
       3.221024158936e-02       1.810766964789e+04 
       3.235968742123e-02       1.803511833478e+04 
       3.250961380762e-02       1.796247171192e+04 
       3.266003341733e-02       1.788985208100e+04 
       3.281095932605e-02       1.781717654800e+04 
       3.296240503280e-02       1.774448887100e+04 
       3.311438447722e-02       1.767178540295e+04 
       3.326691205771e-02       1.759911208769e+04 
       3.339765474247e-02       1.753704528940e+04 
       3.342000265058e-02       1.752648353701e+04 
       3.357367163013e-02       1.745375961676e+04 
       3.372793488981e-02       1.738112944426e+04 
       3.388280886453e-02       1.730854410594e+04 
       3.403831055414e-02       1.723583172252e+04 
       3.419445754825e-02       1.716320824262e+04 
       3.435126805230e-02       1.709063367597e+04 
       3.450876091524e-02       1.701799593115e+04 
       3.466695565864e-02       1.694545668643e+04 
       3.482587250749e-02       1.687294490971e+04 
       3.498553242283e-02       1.680040824885e+04 
       3.514595713621e-02       1.672795446860e+04 
       3.530716918621e-02       1.665552810504e+04 
       3.546919195713e-02       1.658313765532e+04 
       3.563204972004e-02       1.651080413433e+04 
       3.579576767628e-02       1.643844140989e+04 
       3.596037200369e-02       1.636616958143e+04 
       3.612588990574e-02       1.629393620223e+04 
       3.629234966372e-02       1.622176076295e+04 
       3.645978069229e-02       1.614954861590e+04 
       3.662821359868e-02       1.607744258390e+04 
       3.666320320617e-02       1.606254708691e+04 
       3.679768024570e-02       1.600539012406e+04 
       3.696821381902e-02       1.593334774000e+04 
       3.713984889893e-02       1.586140361258e+04 
       3.731262153701e-02       1.578943541667e+04 
       3.748656933816e-02       1.571755689359e+04 
       3.766173154827e-02       1.564568044236e+04 
       3.783814914825e-02       1.557386284275e+04 
       3.801586495476e-02       1.550209931691e+04 
       3.819492372832e-02       1.543036541908e+04 
       3.837537228944e-02       1.535864806247e+04 
       3.855725964349e-02       1.528699567636e+04 
       3.874063711508e-02       1.521534203795e+04 
       3.892555849285e-02       1.514376543258e+04 
       3.911208018565e-02       1.507215462980e+04 
       3.930026139116e-02       1.500059761414e+04 
       3.949016427820e-02       1.492908740037e+04 
       3.968185418402e-02       1.485757186134e+04 
       3.987539982806e-02       1.478610607078e+04 
       4.007087354392e-02       1.471456975824e+04 
       4.022561971204e-02       1.465848110487e+04 
       4.026835153130e-02       1.464308853076e+04 
       4.046791413003e-02       1.457157565174e+04 
       4.066964611867e-02       1.450009299543e+04 
       4.087363704004e-02       1.442860953679e+04 
       4.107998155690e-02       1.435707562512e+04 
       4.128877984104e-02       1.428554152402e+04 
       4.150013799955e-02       1.421395171588e+04 
       4.171416854260e-02       1.414233546186e+04 
       4.193099089763e-02       1.407069883577e+04 
       4.215073197543e-02       1.399894566701e+04 
       4.237352679457e-02       1.392718325667e+04 
       4.259951917135e-02       1.385533101808e+04 
       4.282886248357e-02       1.378338740454e+04 
       4.306172051770e-02       1.371139203451e+04 
       4.329826841052e-02       1.363924684958e+04 
       4.353869369775e-02       1.356698094929e+04 
       4.378319748458e-02       1.349458986224e+04 
       4.403199575510e-02       1.342203530250e+04 
       4.408490426006e-02       1.340671784782e+04 
       4.428532084046e-02       1.334932486709e+04 
       4.454342306915e-02       1.327642938700e+04 
       4.480657262660e-02       1.320335194483e+04 
       4.507506165601e-02       1.313002477444e+04 
       4.534920663839e-02       1.305649684127e+04 
       4.562935109630e-02       1.298268051643e+04 
       4.591586867463e-02       1.290858009919e+04 
       4.620916666141e-02       1.283414858815e+04 
       4.650969002471e-02       1.275943062670e+04 
       4.681792605634e-02       1.268430547513e+04 
       4.713440973217e-02       1.260876666078e+04 
       4.745972992185e-02       1.253275914648e+04 
       4.779453660943e-02       1.245630898113e+04 
       4.813954932205e-02       1.237930519065e+04 
       4.838949087131e-02       1.232464494740e+04 
       4.849556700865e-02       1.230171588010e+04 
       4.886347966642e-02       1.222348492658e+04 
       4.924428208355e-02       1.214458563538e+04 
       4.963909015616e-02       1.206487595038e+04 
       5.004916035045e-02       1.198433996870e+04 
       5.047591302549e-02       1.190285555332e+04 
       5.092096051564e-02       1.182032885515e+04 
       5.138614110603e-02       1.173666687714e+04 
       5.187356033241e-02       1.165165260266e+04 
       5.238564141450e-02       1.156523948082e+04 
       5.292518710568e-02       1.147715653405e+04 
       5.313937954579e-02       1.144300144104e+04 
       5.349545582711e-02       1.138722893100e+04 
       5.410025565404e-02       1.129514757753e+04 
       5.474406051588e-02       1.120062980496e+04 
       5.543215377302e-02       1.110321038414e+04 
       5.617080492635e-02       1.100242943234e+04 
       5.696748511466e-02       1.089761084370e+04 
       5.783112525092e-02       1.078789565433e+04 
       5.833457028351e-02       1.072559148943e+04 
       5.877241515585e-02       1.067226032721e+04 
       5.980412916182e-02       1.054919794375e+04 
       6.094143696170e-02       1.041687093772e+04 
       6.220210812793e-02       1.027267863700e+04 
       6.360643332416e-02       1.011320254150e+04 
       6.412349710554e-02       1.005439690238e+04 
       6.517656240241e-02       9.933990826883e+03 
       6.693483700313e-02       9.729403896418e+03 
       6.890070873006e-02       9.492801539520e+03 
       7.035772599080e-02       9.310754643128e+03 
       7.108625259998e-02       9.217380478023e+03 
       7.349133293785e-02       8.897696829491e+03 
       7.610074652620e-02       8.532036534963e+03 
       7.718569096037e-02       8.375034752235e+03 
       7.888571176651e-02       8.124454778803e+03 
       8.180978526572e-02       7.685404849899e+03 
       8.475582603533e-02       7.242438312625e+03 
       8.483630090989e-02       7.230441810349e+03 
       8.793386356658e-02       6.777415397330e+03 
       9.107852944791e-02       6.343491723572e+03 
       9.306813121567e-02       6.087487650084e+03 
       9.425345401682e-02       5.942882391707e+03 
       9.744741278821e-02       5.585456447514e+03 
       1.006531854618e-01       5.276424592806e+03 
       1.021226065014e-01       5.151521430093e+03 
       1.038662302357e-01       5.016549335504e+03 
       1.070837297020e-01       4.802851747871e+03 
       1.103039510245e-01       4.629439408900e+03 
       1.122161199347e-01       4.542386501377e+03 
       1.135258339173e-01       4.488406506974e+03 
       1.167487315760e-01       4.370695530515e+03 
       1.199722500857e-01       4.266967736684e+03 
       1.231961497207e-01       4.168403905561e+03 
       1.232002374944e-01       4.168272240109e+03 
       1.264202845944e-01       4.067463106411e+03 
       1.296445658730e-01       3.958500588294e+03 
       1.328689393931e-01       3.838164705647e+03 
       1.352233932017e-01       3.742483598983e+03 
       1.360933720583e-01       3.705518638835e+03 
       1.393178435769e-01       3.561833213884e+03 
       1.425423414447e-01       3.410175368058e+03 
       1.457668578978e-01       3.254771304768e+03 
       1.484340210776e-01       3.126776390749e+03 
       1.489913880635e-01       3.100362792974e+03 
       1.522159288356e-01       2.951557180793e+03 
       1.554404781919e-01       2.812353472592e+03 
       1.586650347785e-01       2.685761596291e+03 
       1.618895976566e-01       2.573631637404e+03 
       1.651141661482e-01       2.476608614813e+03 
       1.683387397415e-01       2.394216591553e+03 
       1.715633180328e-01       2.325025009174e+03 
       1.747879006909e-01       2.266870661031e+03 
       1.780124874345e-01       2.217119393384e+03 
       1.812370780179e-01       2.172919519402e+03 
       1.844616722226e-01       2.131771123423e+03 
       1.876862698509e-01       2.091128578358e+03 
       1.909108707221e-01       2.048484131689e+03 
       1.941354746699e-01       2.002418181061e+03 
       1.973600815401e-01       1.952253354386e+03 
       2.005846911893e-01       1.898024681045e+03 
       2.038093034838e-01       1.840409020896e+03 
       2.070339182986e-01       1.780526517491e+03 
       2.102585355165e-01       1.719783788450e+03 
       2.134831550277e-01       1.659670295364e+03 
       2.167077767290e-01       1.601586256149e+03 
       2.199324005231e-01       1.546733586818e+03 
       2.231570263188e-01       1.496000157648e+03 
       2.263816540298e-01       1.449930013857e+03 
       2.296062835750e-01       1.408715311851e+03 
       2.328309148774e-01       1.372217833501e+03 
       2.360555478648e-01       1.340015037137e+03 
       2.392801824683e-01       1.311460810244e+03 
       2.425048186233e-01       1.285759702900e+03 
       2.457294562681e-01       1.262041278155e+03 
       2.489540953445e-01       1.239446234811e+03 
       2.521787357973e-01       1.217161292432e+03 
       2.554033775740e-01       1.194553068954e+03 
       2.586280206247e-01       1.171145048601e+03 
       2.618526649022e-01       1.146677546467e+03 
       2.650773103613e-01       1.121089599838e+03 
       2.683019569593e-01       1.094540517196e+03 
       2.715266046552e-01       1.067323690333e+03 
       2.747512534102e-01       1.039849310866e+03 
       2.779759031873e-01       1.012572887226e+03 
       2.812005539511e-01       9.859575056377e+02 
       2.844252056678e-01       9.604120736082e+02 
       2.876498583052e-01       9.362482678011e+02 
       2.908745118325e-01       9.136876970813e+02 
       2.940991662203e-01       8.928199046793e+02 
       2.973238214405e-01       8.736234039253e+02 
       3.005484774660e-01       8.559853600568e+02 
       3.037731342712e-01       8.397025051752e+02 
       3.069977918313e-01       8.245250314240e+02 
       3.102224501226e-01       8.101712905642e+02 
       3.134471091226e-01       7.963631686190e+02 
       3.166717688093e-01       7.828455415064e+02 
       3.198964291620e-01       7.694038857461e+02 
       3.231210901606e-01       7.558803540236e+02 
       3.263457517858e-01       7.421787436696e+02 
       3.295704140193e-01       7.282660650261e+02 
       3.327950768432e-01       7.141686621366e+02 
       3.360197402404e-01       6.999583720054e+02 
       3.392444041945e-01       6.857470496881e+02 
       3.424690686897e-01       6.716626397231e+02 
       3.456937337108e-01       6.578383088419e+02 
       3.489183992432e-01       6.444027965314e+02 
       3.521430652727e-01       6.314598603067e+02 
       3.553677317858e-01       6.190849032490e+02 
       3.585923987693e-01       6.073230495242e+02 
       3.618170662106e-01       5.961792372322e+02 
       3.650417340975e-01       5.856289676655e+02 
       3.682664024183e-01       5.756204354089e+02 
       3.714910711616e-01       5.660798421008e+02 
       3.747157403165e-01       5.569200688630e+02 
       3.779404098723e-01       5.480561686189e+02 
       3.811650798190e-01       5.394011914776e+02 
       3.843897501465e-01       5.308857510863e+02 
       3.876144208453e-01       5.224519177397e+02 
       3.908390919063e-01       5.140626290112e+02 
       3.940637633204e-01       5.057001276907e+02 
       3.972884350791e-01       4.973638928396e+02 
       4.005131071740e-01       4.890689920420e+02 
       4.037377795970e-01       4.808415931647e+02 
       4.069624523403e-01       4.727133203672e+02 
       4.101871253963e-01       4.647220715697e+02 
       4.134117987576e-01       4.568970067253e+02 
       4.166364724172e-01       4.492710463103e+02 
       4.198611463681e-01       4.418646464923e+02 
       4.230858206036e-01       4.346919886535e+02 
       4.263104951173e-01       4.277596802624e+02 
       4.295351699029e-01       4.210649524293e+02 
       4.327598449543e-01       4.145988287234e+02 
       4.359845202655e-01       4.083446363939e+02 
       4.392091958309e-01       4.022826364997e+02 
       4.424338716447e-01       3.963901287609e+02 
       4.456585477017e-01       3.906416323125e+02 
       4.488832239966e-01       3.850173758127e+02 
       4.521079005242e-01       3.794926720885e+02 
       4.553325772796e-01       3.740512131102e+02 
       4.585572542580e-01       3.686795365829e+02 
       4.617819314546e-01       3.633696385980e+02 
       4.650066088650e-01       3.581173171921e+02 
       4.682312864847e-01       3.529241469201e+02 
       4.714559643094e-01       3.477949226768e+02 
       4.746806423348e-01       3.427383730400e+02 
       4.779053205570e-01       3.377642408012e+02 
       4.811299989719e-01       3.328825806868e+02 
       4.843546775757e-01       3.281031764843e+02 
       4.875793563647e-01       3.234338634502e+02 
       4.908040353351e-01       3.188797814913e+02 
       4.940287144834e-01       3.144428259953e+02 
       4.972533938061e-01       3.101225589329e+02 
       5.004780732999e-01       3.059132476447e+02 
       5.037027529614e-01       3.018090837307e+02 
       5.069274327874e-01       2.978008665423e+02 
       5.101521127749e-01       2.938794648331e+02 
       5.133767929207e-01       2.900351115037e+02 
       5.166014732219e-01       2.862584682128e+02 
       5.198261536756e-01       2.825427620133e+02 
       5.230508342789e-01       2.788816739435e+02 
       5.262755150292e-01       2.752715690229e+02 
       5.295001959236e-01       2.717111764913e+02 
       5.327248769596e-01       2.681994567320e+02 
       5.359495581346e-01       2.647378169935e+02 
       5.391742394461e-01       2.613284643076e+02 
       5.423989208917e-01       2.579739330632e+02 
       5.456236024690e-01       2.546766060195e+02 
       5.488482841757e-01       2.514384549917e+02 
       5.520729660094e-01       2.482611381906e+02 
       5.552976479680e-01       2.451451076638e+02 
       5.585223300492e-01       2.420904603665e+02 
       5.617470122511e-01       2.390961631566e+02 
       5.649716945714e-01       2.361610202935e+02 
       5.681963770083e-01       2.332826803855e+02 
       5.714210595596e-01       2.304589361233e+02 
       5.746457422235e-01       2.276871016154e+02 
       5.778704249981e-01       2.249644723601e+02 
       5.810951078815e-01       2.222885099013e+02 
       5.843197908720e-01       2.196565217858e+02 
       5.875444739677e-01       2.170663185883e+02 
       5.907691571669e-01       2.145159255073e+02 
       5.939938404680e-01       2.120036634084e+02 
       5.972185238692e-01       2.095284787496e+02 
       6.004432073691e-01       2.070894725790e+02 
       6.036678909659e-01       2.046862354449e+02 
