# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 3000, i.e. number of multipoles equal to 2999
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
    2       1.370813745854e-10       4.143637159844e-15       3.532514433344e-13       0.000000000000e+00       8.207055543398e-09       4.442843856376e-10      -1.839262420304e-12 
    3       1.298554554809e-10       5.311261751637e-15       3.960527029653e-13       0.000000000000e+00       5.045034792890e-09       3.153469959678e-10      -1.393970477551e-12 
    4       1.229963192098e-10       4.597075027442e-15       3.701131041457e-13       0.000000000000e+00       3.510615585201e-09       2.386629435452e-10      -9.133827562742e-13 
    5       1.178633510004e-10       3.069190245315e-15       3.150534684667e-13       0.000000000000e+00       2.620421499335e-09       1.883773792318e-10      -5.087353656512e-13 
    6       1.143531929095e-10       1.716407381833e-15       2.535954026842e-13       0.000000000000e+00       2.046361647004e-09       1.531680244223e-10      -2.105043531072e-13 
    7       1.120718888806e-10       9.259592903665e-16       1.989973675400e-13       0.000000000000e+00       1.649980023920e-09       1.273277948883e-10      -2.013773381637e-14 
    8       1.107537042232e-10       5.952015988831e-16       1.570500664026e-13       0.000000000000e+00       1.362224164774e-09       1.077447569834e-10       7.716851587871e-14 
    9       1.101610096801e-10       4.764449751356e-16       1.290096097015e-13       0.000000000000e+00       1.145617568284e-09       9.258437099467e-11       1.046054474908e-13 
   10       1.100549801065e-10       4.058680699814e-16       1.135362151661e-13       0.000000000000e+00       9.781434136146e-10       8.060273530750e-11       8.793069472764e-14 
   11       1.103928327388e-10       3.414653498461e-16       1.079637798178e-13       0.000000000000e+00       8.251965434870e-10       7.125443867617e-11       5.121429913427e-14 
   12       1.110146917553e-10       2.980638480058e-16       1.092161733191e-13       0.000000000000e+00       7.207193389653e-10       6.298973096437e-11       1.191948377388e-14 
   13       1.118722562683e-10       2.863659575398e-16       1.146003635247e-13       0.000000000000e+00       6.349842421161e-10       5.629323039236e-11      -1.798471604443e-14 
   14       1.129351628834e-10       2.985574139330e-16       1.221038465737e-13       0.000000000000e+00       5.636810123621e-10       5.048970742029e-11      -3.427002486172e-14 
   15       1.141771074126e-10       3.232002900296e-16       1.303763984623e-13       0.000000000000e+00       5.036833591361e-10       4.559652252643e-11      -3.718131205913e-14 
