# dimensionless total lensed [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
    2       1.370221607824e-10       4.143308741903e-15       3.535899247800e-13       2.239427248543e-19       8.184136152207e-09       4.433138148724e-10      -1.839595892165e-12 
    3       1.298248958892e-10       5.312477645874e-15       3.964984089895e-13       4.479783510140e-19       5.037509738617e-09       3.146690061253e-10      -1.394593898525e-12 
    4       1.229867052924e-10       4.599848685977e-15       3.705979887985e-13       7.468351691325e-19       3.505849771644e-09       2.381189368663e-10      -9.139984706842e-13 
    5       1.178710427337e-10       3.072446795737e-15       3.154886064322e-13       1.120631915964e-18       2.616574066508e-09       1.879458467957e-10      -5.092804540357e-13 
    6       1.143696595174e-10       1.719473211283e-15       2.539304332301e-13       1.569512721399e-18       2.042994691968e-09       1.528182837812e-10      -2.108892909008e-13 
    7       1.120900425356e-10       9.288551061698e-16       1.992294851915e-13       2.093644440505e-18       1.646905142321e-09       1.270316563414e-10      -2.034693597188e-14 
    8       1.107718746111e-10       5.983322268784e-16       1.571982504653e-13       2.693213635764e-18       1.359364876674e-09       1.074962257424e-10       7.712106621353e-14 
    9       1.101847376015e-10       4.801776060486e-16       1.290987184800e-13       3.368423298729e-18       1.142855019249e-09       9.238972974828e-11       1.046903355343e-13 
   10       1.100771023186e-10       4.103477014893e-16       1.135908834275e-13       4.119489406635e-18       9.755212444948e-10       8.045956334545e-11       8.811030882086e-14 
   11       1.104162193651e-10       3.466843472247e-16       1.080009281555e-13       4.946637412461e-18       8.232296609080e-10       7.115692817222e-11       5.146272846205e-14 
   12       1.110400396186e-10       3.040163688927e-16       1.092335859659e-13       5.850098766433e-18       7.189448927421e-10       6.290069196165e-11       1.217253746648e-14 
   13       1.118909774684e-10       2.931459684928e-16       1.146051271726e-13       6.830107563147e-18       6.333745143612e-10       5.621634015093e-11      -1.774432533850e-14 
   14       1.129631059203e-10       3.063443004088e-16       1.221170923572e-13       7.886897401404e-18       5.622154932097e-10       5.045317842362e-11      -3.402224936685e-14 
   15       1.142078391093e-10       3.321880710644e-16       1.304013640361e-13       9.020698533912e-18       5.023437925694e-10       4.557529497495e-11      -3.695704926822e-14 
   16       1.155500058233e-10       3.683804076949e-16       1.388369228692e-13       1.023173537152e-17       4.514601825668e-10       4.135752446460e-11      -3.039620289543e-14 
   17       1.170249887344e-10       4.202596678652e-16       1.473041740211e-13       1.152022439214e-17       4.078285422556e-10       3.767002877134e-11      -1.947141952691e-14 
   18       1.185788754378e-10       4.930611890784e-16       1.559172586873e-13       1.288637231282e-17       3.699740256158e-10       3.447450191945e-11      -9.027166924252e-15 
