# Matter power spectrum P(k) at redshift z=0
# for k=1.04927e-05 to 1.70203 h/Mpc,
# number of wavenumbers equal to 680
#    1:k (h/Mpc)              2:P (Mpc/h)^3        
       1.049270466234e-05       4.762606492284e+01 
       2.341767162670e-05       1.033626137714e+02 
       3.638842125109e-05       1.581663484614e+02 
       4.944009197716e-05       2.126115716034e+02 
       6.260840755041e-05       2.670282347264e+02 
       7.592999773117e-05       3.216655620750e+02 
       8.944272932959e-05       3.767379145256e+02 
       1.031860519955e-04       4.324436999827e+02 
       1.172013632270e-04       4.889750847749e+02 
       1.315323970964e-04       5.465238666320e+02 
       1.462256411950e-04       6.052856507963e+02 
       1.484340210776e-04       6.140977742541e+02 
       1.613307862375e-04       6.654630649232e+02 
       1.632774231854e-04       6.732022130423e+02 
       1.769012125743e-04       7.272685709082e+02 
       1.796051655039e-04       7.379796633426e+02 
       1.929945174742e-04       7.909270401649e+02 
       1.959329078225e-04       8.025269218210e+02 
       2.096730863489e-04       8.566781776871e+02 
       2.152293305626e-04       8.785345196510e+02 
       2.270047099631e-04       9.247790258470e+02 
       2.360100935134e-04       9.600776821178e+02 
       2.450632479305e-04       9.955064231324e+02 
       2.597595368859e-04       1.052900859007e+03 
       2.639293362090e-04       1.069159471849e+03 
       2.836911325961e-04       1.146062035316e+03 
       2.849933204691e-04       1.151120848307e+03 
       3.044450890342e-04       1.226565262648e+03 
       3.131957844738e-04       1.260431326671e+03 
       3.262967324885e-04       1.311049878066e+03 
       3.443669289001e-04       1.380707504829e+03 
       3.493614268206e-04       1.399928208515e+03 
       3.737650760786e-04       1.493646128686e+03 
       3.770224135372e-04       1.506131064539e+03 
       3.996447147009e-04       1.592683908647e+03 
       4.141309188066e-04       1.647967690336e+03 
       4.271489123419e-04       1.697556408722e+03 
       4.556924447083e-04       1.805985685231e+03 
       4.564379009647e-04       1.808811994150e+03 
       4.876833110010e-04       1.927029708745e+03 
       5.002226510316e-04       1.974338508300e+03 
       5.210673844890e-04       2.052814248650e+03 
       5.477215377765e-04       2.152858741962e+03 
       5.567815205670e-04       2.186788158590e+03 
       5.950240087347e-04       2.329580956506e+03 
       6.026421255752e-04       2.357944661619e+03 
       6.359968256335e-04       2.481814657856e+03 
       6.605313937955e-04       2.572602821765e+03 
       6.799014199103e-04       2.644085813464e+03 
       7.258423630696e-04       2.812944978986e+03 
       7.269334933670e-04       2.816943988836e+03 
       7.772769061937e-04       3.000866946688e+03 
       7.970906931869e-04       3.072942514310e+03 
       8.310969816535e-04       3.196236503697e+03 
       8.742763841472e-04       3.352047003240e+03 
       8.885336410150e-04       3.403311710369e+03 
       9.496949308691e-04       3.622207356131e+03 
       9.603681163723e-04       3.660237253808e+03 
       1.014651573945e-03       3.852877341489e+03 
       1.053881549651e-03       3.991287319732e+03 
       1.083433147672e-03       4.095103018054e+03 
       1.156026357139e-03       4.348494827199e+03 
       1.157785364406e-03       4.354606359554e+03 
       1.232375634796e-03       4.612500221209e+03 
       1.270595220425e-03       4.743697545970e+03 
       1.312386012027e-03       4.886420772325e+03 
       1.395279798130e-03       5.167229991272e+03 
       1.395927929149e-03       5.169413413572e+03 
       1.482843440332e-03       5.460577205162e+03 
       1.528870417100e-03       5.613428613693e+03 
       1.572953166442e-03       5.758957647571e+03 
       1.666063358730e-03       6.063560139943e+03 
       1.677304438177e-03       6.100079549358e+03 
       1.761972537644e-03       6.373384366445e+03 
       1.840581861363e-03       6.624361951175e+03 
       1.860477325258e-03       6.687461941863e+03 
       1.961377256638e-03       7.004856560247e+03 
       2.033546088764e-03       7.229208693579e+03 
       2.064478503774e-03       7.324692151691e+03 
       2.169596558088e-03       7.646155832455e+03 
       2.226510316164e-03       7.818270132806e+03 
       2.276557989484e-03       7.968502401724e+03 
       2.385201435706e-03       8.291056362179e+03 
       2.449161347781e-03       8.478678342138e+03 
       2.495377984001e-03       8.613212375374e+03 
       2.606951097275e-03       8.934429375333e+03 
       2.686655781505e-03       9.160835773390e+03 
       2.719796217144e-03       9.254229025303e+03 
       2.833800152701e-03       9.572192520281e+03 
       2.938993617337e-03       9.861073311786e+03 
       2.948860340339e-03       9.887948417805e+03 
       3.064884038830e-03       1.020117950218e+04 
       3.181787506052e-03       1.051160502839e+04 
       3.235861659492e-03       1.065345400939e+04 
       3.299495189441e-03       1.081898411494e+04 
       3.417938951196e-03       1.112311162971e+04 
       3.537057341006e-03       1.142380848578e+04 
       3.547573103755e-03       1.145010796216e+04 
       3.656794923058e-03       1.172092566222e+04 
       3.777101659938e-03       1.201433380070e+04 
       3.888971352234e-03       1.228262420457e+04 
       3.897932353116e-03       1.230392685031e+04 
       4.019246137947e-03       1.258961614857e+04 
       4.141006029948e-03       1.287132927142e+04 
       4.263178518553e-03       1.314900656669e+04 
       4.274899807036e-03       1.317538756985e+04 
       4.385733204274e-03       1.342260586123e+04 
       4.508642475209e-03       1.369208595183e+04 
       4.631881218959e-03       1.395742647706e+04 
       4.690515066053e-03       1.408197799088e+04 
       4.755426566257e-03       1.421860564994e+04 
