# Matter power spectrum P(k) at redshift z=0
# for k=1.04918e-05 to 1.70209 h/Mpc,
# number of wavenumbers equal to 680
#    1:k (h/Mpc)              2:P (Mpc/h)^3        
       1.049181435641e-05       4.764287966198e+01 
       2.341710793695e-05       1.034051589913e+02 
       3.638818453752e-05       1.582340989804e+02 
       4.944018525661e-05       2.127042967513e+02 
       6.260883654261e-05       2.671458645319e+02 
       7.593077094514e-05       3.218081049156e+02 
       8.944385819195e-05       3.769055107338e+02 
       1.031875510228e-04       4.326365454758e+02 
       1.172032502451e-04       4.891934525844e+02 
       1.315346935105e-04       5.467680769711e+02 
       1.462283723156e-04       6.055561087506e+02 
       1.484340210776e-04       6.143609901679e+02 
       1.613339816664e-04       6.657602416947e+02 
       1.632774231854e-04       6.734898686424e+02 
       1.769049066576e-04       7.275930011044e+02 
       1.796051655039e-04       7.382937974454e+02 
       1.929987498289e-04       7.912792995567e+02 
       1.959329078225e-04       8.028671245776e+02 
       2.096779024692e-04       8.570589482901e+02 
       2.152293305626e-04       8.789050007261e+02 
       2.270101619145e-04       9.251890244073e+02 
       2.360100935134e-04       9.604799901363e+02 
       2.450693951373e-04       9.959464486436e+02 
       2.597595368859e-04       1.053338631107e+03 
       2.639362463414e-04       1.069630291621e+03 
       2.836988825589e-04       1.146564580316e+03 
       2.849933204691e-04       1.151595115587e+03 
       3.044537660576e-04       1.227100397986e+03 
       3.131957844738e-04       1.260944894699e+03 
       3.263064353126e-04       1.311618582224e+03 
       3.443669289001e-04       1.381262546144e+03 
       3.493722669598e-04       1.400531428233e+03 
       3.737771791380e-04       1.494284827898e+03 
       3.770224135372e-04       1.506727287592e+03 
       3.996582217011e-04       1.593358897880e+03 
       4.141309188066e-04       1.648607862635e+03 
       4.271639809882e-04       1.698268571529e+03 
       4.556924447083e-04       1.806671095937e+03 
       4.564547067718e-04       1.809561987316e+03 
       4.877020481539e-04       1.927818038432e+03 
       5.002226510316e-04       1.975067892679e+03 
       5.210882662906e-04       2.053641158744e+03 
       5.477215377765e-04       2.153629821002e+03 
       5.568047792942e-04       2.187653559513e+03 
       5.950498947054e-04       2.330484321383e+03 
       6.026421255752e-04       2.358756969079e+03 
       6.360256052842e-04       2.482755221451e+03 
       6.605313937955e-04       2.573450831547e+03 
       6.799333727124e-04       2.645061857462e+03 
       7.258423630696e-04       2.813823973236e+03 
       7.269689074740e-04       2.817953083031e+03 
       7.773160728238e-04       3.001906382826e+03 
       7.970906931869e-04       3.073844504700e+03 
       8.311401883630e-04       3.197302177563e+03 
       8.742763841472e-04       3.352962100083e+03 
       8.885811641971e-04       3.404398700006e+03 
       9.497470279864e-04       3.623310661308e+03 
