# dimensionless total lensed [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
    2       1.370129116626e-10       4.143983124624e-15       3.529733947179e-13       2.244768159777e-19       8.205592937201e-09       4.444270083767e-10      -1.839252506022e-12 
    3       1.297862404694e-10       5.311886085088e-15       3.957756706641e-13       4.490466617579e-19       5.044706118044e-09       3.154427416353e-10      -1.393962341599e-12 
    4       1.229289152020e-10       4.598029803182e-15       3.698778901878e-13       7.486159740934e-19       3.510480307302e-09       2.387310064934e-10      -9.133692744773e-13 
    5       1.177988420587e-10       3.070508177598e-15       3.148678085755e-13       1.123303665100e-18       2.620328859601e-09       1.884290376475e-10      -5.087124738862e-13 
    6       1.142921524869e-10       1.718158849827e-15       2.534521584353e-13       1.573254086945e-18       2.046288202078e-09       1.532088941610e-10      -2.104696017861e-13 
    7       1.120150616900e-10       9.282459562985e-16       1.988842846648e-13       2.098634365430e-18       1.649897778820e-09       1.273612794222e-10      -2.008660009910e-14 
    8       1.107017328873e-10       5.981185949775e-16       1.569553142396e-13       2.699631383576e-18       1.362136970507e-09       1.077728840197e-10       7.723745386989e-14 
    9       1.101141792155e-10       4.800495932115e-16       1.289246173326e-13       3.376448504246e-18       1.145541708068e-09       9.260820432002e-11       1.046903562384e-13 
   10       1.100137610995e-10       4.101815776172e-16       1.134560647923e-13       4.129302127114e-18       9.780686349469e-10       8.062316713509e-11       8.802667120270e-14 
   11       1.103573138207e-10       3.465044885564e-16       1.078869377370e-13       4.958418178255e-18       8.251427367987e-10       7.127202735691e-11       5.131478500812e-14 
   12       1.109851604102e-10       3.038761611878e-16       1.091432570151e-13       5.864028630184e-18       7.206707611928e-10       6.300603678743e-11       1.201648503107e-14 
   13       1.118489788352e-10       2.930451013352e-16       1.145317053929e-13       6.846368146360e-18       6.349401994074e-10       5.630823547855e-11      -1.789678336142e-14 
   14       1.129177330402e-10       3.062318957528e-16       1.220385204546e-13       7.905670937152e-18       5.636407466700e-10       5.050259500055e-11      -3.419528663193e-14 
   15       1.141657711455e-10       3.320066207851e-16       1.303125733357e-13       9.042167904383e-18       5.036463995596e-10       4.560818939230e-11      -3.711943055363e-14 
   16       1.155130390473e-10       3.680797462909e-16       1.387396216192e-13       1.025608413911e-17       4.526549344447e-10       4.138138355456e-11      -3.054795503965e-14 
   17       1.169980530140e-10       4.198060264962e-16       1.471822844919e-13       1.154763682290e-17       4.089278511250e-10       3.768865129090e-11      -1.961494920366e-14 
   18       1.185563684251e-10       4.924342069761e-16       1.557734257017e-13       1.291703339191e-17       3.709879639501e-10       3.448261779902e-11      -9.169088492060e-15 
   19       1.202000907768e-10       5.863291387543e-16       1.647133154082e-13       1.436447120679e-17       3.382289628832e-10       3.171266710632e-11      -1.810404793917e-15 
   20       1.219243872262e-10       6.996024391247e-16       1.741821438176e-13       1.589013485953e-17       3.093854938408e-10       2.925109574833e-11       7.421393473558e-16 
   21       1.237268892718e-10       8.316447231934e-16       1.841705888633e-13       1.749419858008e-17       2.840022862860e-10       2.704926587009e-11      -9.466163846045e-16 
   22       1.255765249699e-10       9.819593771756e-16       1.945205927821e-13       1.917682328468e-17       2.614697554612e-10       2.505358885992e-11      -5.127999314615e-15 
   23       1.274822627083e-10       1.150664442317e-15       2.048604569937e-13       2.093816037029e-17       2.414767091044e-10       2.326410821271e-11      -1.005111545785e-14 
