# Matter power spectrum P(k) at redshift z=0
# for k=1.04952e-05 to 1.70192 h/Mpc,
# number of wavenumbers equal to 680
#    1:k (h/Mpc)              2:P (Mpc/h)^3        
       1.049523816277e-05       4.754351418903e+01 
       2.341961378336e-05       1.031677060929e+02 
       3.638977388885e-05       1.578612042512e+02 
       4.944085212490e-05       2.121969221552e+02 
       6.260856737997e-05       2.665043514338e+02 
       7.592954442332e-05       3.210324240417e+02 
       8.944164486502e-05       3.759944540795e+02 
       1.031843128669e-04       4.315888039192e+02 
       1.171989400673e-04       4.880069335004e+02 
       1.315292542164e-04       5.454409008866e+02 
       1.462217360228e-04       6.040855270694e+02 
       1.484340210776e-04       6.128960973311e+02 
       1.613260686499e-04       6.641433512985e+02 
       1.632774231854e-04       6.718863019969e+02 
       1.768956241097e-04       7.258258931200e+02 
       1.796051655039e-04       7.365386153943e+02 
       1.929879904157e-04       7.893582279284e+02 
       1.959329078225e-04       8.009611293726e+02 
       2.096655426644e-04       8.549790698429e+02 
       2.152293305626e-04       8.768231078041e+02 
       2.269960600907e-04       9.229453435819e+02 
       2.360100935134e-04       9.582106942640e+02 
       2.450533893958e-04       9.935334540000e+02 
       2.597595368859e-04       1.050857648176e+03 
       2.639181520665e-04       1.067041912835e+03 
       2.836784896862e-04       1.143794016901e+03 
       2.849933204691e-04       1.148892205250e+03 
       3.044308360584e-04       1.224140257544e+03 
       3.131957844738e-04       1.257998181603e+03 
       3.262806979122e-04       1.308460781726e+03 
       3.443669289001e-04       1.378051287340e+03 
       3.493434166288e-04       1.397167272740e+03 
       3.737448714317e-04       1.490705127776e+03 
       3.770224135372e-04       1.503244627866e+03 
       3.996220695648e-04       1.589553748164e+03 
       4.141309188066e-04       1.644823965067e+03 
       4.271235512013e-04       1.694226795030e+03 
       4.556924447083e-04       1.802559087558e+03 
       4.564095167777e-04       1.805272963514e+03 
       4.876515635987e-04       1.923269626629e+03 
       5.002226510316e-04       1.970615148067e+03 
       5.210318996844e-04       2.048820946869e+03 
       5.477215377765e-04       2.148825633287e+03 
       5.567418902846e-04       2.182548682895e+03 
       5.949797925120e-04       2.325081599423e+03 
       6.026421255752e-04       2.353561668995e+03 
       6.359475538477e-04       2.477041032180e+03 
       6.605313937955e-04       2.567859899442e+03 
       6.798465990438e-04       2.639022633181e+03 
       7.258423630696e-04       2.807805464085e+03 
       7.268726135074e-04       2.811575078339e+03 
       7.772094507788e-04       2.995175716009e+03 
       7.970906931869e-04       3.067379498309e+03 
       8.310224392011e-04       3.190204765879e+03 
       8.742763841472e-04       3.346032937599e+03 
       8.884515182669e-04       3.396920414556e+03 
       9.496047664713e-04       3.615436166973e+03 
       9.603681163723e-04       3.653725291946e+03 
       1.014552951558e-03       3.845703715276e+03 
       1.053881549651e-03       3.984235074002e+03 
       1.083325707326e-03       4.087503181454e+03 
       1.155909803773e-03       4.340442252607e+03 
       1.157785364406e-03       4.346947392564e+03 
       1.232249743224e-03       4.603965627814e+03 
       1.270595220425e-03       4.735364769863e+03 
       1.312250628015e-03       4.877372453032e+03 
       1.395279798130e-03       5.158125566302e+03 
       1.395782966797e-03       5.159817611705e+03 
       1.482688876339e-03       5.450396783403e+03 
       1.528870417100e-03       5.603459534005e+03 
       1.572789032125e-03       5.748154174246e+03 
       1.665889730762e-03       6.052091745560e+03 
       1.677304438177e-03       6.089095750474e+03 
       1.761789528416e-03       6.361211600279e+03 
       1.840581861363e-03       6.612196500081e+03 
       1.860285073599e-03       6.674538885938e+03 
       1.961175919409e-03       6.991140135675e+03 
       2.033546088764e-03       7.215549170853e+03 
       2.064268248642e-03       7.310137156321e+03 
       2.169377557584e-03       7.630715428787e+03 
       2.226510316164e-03       7.803007818315e+03 
       2.276330416330e-03       7.952128463230e+03 
       2.384965459290e-03       8.273699687073e+03 
       2.449161347781e-03       8.461427186448e+03 
       2.495133767851e-03       8.594821949744e+03 
       2.606698797356e-03       8.914951786391e+03 
       2.686655781505e-03       9.141282933710e+03 
       2.719535980811e-03       9.233610186931e+03 
       2.833532118153e-03       9.550373596303e+03 
       2.938993617337e-03       9.838852534390e+03 
       2.948584636452e-03       9.864871196480e+03 
       3.064600785261e-03       1.017678039038e+04 
