# dimensionless total lensed [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
    2       1.369805120965e-10       4.142373203650e-15       3.536114008834e-13       2.232994427038e-19       8.169308923594e-09       4.430713225532e-10      -1.839407836457e-12 
    3       1.297885407344e-10       5.312746118157e-15       3.965163090281e-13       4.466917572278e-19       5.036339983557e-09       3.145641204030e-10      -1.394811679308e-12 
    4       1.229548054395e-10       4.601758380449e-15       3.706573308250e-13       7.446907769189e-19       3.505746379335e-09       2.380203624835e-10      -9.144392415680e-13 
    5       1.178450011888e-10       3.074886342208e-15       3.155742011141e-13       1.117415189100e-18       2.616468162913e-09       1.878500258914e-10      -5.098243737437e-13 
    6       1.143460038837e-10       1.721313810267e-15       2.540284619330e-13       1.565009053695e-18       2.042845845639e-09       1.527193442303e-10      -2.114134704115e-13 
    7       1.120677272391e-10       9.297150276821e-16       1.993214714670e-13       2.087639130562e-18       1.646366710995e-09       1.269259500566e-10      -2.077877879026e-14 
    8       1.107507169282e-10       5.984946134296e-16       1.572687273505e-13       2.685491856762e-18       1.358392104196e-09       1.073893046583e-10       7.681513209662e-14 
    9       1.101671581348e-10       4.801074565578e-16       1.291435662961e-13       3.358770063321e-18       1.141881932028e-09       9.228899736709e-11       1.045092734929e-13 
   10       1.100604446613e-10       4.103343850799e-16       1.136157488352e-13       4.107689527346e-18       9.748666503692e-10       8.036510489795e-11       8.802659413963e-14 
   11       1.103995980016e-10       3.467927305798e-16       1.080170041541e-13       4.932475458304e-18       8.228262158677e-10       7.107386379187e-11       5.144319159636e-14 
   12       1.110265935759e-10       3.042109944098e-16       1.092465787675e-13       5.833359016764e-18       7.185594785189e-10       6.281090888388e-11       1.215612192915e-14 
   13       1.118737603436e-10       2.934014353803e-16       1.146222478327e-13       6.810573960028e-18       6.330054859235e-10       5.612356425296e-11      -1.778171253919e-14 
   14       1.129502416487e-10       3.066568945587e-16       1.221521896830e-13       7.864353501957e-18       5.618627029766e-10       5.037377831526e-11      -3.406989568260e-14 
   15       1.141942277929e-10       3.325401144515e-16       1.304549075401e-13       8.994927464285e-18       5.020063380074e-10       4.549501881236e-11      -3.703087803338e-14 
   16       1.155378023544e-10       3.687403037535e-16       1.388999924443e-13       1.020251978415e-17       4.511371467410e-10       4.127854089016e-11      -3.048735213228e-14 
   17       1.170082233640e-10       4.206083379034e-16       1.473749859815e-13       1.148734642798e-17       4.075191608818e-10       3.759392586214e-11      -1.956695749581e-14 
   18       1.185613951276e-10       4.934154314844e-16       1.559909275031e-13       1.284961356924e-17       3.696777096190e-10       3.440109674541e-11      -9.109803047756e-15 
   19       1.202119108044e-10       5.875098097218e-16       1.649480834315e-13       1.428951728400e-17       3.370066283871e-10       3.164708681013e-11      -1.720447279930e-15 
   20       1.219454722760e-10       7.009746367786e-16       1.744378551738e-13       1.580724085966e-17       3.082432458747e-10       2.919605784668e-11       8.665105196513e-16 
   21       1.237521134332e-10       8.332220437257e-16       1.844415414425e-13       1.740295724416e-17       2.829328520256e-10       2.700008403851e-11      -7.984855460731e-16 
   22       1.255953985248e-10       9.837911381862e-16       1.947880843177e-13       1.907682609415e-17       2.604668224898e-10       2.501024058780e-11      -4.978895404880e-15 
   23       1.274922275996e-10       1.152791546372e-15       2.051206027068e-13       2.082899760980e-17       2.405343965212e-10       2.323192813673e-11      -9.916452073171e-15 
   24       1.294526640975e-10       1.340394100166e-15       2.149831715060e-13       2.265960953167e-17       2.226730046567e-10       2.166064272027e-11      -1.373727935044e-14 
   25       1.314661658449e-10       1.547031784043e-15       2.240951594753e-13       2.456879259770e-17       2.066711662951e-10       2.025426667311e-11      -1.564236518841e-14 
   26       1.335037301137e-10       1.773367909620e-15       2.322390439369e-13       2.655666692389e-17       1.922378247916e-10       1.895027595637e-11      -1.534126075972e-14 
   27       1.355753953200e-10       2.021090140969e-15       2.393378990691e-13       2.862334723467e-17       1.791988610321e-10       1.775275527908e-11      -1.344840266101e-14 
   28       1.376925244928e-10       2.292222096974e-15       2.453810821102e-13       3.076894038847e-17       1.673285388523e-10       1.667607763102e-11      -1.094661207301e-14 
   29       1.398612619156e-10       2.588220970331e-15       2.504075040630e-13       3.299355385072e-17       1.565656760989e-10       1.571379154991e-11      -8.456974965877e-15 
   30       1.420724894350e-10       2.910391274153e-15       2.545005587336e-13       3.529728864523e-17       1.467941192967e-10       1.484079135908e-11      -6.596834308301e-15 
   31       1.443067479494e-10       3.259980928627e-15       2.577507576938e-13       3.768023931624e-17       1.378138175814e-10       1.402429196593e-11      -5.940462772614e-15 
   32       1.465689643559e-10       3.637915783395e-15       2.601279944120e-13       4.014250452795e-17       1.295780064053e-10       1.326133808110e-11      -6.345554934179e-15 
   33       1.488641574137e-10       4.044952374293e-15       2.615613733759e-13       4.268418025137e-17       1.220280864181e-10       1.255388682680e-11      -7.362949616337e-15 
