# Matter power spectrum P(k) at redshift z=0
# for k=1.04909e-05 to 1.70209 h/Mpc,
# number of wavenumbers equal to 680
#    1:k (h/Mpc)              2:P (Mpc/h)^3        
       1.589598225997e-02       2.411504550077e+04 
       1.602611574201e-02       2.412217268100e+04 
       1.615629104209e-02       2.412768931980e+04 
       1.628650866180e-02       2.413157384891e+04 
       1.641676912350e-02       2.413387320808e+04 
       1.654707297047e-02       2.413463064613e+04 
       1.667742076698e-02       2.413384261212e+04 
       1.680781309845e-02       2.413152386044e+04 
       1.693825057156e-02       2.412771875654e+04 
       1.706873381447e-02       2.412242745934e+04 
       1.719926347695e-02       2.411569226446e+04 
       1.732984023060e-02       2.410752848286e+04 
       1.736678046608e-02       2.410495099490e+04 
       1.746046476910e-02       2.409793213893e+04 
       1.759113780840e-02       2.408694692492e+04 
       1.772186008697e-02       2.407458300378e+04 
       1.785263236610e-02       2.406088036835e+04 
       1.798345543019e-02       2.404581678197e+04 
       1.811433008698e-02       2.402947565103e+04 
       1.824525716798e-02       2.401181267140e+04 
       1.837623752868e-02       2.399290725502e+04 
       1.850727204902e-02       2.397267975922e+04 
       1.863836163366e-02       2.395125760493e+04 
       1.876950721243e-02       2.392861405488e+04 
       1.890070974069e-02       2.390476628386e+04 
       1.899955469794e-02       2.388603956240e+04 
       1.903197019979e-02       2.387974344038e+04 
       1.916328959747e-02       2.385355514835e+04 
       1.929466896833e-02       2.382622149969e+04 
       1.942610937430e-02       2.379775688843e+04 
       1.955761190514e-02       2.376819460628e+04 
       1.968917767892e-02       2.373752610954e+04 
       1.982080784258e-02       2.370578215688e+04 
       1.995250357247e-02       2.367301527201e+04 
       2.008426607489e-02       2.363919275378e+04 
       2.021609658671e-02       2.360434398269e+04 
       2.034799637594e-02       2.356849312284e+04 
       2.047996674241e-02       2.353164849137e+04 
       2.061200901833e-02       2.349386995793e+04 
       2.074412456906e-02       2.345513470502e+04 
       2.087631479372e-02       2.341543107043e+04 
       2.092919697195e-02       2.339929018044e+04 
       2.100858112595e-02       2.337481503464e+04 
       2.114092503463e-02       2.333332212032e+04 
       2.127334802462e-02       2.329094575855e+04 
       2.140585163759e-02       2.324763755675e+04 
       2.153843745280e-02       2.320353656455e+04 
       2.167110708792e-02       2.315859116317e+04 
       2.180386219992e-02       2.311281513259e+04 
       2.193670448596e-02       2.306623864116e+04 
       2.206963568426e-02       2.301885578163e+04 
       2.220265757512e-02       2.297069217625e+04 
       2.233577198181e-02       2.292179642066e+04 
       2.246898077165e-02       2.287214113063e+04 
       2.260228585700e-02       2.282176154840e+04 
       2.273568919634e-02       2.277064091540e+04 
       2.286919279537e-02       2.271883879242e+04 
       2.300279870816e-02       2.266634709063e+04 
       2.300727326703e-02       2.266459271283e+04 
       2.313650903831e-02       2.261320786446e+04 
       2.327032594015e-02       2.255935932180e+04 
       2.340425162000e-02       2.250486761113e+04 
       2.353828833747e-02       2.244979146156e+04 
       2.367243840675e-02       2.239412192880e+04 
       2.380670419800e-02       2.233778792463e+04 
       2.394108813878e-02       2.228089851509e+04 
       2.407559271545e-02       2.222339256654e+04 
       2.421022047476e-02       2.216533214946e+04 
       2.434497402531e-02       2.210677824623e+04 
       2.447985603921e-02       2.204764932341e+04 
       2.461486925372e-02       2.198799660120e+04 
       2.475001647297e-02       2.192778142661e+04 
       2.488530056967e-02       2.186713634460e+04 
       2.502072448702e-02       2.180601202570e+04 
       2.515629124050e-02       2.174436109234e+04 
       2.523378358320e-02       2.170894054604e+04 
       2.529200391986e-02       2.168224393331e+04 
       2.542786569115e-02       2.161975046819e+04 
       2.556387979873e-02       2.155678598422e+04 
       2.570004956746e-02       2.149337846174e+04 
       2.583637840493e-02       2.142956366322e+04 
       2.597286980370e-02       2.136531985555e+04 
       2.610952734373e-02       2.130073670639e+04 
       2.624635469478e-02       2.123573636385e+04 
       2.638335561897e-02       2.117040287488e+04 
       2.652053397343e-02       2.110467464646e+04 
       2.665789371297e-02       2.103857629858e+04 
       2.679543889294e-02       2.097220172360e+04 
       2.693317367210e-02       2.090553547156e+04 
       2.707110231567e-02       2.083841722986e+04 
       2.720922919845e-02       2.077105332714e+04 
       2.734755880802e-02       2.070344338776e+04 
       2.748609574818e-02       2.063548807919e+04 
       2.760872792044e-02       2.057519849070e+04 
       2.762484474235e-02       2.056725065504e+04 
       2.776381063720e-02       2.049878148176e+04 
       2.790299840644e-02       2.043002975793e+04 
       2.804241315462e-02       2.036108455680e+04 
       2.818206012125e-02       2.029183036912e+04 
       2.832194468492e-02       2.022236996652e+04 
       2.846207236765e-02       2.015273854035e+04 
       2.860244883944e-02       2.008281899776e+04 
       2.874307992292e-02       2.001271233416e+04 
       2.888397159824e-02       1.994245107970e+04 
       2.902513000812e-02       1.987197539706e+04 
       2.916656146313e-02       1.980131828576e+04 
       2.930827244715e-02       1.973049265751e+04 
       2.945026962308e-02       1.965949945345e+04 
       2.959255983877e-02       1.958836231034e+04 
       2.973515013320e-02       1.951707349007e+04 
       2.987804774288e-02       1.944563257416e+04 
       3.002126010858e-02       1.937407723485e+04 
       3.016479488231e-02       1.930236170842e+04 
       3.030865993459e-02       1.923055371277e+04 
       3.042897432091e-02       1.917056123120e+04 
       3.045286336203e-02       1.915863548190e+04 
       3.059741349528e-02       1.908662675612e+04 
       3.074231890725e-02       1.901447933044e+04 
       3.088758842178e-02       1.894225192754e+04 
       3.103323112263e-02       1.886989013523e+04 
       3.117925636291e-02       1.879753157107e+04 
       3.132567377488e-02       1.872510339515e+04 
       3.147249328029e-02       1.865261287309e+04 
       3.161972510112e-02       1.857999222457e+04 
       3.176737977085e-02       1.850733506324e+04 
       3.191546814624e-02       1.843465163025e+04 
       3.206400141966e-02       1.836191061140e+04 
       3.221299113211e-02       1.828910005652e+04 
       3.236244918668e-02       1.821629980861e+04 
       3.251238786285e-02       1.814348179427e+04 
       3.266281983137e-02       1.807056069410e+04 
       3.281375816996e-02       1.799765306342e+04 
       3.296521637974e-02       1.792477970848e+04 
       3.311720840252e-02       1.785186760466e+04 
       3.326974863897e-02       1.777887020044e+04 
       3.339765474247e-02       1.771791406541e+04 
       3.342285196775e-02       1.770594964863e+04 
       3.357653376557e-02       1.763300434249e+04 
       3.373080992843e-02       1.756009630571e+04 
       3.388569689385e-02       1.748718620878e+04 
       3.404121166442e-02       1.741417810823e+04 
       3.419737183257e-02       1.734132095352e+04 
       3.435419560671e-02       1.726837645706e+04 
       3.451170183886e-02       1.719550663307e+04 
       3.466991005377e-02       1.712263367615e+04 
       3.482884047977e-02       1.704978379714e+04 
       3.498851408138e-02       1.697697294374e+04 
       3.514895259375e-02       1.690422101102e+04 
       3.531017855924e-02       1.683143991179e+04 
       3.547221536609e-02       1.675872027499e+04 
       3.563508728948e-02       1.668603992393e+04 
       3.579881953503e-02       1.661339528333e+04 
       3.596343828509e-02       1.654076244155e+04 
       3.612897074781e-02       1.646818472311e+04 
       3.629544520938e-02       1.639562223481e+04 
       3.646289108961e-02       1.632308591051e+04 
       3.663133900111e-02       1.625066311830e+04 
       3.666320320617e-02       1.623699990738e+04 
       3.680082081233e-02       1.617824871352e+04 
       3.697136971487e-02       1.610583739479e+04 
       3.714302029520e-02       1.603352436098e+04 
       3.731580861146e-02       1.596120503067e+04 
       3.748977227536e-02       1.588890108003e+04 
       3.766495054002e-02       1.581671702197e+04 
       3.784138439393e-02       1.574450672206e+04 
       3.801911666172e-02       1.567233056488e+04 
       3.819819211233e-02       1.560023472752e+04 
       3.837865757514e-02       1.552809409913e+04 
       3.856056206489e-02       1.545605450569e+04 
       3.874395691608e-02       1.538401167193e+04 
       3.892889592779e-02       1.531204583936e+04 
       3.911543551995e-02       1.524005145584e+04 
       3.930363490195e-02       1.516810305192e+04 
       3.949355625505e-02       1.509615874040e+04 
       3.968526492966e-02       1.502423654571e+04 
       3.987882965924e-02       1.495231898061e+04 
       4.007432279225e-02       1.488041545250e+04 
       4.022561971204e-02       1.482524466496e+04 
       4.027182054422e-02       1.480851005496e+04 
       4.047140327190e-02       1.473657732631e+04 
       4.067315577180e-02       1.466469528074e+04 
       4.087716760599e-02       1.459276412295e+04 
       4.108353345776e-02       1.452084379367e+04 
       4.129235352090e-02       1.444882244301e+04 
       4.150373392608e-02       1.437680913685e+04 
       4.171778720876e-02       1.430475905120e+04 
       4.193463282357e-02       1.423264673856e+04 
       4.215439771054e-02       1.416051794926e+04 
       4.237721691980e-02       1.408827117288e+04 
       4.260323430166e-02       1.401604140091e+04 
       4.283260327072e-02       1.394361061734e+04 
       4.306548765330e-02       1.387109272822e+04 
       4.330206262939e-02       1.379852512636e+04 
       4.354251578168e-02       1.372580084941e+04 
       4.378704826650e-02       1.365295283779e+04 
       4.403587612368e-02       1.357992748267e+04 
       4.408490426006e-02       1.356572235879e+04 
       4.428923174532e-02       1.350677013217e+04 
       4.454736552668e-02       1.343341907213e+04 
       4.481054772644e-02       1.335985937373e+04 
       4.507907056839e-02       1.328605649655e+04 
       4.535325062240e-02       1.321205012713e+04 
       4.563343150929e-02       1.313775764632e+04 
       4.591998698278e-02       1.306317245185e+04 
       4.621332445190e-02       1.298825799911e+04 
       4.651388901953e-02       1.291300605170e+04 
       4.682216812814e-02       1.283739717075e+04 
       4.713869692252e-02       1.276137295160e+04 
       4.746406446233e-02       1.268486267523e+04 
       4.779892094602e-02       1.260790635944e+04 
       4.814398614359e-02       1.253038904399e+04 
       4.838949087131e-02       1.247635578536e+04 
       4.850005928005e-02       1.245230384310e+04 
       4.886803066762e-02       1.237353792630e+04 
       4.924889545550e-02       1.229408302082e+04 
       4.964376995523e-02       1.221389254655e+04 
       5.005391111318e-02       1.213279867977e+04 
       5.048073984597e-02       1.205076624009e+04 
       5.092586913854e-02       1.196767522020e+04 
       5.139113803883e-02       1.188343681281e+04 
       5.187865298160e-02       1.179786848535e+04 
       5.239083825148e-02       1.171088829728e+04 
       5.293049786998e-02       1.162222162333e+04 
       5.313937954579e-02       1.158870695428e+04 
       5.350089177582e-02       1.153169620701e+04 
       5.410582986923e-02       1.143899396866e+04 
       5.474978828362e-02       1.134383848351e+04 
       5.543805305026e-02       1.124578271821e+04 
       5.617689691312e-02       1.114428475264e+04 
       5.697379494760e-02       1.103873229307e+04 
       5.783768282638e-02       1.092829614252e+04 
       5.833457028351e-02       1.086637151958e+04 
       5.877925606898e-02       1.081183375053e+04 
       5.981129569997e-02       1.068789386933e+04 
       6.094897899356e-02       1.055456536350e+04 
       6.221008355382e-02       1.040925823713e+04 
       6.361490746970e-02       1.024850260404e+04 
       6.412349710554e-02       1.019018223640e+04 
       6.518560537055e-02       1.006773646511e+04 
       6.694451774191e-02       9.861258840762e+03 
       6.891108496078e-02       9.622355472031e+03 
       7.035772599080e-02       9.439848557029e+03 
       7.109735760203e-02       9.344094339757e+03 
       7.350316363311e-02       9.020918297205e+03 
       7.611325991933e-02       8.651072172425e+03 
       7.718569096037e-02       8.494111379825e+03 
       7.889883412479e-02       8.238653679898e+03 
       8.182343030431e-02       7.794256150781e+03 
       8.475582603533e-02       7.347908320191e+03 
       8.485038747542e-02       7.333638359369e+03 
       8.794832584585e-02       6.874891404990e+03 
       9.109331924768e-02       6.435442976844e+03 
       9.306813121567e-02       6.178032157071e+03 
       9.426853838660e-02       6.029693586017e+03 
       9.746277018537e-02       5.667666054872e+03 
       1.006688021976e-01       5.354665978533e+03 
       1.021226065014e-01       5.229459662507e+03 
       1.038820977653e-01       5.091460792514e+03 
       1.070998427495e-01       4.875038199655e+03 
       1.103203063540e-01       4.699432363106e+03 
       1.122161199347e-01       4.611998198019e+03 
       1.135424295517e-01       4.556620894460e+03 
       1.167655663100e-01       4.437426455163e+03 
       1.199893231851e-01       4.332370733930e+03 
       1.232002374944e-01       4.232926799364e+03 
       1.232134607384e-01       4.232519383607e+03 
       1.264378332579e-01       4.130214121601e+03 
       1.296623520160e-01       4.019735328559e+03 
       1.328869629137e-01       3.897692877848e+03 
       1.352233932017e-01       3.801409032429e+03 
       1.361116328940e-01       3.763132309778e+03 
       1.393363416890e-01       3.617357609164e+03 
       1.425610768090e-01       3.463480951236e+03 
       1.457858304991e-01       3.305797507169e+03 
       1.484340210776e-01       3.176842015055e+03 
       1.490105978918e-01       3.149116396760e+03 
       1.522353758845e-01       2.998124235273e+03 
       1.554601624570e-01       2.856871275928e+03 
       1.586849562566e-01       2.728420468301e+03 
       1.619097563453e-01       2.614644306154e+03 
       1.651345620457e-01       2.516199032181e+03 
       1.683593728463e-01       2.432605198912e+03 
       1.715841883438e-01       2.362402993976e+03 
       1.748090082069e-01       2.303397822417e+03 
       1.780338321545e-01       2.252914731006e+03 
       1.812586599411e-01       2.208059568475e+03 
       1.844834913482e-01       2.166297355038e+03 
       1.877083261781e-01       2.125036548753e+03 
       1.909331642504e-01       2.081738619203e+03 
       1.941580053985e-01       2.034960153140e+03 
       1.973828494684e-01       1.984011680834e+03 
       2.006076963168e-01       1.928938625795e+03 
       2.038325458100e-01       1.870419304169e+03 
       2.070573978230e-01       1.809601456070e+03 
       2.102822522386e-01       1.747910022223e+03 
       2.135071089471e-01       1.686860926051e+03 
       2.167319678452e-01       1.627880498012e+03 
       2.199568288358e-01       1.572173102083e+03 
       2.231816918276e-01       1.520654953233e+03 
       2.264065567343e-01       1.473870414494e+03 
       2.296314234749e-01       1.432015922827e+03 
       2.328562919724e-01       1.394951787080e+03 
       2.360811621545e-01       1.362247753248e+03 
       2.393060339525e-01       1.333247767711e+03 
       2.425309073017e-01       1.307143096782e+03 
       2.457557821404e-01       1.283049049741e+03 
       2.489806584106e-01       1.260087134637e+03 
       2.522055360568e-01       1.237452186621e+03 
       2.554304150267e-01       1.214480808076e+03 
       2.586552952705e-01       1.190692473920e+03 
       2.618801767407e-01       1.165825188662e+03 
       2.651050593924e-01       1.139831276672e+03 
       2.683299431828e-01       1.112850809668e+03 
       2.715548280709e-01       1.085195898134e+03 
       2.747797140180e-01       1.057276551978e+03 
       2.780046009870e-01       1.029563108678e+03 
       2.812294889425e-01       1.002522741204e+03 
       2.844543778508e-01       9.765670630406e+02 
       2.876792676796e-01       9.520157952310e+02 
       2.909041583982e-01       9.290924676980e+02 
       2.941290499771e-01       9.078869175872e+02 
       2.973539423883e-01       8.883859843602e+02 
       3.005788356047e-01       8.704629999545e+02 
       3.038037296006e-01       8.539182791250e+02 
       3.070286243514e-01       8.384928296123e+02 
       3.102535198332e-01       8.239053529775e+02 
       3.134784160236e-01       8.098712298146e+02 
       3.167033129006e-01       7.961314378647e+02 
       3.199282104435e-01       7.824686550269e+02 
       3.231531086322e-01       7.687221978121e+02 
       3.263780074475e-01       7.547946544758e+02 
       3.296029068709e-01       7.406526602757e+02 
       3.328278068846e-01       7.263228226722e+02 
       3.360527074716e-01       7.118801179560e+02 
       3.392776086154e-01       6.974347600331e+02 
       3.425025103002e-01       6.831180139972e+02 
       3.457274125108e-01       6.690674665239e+02 
       3.489523152327e-01       6.554119546845e+02 
       3.521772184515e-01       6.422565139629e+02 
       3.554021221539e-01       6.296792303940e+02 
       3.586270263266e-01       6.177235977914e+02 
       3.618519309571e-01       6.063955256167e+02 
       3.650768360331e-01       5.956719242896e+02 
       3.683017415430e-01       5.854979013158e+02 
       3.715266474753e-01       5.757982000880e+02 
       3.747515538191e-01       5.664873872696e+02 
       3.779764605638e-01       5.574755329366e+02 
       3.812013676992e-01       5.486771391953e+02 
       3.844262752155e-01       5.400191671364e+02 
       3.876511831031e-01       5.314431052370e+02 
       3.908760913527e-01       5.229146169360e+02 
       3.941009999554e-01       5.144118317011e+02 
       3.973259089027e-01       5.059369178823e+02 
       4.005508181861e-01       4.975036714742e+02 
       4.037757277976e-01       4.891387525857e+02 
       4.070006377293e-01       4.808757558622e+02 
       4.102255479737e-01       4.727499780781e+02 
       4.134504585234e-01       4.647952784868e+02 
       4.166753693713e-01       4.570416825732e+02 
       4.199002805104e-01       4.495109407314e+02 
       4.231251919342e-01       4.422189216296e+02 
       4.263501036361e-01       4.351703998252e+02 
       4.295750156099e-01       4.283637707606e+02 
       4.327999278494e-01       4.217887434974e+02 
       4.360248403487e-01       4.154295818683e+02 
       4.392497531021e-01       4.092656360717e+02 
       4.424746661040e-01       4.032737992275e+02 
       4.456995793489e-01       3.974297033371e+02 
       4.489244928318e-01       3.917091641392e+02 
       4.521494065473e-01       3.860913602878e+02 
       4.553743204906e-01       3.805580061754e+02 
       4.585992346569e-01       3.750955031736e+02 
       4.618241490414e-01       3.696955709706e+02 
       4.650490636396e-01       3.643547082861e+02 
       4.682739784471e-01       3.590737030519e+02 
       4.714988934595e-01       3.538580649578e+02 
       4.747238086727e-01       3.487159293829e+02 
       4.779487240826e-01       3.436572499585e+02 
       4.811736396852e-01       3.386933980510e+02 
       4.843985554767e-01       3.338331875744e+02 
       4.876234714533e-01       3.290847693615e+02 
       4.908483876113e-01       3.244536677431e+02 
       4.940733039472e-01       3.199417019673e+02 
       4.972982204575e-01       3.155475030789e+02 
       5.005231371388e-01       3.112671658273e+02 
       5.037480539879e-01       3.070932167097e+02 
       5.069729710015e-01       3.030166001231e+02 
       5.101978881764e-01       2.990284448170e+02 
       5.134228055097e-01       2.951186296338e+02 
       5.166477229984e-01       2.912777797618e+02 
       5.198726406395e-01       2.874985802290e+02 
       5.230975584303e-01       2.837751286450e+02 
       5.263224763679e-01       2.801034308070e+02 
       5.295473944497e-01       2.764817920519e+02 
       5.327723126731e-01       2.729099362164e+02 
       5.359972310355e-01       2.693893516207e+02 
       5.392221495344e-01       2.659217015451e+02 
       5.424470681673e-01       2.625099018751e+02 
       5.456719869319e-01       2.591562536211e+02 
       5.488969058258e-01       2.558627324471e+02 
       5.521218248468e-01       2.526311152072e+02 
       5.553467439926e-01       2.494617264655e+02 
       5.585716632611e-01       2.463548969075e+02 
       5.617965826502e-01       2.433092108518e+02 
       5.650215021578e-01       2.403238232579e+02 
       5.682464217818e-01       2.373961755628e+02 
       5.714713415204e-01       2.345239274740e+02 
       5.746962613715e-01       2.317043995317e+02 
       5.779211813332e-01       2.289351739330e+02 
       5.811461014038e-01       2.262131920153e+02 
       5.843710215814e-01       2.235359910537e+02 
       5.875959418642e-01       2.209012407822e+02 
       5.908208622506e-01       2.183069206811e+02 
       5.940457827387e-01       2.157515226507e+02 
       5.972707033271e-01       2.132336164000e+02 
       6.004956240140e-01       2.107526178826e+02 
       6.037205447979e-01       2.083080985966e+02 
